device_name,model_code,version,region_code,file_size,chipset,build_date,build_date_raw,filename,url,scraped_at,note
Tecno Camon 50 Pro CN5C,CN5C,16.1.0.150SP09,OP001PF001AZ,11.82 GB,MT6789,2026-01-01,010126,Tecno_Camon_50_Pro_CN5C_MT6789_16.1.0.150SP09_OP001PF001AZ_010126_MXML.zip,https://naijarom.com/tecno-camon-50-pro-cn5c,2026-09-22T00:37:40.067543+00:00,
Tecno Camon 50 Pro CN5C,CN5C,16.2.0.150SP07,,11.86 GB,MT6789,,,Tecno_Camon_50_Pro_CN5C_MT6789_16.2.0.150SP07_OP004PF001AZ_MXML.zip,https://naijarom.com/tecno-camon-50-pro-cn5c,2026-09-22T00:37:40.067608+00:00,
Tecno Camon 50 Pro CN5C,CN5C,16.1.0.160SP10,,11.90 GB,MT6789,,,Tecno_Camon_50_Pro_CN5C_MT6789_16.1.0.160SP10_OPPJ005PF001PJ_MXML.zip,https://naijarom.com/tecno-camon-50-pro-cn5c,2026-09-22T00:37:40.067719+00:00,
Tecno Camon 50 Pro 5G CN7C,CN7C,16.1.0.142SP10,COCL001PF001AZ,11.48 GB,MT6878,2026-01-01,010126,Tecno_Camon_50_Pro_5G_CN7C_MT6878_16.1.0.142SP10_COCL001PF001AZ_010126_MXML.zip,https://naijarom.com/tecno-camon-50-pro-5g-cn7c,2026-09-22T00:37:46.755690+00:00,
Tecno Camon 50 Pro 5G CN7C,CN7C,16.2.0.140SP11,,12.29 GB,MT6878,,,Tecno_Camon_50_Pro_5G_CN7C_MT6878_16.2.0.140SP11_OPPJ006PF001PJ_MXML.zip,https://naijarom.com/tecno-camon-50-pro-5g-cn7c,2026-09-22T00:37:46.755731+00:00,
Tecno Camon 50 Pro 5G CN7C,CN7C,16.2.0.145SP05,,12.36 GB,MT6878,,,Tecno_Camon_50_Pro_5G_CN7C_MT6878_16.2.0.145SP05_OP005PF001M1_MXML.zip,https://naijarom.com/tecno-camon-50-pro-5g-cn7c,2026-09-22T00:37:46.755762+00:00,
Tecno Camon 50 Pro 5G CN7C,CN7C,16.2.0.145SP05,OPPJ005PF001PJ,12.37 GB,MT6878,2026-01-01,010126,Tecno_Camon_50_Pro_5G_CN7C_MT6878_16.2.0.145SP05_OPPJ005PF001PJ_010126_MXML.zip,https://naijarom.com/tecno-camon-50-pro-5g-cn7c,2026-09-22T00:37:46.755779+00:00,
Tecno Camon 50 Pro 5G CN7C,CN7C,16.2.0.150SP04,,11.46 GB,MT6878,,,Tecno_Camon_50_Pro_5G_CN7C_MT6878_16.2.0.150SP04_IN005PF001AZ_MXML.zip,https://naijarom.com/tecno-camon-50-pro-5g-cn7c,2026-09-22T00:37:46.755840+00:00,
Tecno Camon 50 Pro 5G CN7C,CN7C,16.1.0.135SP11,,11.50 GB,MT6878,,,Tecno_Camon_50_Pro_5G_CN7C_MT6878_16.1.0.135SP11_TR001PF001AZ_MXML.zip,https://naijarom.com/tecno-camon-50-pro-5g-cn7c,2026-09-22T00:37:46.755861+00:00,
Tecno Camon 50 Pro 5G CN7C,CN7C,16.2.0.140SP13,,11.41 GB,MT6878,,,Tecno_Camon_50_Pro_5G_CN7C_MT6878_16.2.0.140SP13_TR007PF001AZ_MXML.zip,https://naijarom.com/tecno-camon-50-pro-5g-cn7c,2026-09-22T00:37:46.755881+00:00,
Tecno Camon 50 Pro 5G CN7C,CN7C,16.2.0.145SP12,,12.36 GB,MT6878,,,Tecno_Camon_50_Pro_5G_CN7C_MT6878_16.2.0.145SP12_OP006PF001AZ_MXML.zip,https://naijarom.com/tecno-camon-50-pro-5g-cn7c,2026-09-22T00:37:46.755918+00:00,
Tecno Camon 50 Pro 5G CN7C,CN7C,16.1.0.150SP14,,11.27 GB,MT6878,,,Tecno_Camon_50_Pro_5G_CN7C_MT6878_16.1.0.150SP14_RU004PF001AZ_MXML.zip,https://naijarom.com/tecno-camon-50-pro-5g-cn7c,2026-09-22T00:37:46.755972+00:00,
Tecno Camon 50 Pro 5G CN7C,CN7C,16.2.0.150SP13,,12.30 GB,MT6878,,,Tecno_Camon_50_Pro_5G_CN7C_MT6878_16.2.0.150SP13_OP006PF001AZ_MXML.zip,https://naijarom.com/tecno-camon-50-pro-5g-cn7c,2026-09-22T00:37:46.755992+00:00,
Tecno Camon 50 Pro 5G CN7C,CN7C,16.1.0.160SP13,,12.36 GB,MT6878,,,Tecno_Camon_50_Pro_5G_CN7C_MT6878_16.1.0.160SP13_OP007PF001AZ_MXML.zip,https://naijarom.com/tecno-camon-50-pro-5g-cn7c,2026-09-22T00:37:46.756039+00:00,
Tecno Camon 50 Ultra 5G CN7C,CN7C,16.1.0.150SP09,OPPJ001PF001PJ,12.34 GB,MT6878,2026-01-01,010126,Tecno_Camon_50_Ultra_5G_CN7C_MT6878_16.1.0.150SP09_OPPJ001PF001PJ_010126_MXML.zip,https://naijarom.com/tecno-camon-50-ultra-5g-cn7c,2026-09-22T00:37:51.602073+00:00,
Tecno Camon 50 Ultra 5G CN7C,CN7C,16.2.0.140SP11,,12.29 GB,MT6878,,,Tecno_Camon_50_Ultra_5G_CN7C_MT6878_16.2.0.140SP11_OPPJ006PF001PJ_MXML.zip,https://naijarom.com/tecno-camon-50-ultra-5g-cn7c,2026-09-22T00:37:51.602132+00:00,
Tecno Camon 50 Ultra 5G CN7C,CN7C,16.2.0.145SP05,,12.36 GB,MT6878,,,Tecno_Camon_50_Ultra_5G_CN7C_MT6878_16.2.0.145SP05_OP005PF001M1_MXML.zip,https://naijarom.com/tecno-camon-50-ultra-5g-cn7c,2026-09-22T00:37:51.602177+00:00,
Tecno Camon 50 Ultra 5G CN7C,CN7C,16.1.0.150SP14,OP004PF001AZ,12.34 GB,MT6878,2026-01-01,010126,Tecno_Camon_50_Ultra_5G_CN7C_MT6878_16.1.0.150SP14_OP004PF001AZ_010126_MXML.zip,https://naijarom.com/tecno-camon-50-ultra-5g-cn7c,2026-09-22T00:37:51.602198+00:00,
Tecno Camon 50 Ultra 5G CN7C,CN7c,16.2.0.140SP06,OP005PF001AZ,12.29 GB,MT6878,2030-04-26,260430,Tecno_Camon_50_Ultra_5G_CN7c_MT6878_16.2.0.140SP06_OP005PF001AZ_260430_MXML.zip,https://naijarom.com/tecno-camon-50-ultra-5g-cn7c,2026-09-22T00:37:51.602215+00:00,
Tecno Camon 50 Ultra 5G CN7C,CN7c,16.2.0.140SP11,RU006PF001AZ,11.23 GB,MT6878,2030-04-26,260430,Tecno_Camon_50_Ultra_5G_CN7c_MT6878_16.2.0.140SP11_RU006PF001AZ_260430_MXML.zip,https://naijarom.com/tecno-camon-50-ultra-5g-cn7c,2026-09-22T00:37:51.602235+00:00,
Tecno Camon 50 Ultra 5G CN7C,CN7C,16.1.0.142SP10,COCL001PF001AZ,11.48 GB,MT6878,2026-01-01,010126,Tecno_Camon_50_Ultra_5G_CN7C_MT6878_16.1.0.142SP10_COCL001PF001AZ_010126_MXML.zip,https://naijarom.com/tecno-camon-50-ultra-5g-cn7c,2026-09-22T00:37:51.602251+00:00,
Tecno Camon 50 Ultra 5G CN7C,CN7C,16.2.0.145SP05,OPPJ005PF001PJ,12.37 GB,MT6878,2026-01-01,010126,Tecno_Camon_50_Ultra_5G_CN7C_MT6878_16.2.0.145SP05_OPPJ005PF001PJ_010126_MXML.zip,https://naijarom.com/tecno-camon-50-ultra-5g-cn7c,2026-09-22T00:37:51.602266+00:00,
Tecno Camon 50 Ultra 5G CN7C,CN7C,16.2.0.150SP04,,11.46 GB,MT6878,,,Tecno_Camon_50_Ultra_5G_CN7C_MT6878_16.2.0.150SP04_IN005PF001AZ_MXML.zip,https://naijarom.com/tecno-camon-50-ultra-5g-cn7c,2026-09-22T00:37:51.602336+00:00,
Tecno Camon 50 Ultra 5G CN7C,MT6878,16.1.0.160SP13,,12.35 GB,MT6878,,,Tecno_Camon_50_Ultra_5G_CN7c_MT6878_16.1.0.160SP13_OP007PF001M1_MXML.zip,https://naijarom.com/tecno-camon-50-ultra-5g-cn7c,2026-09-22T00:37:51.602363+00:00,
Tecno Camon 50 Ultra 5G CN7C,CN7C,16.1.0.135SP11,,11.50 GB,MT6878,,,Tecno_Camon_50_Ultra_5G_CN7C_MT6878_16.1.0.135SP11_TR001PF001AZ_MXML.zip,https://naijarom.com/tecno-camon-50-ultra-5g-cn7c,2026-09-22T00:37:51.602386+00:00,
Tecno Camon 50 Ultra 5G CN7C,CN7C,16.2.0.140SP13,,11.41 GB,MT6878,,,Tecno_Camon_50_Ultra_5G_CN7C_MT6878_16.2.0.140SP13_TR007PF001AZ_MXML.zip,https://naijarom.com/tecno-camon-50-ultra-5g-cn7c,2026-09-22T00:37:51.602409+00:00,
Tecno Camon 50 Ultra 5G CN7C,CN7C,16.2.0.145SP12,,12.36 GB,MT6878,,,Tecno_Camon_50_Ultra_5G_CN7C_MT6878_16.2.0.145SP12_OP006PF001AZ_MXML.zip,https://naijarom.com/tecno-camon-50-ultra-5g-cn7c,2026-09-22T00:37:51.602449+00:00,
Tecno Camon 50 Ultra 5G CN7C,CN7C,16.1.0.150SP14,,11.27 GB,MT6878,,,Tecno_Camon_50_Ultra_5G_CN7C_MT6878_16.1.0.150SP14_RU004PF001AZ_MXML.zip,https://naijarom.com/tecno-camon-50-ultra-5g-cn7c,2026-09-22T00:37:51.602507+00:00,
Tecno Camon 50 Ultra 5G CN7C,CN7C,16.2.0.150SP13,,12.30 GB,MT6878,,,Tecno_Camon_50_Ultra_5G_CN7C_MT6878_16.2.0.150SP13_OP006PF001AZ_MXML.zip,https://naijarom.com/tecno-camon-50-ultra-5g-cn7c,2026-09-22T00:37:51.602529+00:00,
Tecno Camon C5,C5,,,,,,,,https://naijarom.com/tecno-camon-c5,2026-09-22T00:37:56.596624+00:00,no firmware versions found on page
Tecno Camon C7,C7,V100,,1 GB,MT6735,,170206,Tecno_Camon_C7_MT6735_V100_170206.zip,https://naijarom.com/tecno-camon-c7,2026-09-22T00:38:01.175544+00:00,
Tecno Camon C8,C8,,,,,,,,https://naijarom.com/tecno-camon-c8,2026-09-22T00:38:07.429072+00:00,no firmware versions found on page
Tecno Camon C9,C9,V100,,1.75 GB,MT6753,,180905,Tecno_Camon_C9_MT6753_V100_180905.zip,https://naijarom.com/tecno-c9,2026-09-22T00:38:13.102678+00:00,
Tecno Camon C9 Plus,C9,,,,,,,,https://naijarom.com/tecno-camon-c9-plus,2026-09-22T00:38:17.017863+00:00,no firmware versions found on page
Tecno Camon C9S,C9S,,,,,,,,https://naijarom.com/tecno-camon-c9s,2026-09-22T00:38:21.211695+00:00,no firmware versions found on page
Tecno Camon CA6,CA6,5.1,,588 MB,MT6580,2018-05-16,20180516,Tecno_Camon_CA6_MT6580_20180516_5.1.zip,https://naijarom.com/tecno-camon-ca6,2026-09-22T00:38:25.784769+00:00,
Tecno Camon CM CA6,CA6,7.0,,2 GB,MT6737T,2018-03-24,20180324,Tecno_Camon_CM_CA6_MT6737T_20180324_7.0.zip,https://naijarom.com/tecno-camon-cm-ca6,2026-09-22T00:38:30.947641+00:00,
Tecno Camon CM CA6S,CA6S,,,,,,,,https://naijarom.com/tecno-camon-cm-ca6s,2026-09-22T00:38:35.974518+00:00,no firmware versions found on page
Tecno Camon CX,MT6755,V123,,1.82 GB,MT6755,,191105,Tecno_Camon_CX_MT6755_V123_191105.zip,https://naijarom.com/tecno-camon-cx,2026-09-22T00:38:41.177462+00:00,
Tecno Camon CX,MT6750,V166,,2 GB,MT6750,,180109,Tecno_Camon_CX_MT6750_V166_180109.zip,https://naijarom.com/tecno-camon-cx,2026-09-22T00:38:41.177492+00:00,
Tecno Camon CX,MT6750,V177,,2 GB,MT6750,,180314,Tecno_Camon_CX_MT6750_V177_180314.zip,https://naijarom.com/tecno-camon-cx,2026-09-22T00:38:41.177511+00:00,
Tecno Camon CX Air,,,,,,,,,https://naijarom.com/tecno-camon-cx-air,2026-09-22T00:38:46.702759+00:00,no firmware versions found on page
Tecno Camon CX H501,H501,7.0,,2 GB,MT6750,2017-04-05,20170405,Tecno_Camon_CX_H501_MT6750_20170405_7.0.zip,https://naijarom.com/tecno-camon-cx-h501,2026-09-22T00:38:51.994510+00:00,
Tecno Camon CXS,,,,,,,,,https://naijarom.com/tecno-camon-cxs,2026-09-22T00:39:00.169648+00:00,no firmware versions found on page
Tecno Camon I,,,,,,,,,https://naijarom.com/tecno-camon-i,2026-09-22T00:39:05.284007+00:00,no firmware versions found on page
Tecno Camon I2 ID5,I2,V142,,1 GB,MT6739,,190103,Tecno_Camon_I2_ID5_MT6739_V142_190103.zip,https://naijarom.com/tecno-camon-i2-id5,2026-09-22T00:39:10.496812+00:00,
Tecno Camon i2 ID5A,ID5A,V106,,2 GB,MT6761,2028-08-18,180828,Tecno_Camon_i2_ID5A_MT6761_V106_180828.zip,https://naijarom.com/tecno-camon-i2-id5a,2026-09-22T00:39:15.231184+00:00,
Tecno Camon i2 ID5A,ID5A,V166,,2 GB,MT6761,,190114,Tecno_Camon_ID5A_MT6761_V166_190114.zip,https://naijarom.com/tecno-camon-i2-id5a,2026-09-22T00:39:15.231233+00:00,
Tecno Camon i2 ID5A,ID5A,V178,,2 GB,MT6761,,190509,Tecno_Camon_ID5A_MT6761_V178_190509.zip,https://naijarom.com/tecno-camon-i2-id5a,2026-09-22T00:39:15.231273+00:00,
Tecno Camon i2 ID5A,MT6761,V182,,2 GB,MT6761,,190613,Tecno_Camon_i2_ID5a_MT6761_V182_190613.zip,https://naijarom.com/tecno-camon-i2-id5a,2026-09-22T00:39:15.231322+00:00,
Tecno Camon i2 ID5A,MT6761,V189,,2 GB,MT6761,,190903,Tecno_Camon_i2_ID5a_MT6761_V189_190903.zip,https://naijarom.com/tecno-camon-i2-id5a,2026-09-22T00:39:15.231362+00:00,
Tecno Camon i2 ID5A,MT6761,V195,,2 GB,MT6761,,191119,Tecno_Camon_i2_ID5a_MT6761_V195_191119.zip,https://naijarom.com/tecno-camon-i2-id5a,2026-09-22T00:39:15.231402+00:00,
Tecno Camon i2 ID5A,ID5A,V212,,2 GB,MT6761,2020-10-09,201009,Tecno_Camon_i2_ID5A_MT6761_V212_201009.zip,https://naijarom.com/tecno-camon-i2-id5a,2026-09-22T00:39:15.231444+00:00,
Tecno Camon i2X,,,,,,,,,https://naijarom.com/tecno-camon-i2x,2026-09-22T00:39:20.443752+00:00,no firmware versions found on page
Tecno Camon i2X ID5b,ID5B,V113,,2 GB,MT6765,2029-09-19,190929,Tecno_Camon_i2X_ID5B_MT6765_V113_190929.zip,https://naijarom.com/tecno-camon-i2x-id5b,2026-09-22T00:39:25.512797+00:00,
Tecno Camon i2X ID5b,ID5B,V118,,1.6 GB,MT6765,2020-10-09,201009,Tecno_Camon_i2X_ID5B_MT6765_V118_201009.zip,https://naijarom.com/tecno-camon-i2x-id5b,2026-09-22T00:39:25.512832+00:00,
Tecno Camon i4 CB7,CB7,V169,,1.53 GB,MT6761,,190308,Tecno_Camon_i4_CB7_MT6761_V169_190308.zip,https://naijarom.com/tecno-camon-i4-cb7,2026-09-22T00:39:31.140884+00:00,
Tecno Camon i4 CB7,CB7,V281,,2 GB,MT6761,2023-09-20,200923,Tecno_Camon_i4_CB7_MT6761_V281_200923.zip,https://naijarom.com/tecno-camon-i4-cb7,2026-09-22T00:39:31.140931+00:00,
Tecno Camon i4 CB7,CB7,V289,,1.7 GB,MT6761,2020-12-16,201216,Tecno_Camon_i4_CB7_MT6761_V289_201216.zip,https://naijarom.com/tecno-camon-i4-cb7,2026-09-22T00:39:31.140960+00:00,
Tecno Camon i4 CB7J,CB7J,V221,,2 GB,MT6765,,190617,Tecno_Camon_i4_CB7J_MT6765_V221_190617.zip,https://naijarom.com/tecno-camon-i4-cb7j,2026-09-22T00:39:38.103627+00:00,
Tecno Camon i4 CB7J,CB7J,V251,,1.8 GB,MT6765,2023-09-20,200923,Tecno_Camon_i4_CB7J_MT6765_V251_200923.zip,https://naijarom.com/tecno-camon-i4-cb7j,2026-09-22T00:39:38.103702+00:00,
Tecno Camon i12 KC3,KC3,V323,,2 GB,MT6765,2020-01-21,210120,Tecno_Camon_i12_KC3_MT6765_V323_210120.zip,https://naijarom.com/tecno-camon-i12-kc3,2026-09-22T00:39:44.573126+00:00,
Tecno Camon i12 KC3,KC3,V329,,2.06 GB,MT6765,2021-06-10,210610,Tecno_Camon_i12_KC3_MT6765_V329_210610.zip,https://naijarom.com/tecno-camon-i12-kc3,2026-09-22T00:39:44.573178+00:00,
Tecno Camon i12 KC3,KC3,V331,,2.06 GB,MT6765,2022-07-21,210722,Tecno_Camon_i12_KC3_MT6765_V331_210722.zip,https://naijarom.com/tecno-camon-i12-kc3,2026-09-22T00:39:44.573201+00:00,
Tecno Camon iAce 2 KB2,KB2,V118,,1 GB,MT6761,,190216,Tecno_Camon_iAce_2_KB2_MT6761_V118_190216.zip,https://naijarom.com/tecno-camon-iace-2-kb2,2026-09-22T00:39:48.957807+00:00,
Tecno Camon iAce 2 KB2,KB2,V146,,1 GB,MT6761,2024-04-19,190424,Tecno_Camon_iAce_2_KB2_MT6761_V146_190424.zip,https://naijarom.com/tecno-camon-iace-2-kb2,2026-09-22T00:39:48.957878+00:00,
Tecno Camon iAce 2 KB2,KB2,V166,,1 GB,MT6761,2028-09-19,190928,Tecno_Camon_iAce_2_KB2_MT6761_V166_190928.zip,https://naijarom.com/tecno-camon-iace-2-kb2,2026-09-22T00:39:48.957945+00:00,
Tecno Camon iAce 2 KB2,KB2,V167,,1 GB,MT6761,2029-09-19,190929,Tecno_Camon_iAce_2_KB2_MT6761_V167_190929.zip,https://naijarom.com/tecno-camon-iace-2-kb2,2026-09-22T00:39:48.957978+00:00,
Tecno Camon iAce 2 KB2,KB2,V170,,1 GB,MT6761,,191119,Tecno_Camon_iAce_2_KB2_MT6761_V170_191119.zip,https://naijarom.com/tecno-camon-iace-2-kb2,2026-09-22T00:39:48.958015+00:00,
Tecno Camon iAce 2 KB2,KB2,V187,,1 GB,MT6761,2020-08-31,200831,Tecno_Camon_iAce_2_KB2_MT6761_V187_200831.zip,https://naijarom.com/tecno-camon-iace-2-kb2,2026-09-22T00:39:48.958046+00:00,
Tecno Camon iAce 2 KB2,KB2,V192,,1.5 GB,MT6761,2020-11-03,201103,Tecno_Camon_iAce_2_KB2_MT6761_V192_201103.zip,https://naijarom.com/tecno-camon-iace-2-kb2,2026-09-22T00:39:48.958074+00:00,
Tecno Camon iAce 2X KB2J,KB2J,V107,,1 GB,MT6761,,190316,Tecno_Camon_iAce_2X_KB2J_MT6761_V107_190316.zip,https://naijarom.com/tecno-camon-iace-2x-kb2j,2026-09-22T00:39:53.503074+00:00,
Tecno Camon iAce 2X KB2J,MT6761,V113,,1 GB,MT6761,2024-04-19,190424,Tecno_Camon_iAce_2X_KB2j_MT6761_V113_190424.zip,https://naijarom.com/tecno-camon-iace-2x-kb2j,2026-09-22T00:39:53.503145+00:00,
Tecno Camon iAce 2X KB2J,KB2J,V127,,1.42 GB,MT6761,2026-07-19,190726,Tecno_Camon_iAce_2X_KB2J_MT6761_V127_190726.zip,https://naijarom.com/tecno-camon-iace-2x-kb2j,2026-09-22T00:39:53.503239+00:00,
Tecno Camon iAce 2X KB2J,MT6761,V137,,1 GB,MT6761,,191119,Tecno_Camon_iAce_2X_KB2j_MT6761_V137_191119.zip,https://naijarom.com/tecno-camon-iace-2x-kb2j,2026-09-22T00:39:53.503276+00:00,
Tecno Camon iAce 2X KB2J,KB2J,V138,,1 GB,MT6761,2030-09-19,190930,Tecno_Camon_iAce_2X_KB2J_MT6761_V138_190930.zip,https://naijarom.com/tecno-camon-iace-2x-kb2j,2026-09-22T00:39:53.503322+00:00,
Tecno Camon iAce 2X KB2J,KB2J,V140,,1.42 GB,MT6761,2023-12-19,191223,Tecno_Camon_iAce_2X_KB2J_MT6761_V140_191223.zip,https://naijarom.com/tecno-camon-iace-2x-kb2j,2026-09-22T00:39:53.503381+00:00,
Tecno Camon iAce 2X KB2J,KB2J,V142,,1.44 GB,MT6761,2028-03-20,200328,Tecno_Camon_iAce_2X_KB2J_MT6761_V142_200328.zip,https://naijarom.com/tecno-camon-iace-2x-kb2j,2026-09-22T00:39:53.503419+00:00,
Tecno Camon iAce 2X KB2J,KB2J,V148,,1.44 GB,MT6761,2030-05-20,200530,Tecno_Camon_iAce_2X_KB2J_MT6761_V148_200530.zip,https://naijarom.com/tecno-camon-iace-2x-kb2j,2026-09-22T00:39:53.503456+00:00,
Tecno Camon iAce 2X KB2J,KB2J,V150,,1.44 GB,MT6761,2024-07-20,200724,Tecno_Camon_iAce_2X_KB2J_MT6761_V150_200724.zip,https://naijarom.com/tecno-camon-iace-2x-kb2j,2026-09-22T00:39:53.503509+00:00,
Tecno Camon iAce 2X KB2J,KB2J,V152,,1.44 GB,MT6761,2020-08-31,200831,Tecno_Camon_iAce_2X_KB2J_MT6761_V152_200831.zip,https://naijarom.com/tecno-camon-iace-2x-kb2j,2026-09-22T00:39:53.503556+00:00,
Tecno Camon iAce 2X KB2J,KB2J,V159,,1.5 GB,MT6761,2020-11-03,201103,Tecno_Camon_iAce_2X_KB2J_MT6761_V159_201103.zip,https://naijarom.com/tecno-camon-iace-2x-kb2j,2026-09-22T00:39:53.503591+00:00,
Tecno Camon iAce IN1,IN1,V149,,1 GB,MT6739,,180606,Tecno_Camon_iAce_IN1_MT6739_V149_180606.zip,https://naijarom.com/tecno-camon-iace-in1,2026-09-22T00:39:57.387569+00:00,
Tecno Camon iAce IN1,IN1,V301,,1.4 GB,MT6739,2020-10-09,201009,Tecno_Camon_iAce_IN1_MT6739_V301_201009.zip,https://naijarom.com/tecno-camon-iace-in1,2026-09-22T00:39:57.387623+00:00,
Tecno Camon iAce IN1 Pro,IN1,V165,,1 GB,MT6739,,180709,Tecno_Camon_iAce_IN1_Pro_MT6739_V165_180709.zip,https://naijarom.com/tecno-camon-iace-in1-pro,2026-09-22T00:40:01.910830+00:00,
Tecno Camon iAce IN1 Pro,IN1,V213,,1.5 GB,MT6739,,181019,Tecno_Camon_iAce_IN1_Pro_MT6739_V213_181019.zip,https://naijarom.com/tecno-camon-iace-in1-pro,2026-09-22T00:40:01.910895+00:00,
Tecno Camon iAce IN1 Pro,IN1,V233,,1.5 GB,MT6739,,181218,Tecno_Camon_iAce_IN1_Pro_MT6739_V233_181218.zip,https://naijarom.com/tecno-camon-iace-in1-pro,2026-09-22T00:40:01.910952+00:00,
Tecno Camon iAce IN1 Pro,IN1,V238,,2 GB,MT6739,,190216,Tecno_Camon_iAce_IN1_Pro_MT6739_V238_190216.zip,https://naijarom.com/tecno-camon-iace-in1-pro,2026-09-22T00:40:01.910999+00:00,
Tecno Camon iAce IN1 Pro,IN1,V240,,1 GB,MT6739,,190417,Tecno_Camon_iAce_IN1_Pro_MT6739_V240_190417.zip,https://naijarom.com/tecno-camon-iace-in1-pro,2026-09-22T00:40:01.911047+00:00,
Tecno Camon iAce IN1 Pro,IN1,V254,,1.43 GB,MT6739,,190813,Tecno_Camon_iAce_IN1_Pro_MT6739_V254_190813.zip,https://naijarom.com/tecno-camon-iace-in1-pro,2026-09-22T00:40:01.911126+00:00,
Tecno Camon iAce IN1 Pro,IN1,V256,,1 GB,MT6739,2027-09-19,190927,Tecno_Camon_iAce_IN1_Pro_MT6739_V256_190927.zip,https://naijarom.com/tecno-camon-iace-in1-pro,2026-09-22T00:40:01.911175+00:00,
Tecno Camon iAce IN1 Pro,IN1,V260,,1.5 GB,MT6739,,191206,Tecno_Camon_iAce_IN1_Pro_MT6739_V260_191206.zip,https://naijarom.com/tecno-camon-iace-in1-pro,2026-09-22T00:40:01.911217+00:00,
Tecno Camon iAce IN1 Pro,IN1,V264,,1.5 GB,MT6739,2030-04-20,200430,Tecno_Camon_iAce_IN1_Pro_MT6739_V264_200430.zip,https://naijarom.com/tecno-camon-iace-in1-pro,2026-09-22T00:40:01.911264+00:00,
Tecno Camon iAce IN1 Pro,IN1,V270,,1.4 GB,MT6739,2020-10-10,201010,Tecno_Camon_iAce_IN1_Pro_MT6739_V270_201010.zip,https://naijarom.com/tecno-camon-iace-in1-pro,2026-09-22T00:40:01.911285+00:00,
Tecno Camon iAir 2 Plus ID3K,ID3K,V131,,1 GB,MT6761,,181108,Tecno_Camon_iAir_2_Plus_ID3K_MT6761_V131_181108.zip,https://naijarom.com/tecno-camon-iair-2-plus-id3k,2026-09-22T00:40:07.238490+00:00,
Tecno Camon iAir 2 Plus ID3K,ID3K,V146,,1 GB,MT6761,,190114,Tecno_Camon_iAir_2_Plus_ID3K_MT6761_V146_190114.zip,https://naijarom.com/tecno-camon-iair-2-plus-id3k,2026-09-22T00:40:07.238520+00:00,
Tecno Camon iAir 2 Plus ID3K,ID3K,V159,,1.4 GB,MT6761,,190313,Tecno_Camon_iAir_2_Plus_ID3K_MT6761_V159_190313.zip,https://naijarom.com/tecno-camon-iair-2-plus-id3k,2026-09-22T00:40:07.238538+00:00,
Tecno Camon iAir 2 Plus ID3K,ID3K,V162,,1 GB,MT6761,2028-04-19,190428,Tecno_Camon_iAir_2_Plus_ID3K_MT6761_V162_190428.zip,https://naijarom.com/tecno-camon-iair-2-plus-id3k,2026-09-22T00:40:07.238562+00:00,
Tecno Camon iAir 2 Plus ID3K,MT6761,V169,,1 GB,MT6761,,190613,Tecno_Camon_I_Air_2_Plus_ID3k_MT6761_V169_190613.zip,https://naijarom.com/tecno-camon-iair-2-plus-id3k,2026-09-22T00:40:07.238581+00:00,
Tecno Camon iAir 2 Plus ID3K,ID3K,V174,,1.37 GB,MT6761,2025-07-19,190725,Tecno_Camon_iAir_2_Plus_ID3K_MT6761_V174_190725.zip,https://naijarom.com/tecno-camon-iair-2-plus-id3k,2026-09-22T00:40:07.238599+00:00,
Tecno Camon iAir 2 Plus ID3K,ID3K,V177,,1.37 GB,MT6761,2028-09-19,190928,Tecno_Camon_iAir_2_Plus_ID3K_MT6761_V177_190928.zip,https://naijarom.com/tecno-camon-iair-2-plus-id3k,2026-09-22T00:40:07.238617+00:00,
Tecno Camon iAir 2 Plus ID3K,ID3K,V178,,1.37 GB,MT6761,2029-09-19,190929,Tecno_Camon_iAir_2_Plus_ID3K_MT6761_V178_190929.zip,https://naijarom.com/tecno-camon-iair-2-plus-id3k,2026-09-22T00:40:07.238634+00:00,
Tecno Camon iAir 2 Plus ID3K,ID3K,V186,,1.37 GB,MT6761,2023-12-19,191223,Tecno_Camon_iAir_2_Plus_ID3K_MT6761_V186_191223.zip,https://naijarom.com/tecno-camon-iair-2-plus-id3k,2026-09-22T00:40:07.238651+00:00,
Tecno Camon iAir 2 Plus ID3K,ID3K,V181,,1 GB,MT6761,,191115,Tecno_Camon_iAir_2_Plus_ID3K_MT6761_V181_191115.zip,https://naijarom.com/tecno-camon-iair-2-plus-id3k,2026-09-22T00:40:07.238667+00:00,
Tecno Camon iAir 2 Plus ID3K,ID3K,V188,,1 GB,MT6761,2028-03-20,200328,Tecno_Camon_iAir_2_Plus_ID3K_MT6761_V188_200328.zip,https://naijarom.com/tecno-camon-iair-2-plus-id3k,2026-09-22T00:40:07.238684+00:00,
Tecno Camon iAir 2 Plus ID3K,ID3K,V192,,1.37 GB,MT6761,2030-05-20,200530,Tecno_Camon_iAir_2_Plus_ID3K_MT6761_V192_200530.zip,https://naijarom.com/tecno-camon-iair-2-plus-id3k,2026-09-22T00:40:07.238701+00:00,
Tecno Camon iAir 2 Plus ID3K,ID3K,V194,,1.37 GB,MT6761,2023-07-20,200723,Tecno_Camon_iAir_2_Plus_ID3K_MT6761_V194_200723.zip,https://naijarom.com/tecno-camon-iair-2-plus-id3k,2026-09-22T00:40:07.238718+00:00,
