model,csc,build,spl,fetched_at
SM-G985F,SEE,G985FXXSIHWF6,2023-07-01,2026-09-11T15:10:21Z
SM-G985F,TUR,G985FXXSIHWF6,2023-07-01,2026-09-11T15:09:59Z
SM-G985F,XSA,G985FXXSIHWF6,2023-07-01,2026-09-11T15:10:24Z
SM-G985F,XSG,G985FXXSIHWF6,2023-07-01,2026-09-11T15:10:02Z
SM-G985F,AFG,G985FXXSIHWGA,2023-08-01,2026-09-11T15:10:05Z
SM-G985F,BTU,G985FXXSIHWGA,2023-08-01,2026-09-11T15:10:27Z
SM-G985F,EGY,G985FXXSIHWGA,2023-08-01,2026-09-11T15:09:56Z
SM-G985F,ILO,G985FXXSIHWGA,2023-08-01,2026-09-11T15:09:50Z
SM-G985F,MID,G985FXXSIHWGA,2023-08-01,2026-09-11T15:09:53Z
SM-G985F,SEE,G985FXXSIHWGA,2023-08-01,2026-09-11T15:10:21Z
SM-G985F,TUR,G985FXXSIHWGA,2023-08-01,2026-09-11T15:09:59Z
SM-G985F,XSA,G985FXXSIHWGA,2023-08-01,2026-09-11T15:10:24Z
SM-G985F,XSG,G985FXXSIHWGA,2023-08-01,2026-09-11T15:10:02Z
SM-G985F,AFG,G985FXXSIHWHI,2023-09-01,2026-09-11T15:10:05Z
SM-G985F,BTU,G985FXXSIHWHI,2023-09-01,2026-09-11T15:10:27Z
SM-G985F,EGY,G985FXXSIHWHI,2023-09-01,2026-09-11T15:09:56Z
SM-G985F,ILO,G985FXXSIHWHI,2023-09-01,2026-09-11T15:09:50Z
SM-G985F,MID,G985FXXSIHWHI,2023-09-01,2026-09-11T15:09:53Z
SM-G985F,SEE,G985FXXSIHWHI,2023-09-01,2026-09-11T15:10:21Z
SM-G985F,TUR,G985FXXSIHWHI,2023-09-01,2026-09-11T15:09:59Z
SM-G985F,XSA,G985FXXSIHWHI,2023-09-01,2026-09-11T15:10:24Z
SM-G985F,XSG,G985FXXSIHWHI,2023-09-01,2026-09-11T15:10:02Z
SM-G985F,AFG,G985FXXSIHWI7,2023-10-01,2026-09-11T15:10:05Z
SM-G985F,BTU,G985FXXSIHWI7,2023-10-01,2026-09-11T15:10:27Z
SM-G985F,EGY,G985FXXSIHWI7,2023-10-01,2026-09-11T15:09:56Z
SM-G985F,ILO,G985FXXSIHWI7,2023-10-01,2026-09-11T15:09:50Z
SM-G985F,MID,G985FXXSIHWI7,2023-10-01,2026-09-11T15:09:53Z
SM-G985F,SEE,G985FXXSIHWI7,2023-10-01,2026-09-11T15:10:21Z
SM-G985F,TUR,G985FXXSIHWI7,2023-10-01,2026-09-11T15:09:59Z
SM-G985F,XSA,G985FXXSIHWI7,2023-10-01,2026-09-11T15:10:24Z
SM-G985F,XSG,G985FXXSIHWI7,2023-10-01,2026-09-11T15:10:02Z
SM-G985F,AFG,G985FXXSIHWJD,2023-11-01,2026-09-11T15:10:05Z
SM-G985F,BTU,G985FXXSIHWJD,2023-11-01,2026-09-11T15:10:27Z
SM-G985F,EGY,G985FXXSIHWJD,2023-11-01,2026-09-11T15:09:56Z
SM-G985F,ILO,G985FXXSIHWJD,2023-11-01,2026-09-11T15:09:50Z
SM-G985F,MID,G985FXXSIHWJD,2023-11-01,2026-09-11T15:09:53Z
SM-G985F,SEE,G985FXXSIHWJD,2023-11-01,2026-09-11T15:10:21Z
SM-G985F,TUR,G985FXXSIHWJD,2023-11-01,2026-09-11T15:09:59Z
SM-G985F,XSA,G985FXXSIHWJD,2023-11-01,2026-09-11T15:10:24Z
SM-G985F,XSG,G985FXXSIHWJD,2023-11-01,2026-09-11T15:10:02Z
SM-G985F,AFG,G985FXXSIHWKD,2023-12-01,2026-09-11T15:10:05Z
SM-G985F,BTU,G985FXXSIHWKD,2023-12-01,2026-09-11T15:10:27Z
SM-G985F,EGY,G985FXXSIHWKD,2023-12-01,2026-09-11T15:09:56Z
SM-G985F,ILO,G985FXXSIHWKD,2023-12-01,2026-09-11T15:09:50Z
SM-G985F,MID,G985FXXSIHWKD,2023-12-01,2026-09-11T15:09:53Z
SM-G985F,SEE,G985FXXSIHWKD,2023-12-01,2026-09-11T15:10:21Z
SM-G985F,TUR,G985FXXSIHWKD,2023-12-01,2026-09-11T15:09:59Z
SM-G985F,XSA,G985FXXSIHWKD,2023-12-01,2026-09-11T15:10:24Z
SM-G985F,XSG,G985FXXSIHWKD,2023-12-01,2026-09-11T15:10:02Z
SM-G985F,AFG,G985FXXSIHWL1,2024-01-01,2026-09-11T15:10:05Z
SM-G985F,BTU,G985FXXSIHWL1,2024-01-01,2026-09-11T15:10:27Z
SM-G985F,EGY,G985FXXSIHWL1,2024-01-01,2026-09-11T15:09:56Z
SM-G985F,ILO,G985FXXSIHWL1,2024-01-01,2026-09-11T15:09:50Z
SM-G985F,MID,G985FXXSIHWL1,2024-01-01,2026-09-11T15:09:53Z
SM-G985F,SEE,G985FXXSIHWL1,2024-01-01,2026-09-11T15:10:21Z
SM-G985F,TUR,G985FXXSIHWL1,2024-01-01,2026-09-11T15:09:59Z
SM-G985F,XSA,G985FXXSIHWL1,2024-01-01,2026-09-11T15:10:24Z
SM-G985F,XSG,G985FXXSIHWL1,2024-01-01,2026-09-11T15:10:02Z
SM-G985F,AFG,G985FXXSJHXA1,2024-02-01,2026-09-11T15:10:05Z
SM-G985F,BTU,G985FXXSJHXA1,2024-02-01,2026-09-11T15:10:27Z
SM-G985F,EGY,G985FXXSJHXA1,2024-02-01,2026-09-11T15:09:56Z
SM-G985F,ILO,G985FXXSJHXA1,2024-02-01,2026-09-11T15:09:50Z
SM-G985F,MID,G985FXXSJHXA1,2024-02-01,2026-09-11T15:09:53Z
SM-G985F,SEE,G985FXXSJHXA1,2024-02-01,2026-09-11T15:10:21Z
SM-G985F,TUR,G985FXXSJHXA1,2024-02-01,2026-09-11T15:09:59Z
SM-G985F,XSA,G985FXXSJHXA1,2024-02-01,2026-09-11T15:10:24Z
SM-G985F,XSG,G985FXXSJHXA1,2024-02-01,2026-09-11T15:10:02Z
SM-G985F,AFG,G985FXXSJHXC1,2024-03-01,2026-09-11T15:10:05Z
SM-G985F,BTU,G985FXXSJHXC1,2024-03-01,2026-09-11T15:10:27Z
SM-G985F,EGY,G985FXXSJHXC1,2024-03-01,2026-09-11T15:09:56Z
SM-G985F,ILO,G985FXXSJHXC1,2024-03-01,2026-09-11T15:09:50Z
SM-G985F,MID,G985FXXSJHXC1,2024-03-01,2026-09-11T15:09:53Z
SM-G985F,SEE,G985FXXSJHXC1,2024-03-01,2026-09-11T15:10:21Z
SM-G985F,TUR,G985FXXSJHXC1,2024-03-01,2026-09-11T15:09:59Z
SM-G985F,XSA,G985FXXSJHXC1,2024-03-01,2026-09-11T15:10:24Z
SM-G985F,XSG,G985FXXSJHXC1,2024-03-01,2026-09-11T15:10:02Z
SM-G985F,AFG,G985FXXSKHXEA,2024-05-01,2026-09-11T15:10:05Z
SM-G985F,BTU,G985FXXSKHXEA,2024-05-01,2026-09-11T15:10:27Z
SM-G985F,EGY,G985FXXSKHXEA,2024-05-01,2026-09-11T15:09:56Z
SM-G985F,ILO,G985FXXSKHXEA,2024-05-01,2026-09-11T15:09:50Z
SM-G985F,MID,G985FXXSKHXEA,2024-05-01,2026-09-11T15:09:53Z
SM-G985F,SEE,G985FXXSKHXEA,2024-05-01,2026-09-11T15:10:21Z
SM-G985F,TUR,G985FXXSKHXEA,2024-05-01,2026-09-11T15:09:59Z
SM-G985F,XSA,G985FXXSKHXEA,2024-05-01,2026-09-11T15:10:24Z
SM-G985F,XSG,G985FXXSKHXEA,2024-05-01,2026-09-11T15:10:02Z
SM-G985F,AFG,G985FXXSLHXG1,2024-08-01,2026-09-11T15:10:05Z
SM-G985F,BTU,G985FXXSLHXG1,2024-08-01,2026-09-11T15:10:27Z
SM-G985F,EGY,G985FXXSLHXG1,2024-08-01,2026-09-11T15:09:56Z
SM-G985F,ILO,G985FXXSLHXG1,2024-08-01,2026-09-11T15:09:50Z
SM-G985F,MID,G985FXXSLHXG1,2024-08-01,2026-09-11T15:09:53Z
SM-G985F,SEE,G985FXXSLHXG1,2024-08-01,2026-09-11T15:10:21Z
SM-G985F,TUR,G985FXXSLHXG1,2024-08-01,2026-09-11T15:09:59Z
SM-G985F,XSA,G985FXXSLHXG1,2024-08-01,2026-09-11T15:10:24Z
SM-G985F,XSG,G985FXXSLHXG1,2024-08-01,2026-09-11T15:10:02Z
SM-G985F,AFG,G985FXXSMHXJ2,2024-10-01,2026-09-11T15:10:05Z
SM-G985F,BTU,G985FXXSMHXJ2,2024-10-01,2026-09-11T15:10:27Z
SM-G985F,EGY,G985FXXSMHXJ2,2024-10-01,2026-09-11T15:09:56Z
SM-G985F,ILO,G985FXXSMHXJ2,2024-10-01,2026-09-11T15:09:50Z
SM-G985F,MID,G985FXXSMHXJ2,2024-10-01,2026-09-11T15:09:53Z
SM-G985F,SEE,G985FXXSMHXJ2,2024-10-01,2026-09-11T15:10:21Z
SM-G985F,TUR,G985FXXSMHXJ2,2024-10-01,2026-09-11T15:09:59Z
SM-G985F,XSA,G985FXXSMHXJ2,2024-10-01,2026-09-11T15:10:24Z
SM-G985F,XSG,G985FXXSMHXJ2,2024-10-01,2026-09-11T15:10:02Z
SM-G985F,AFG,G985FXXSMHXK1,2024-10-01,2026-09-11T15:10:05Z
SM-G985F,BTU,G985FXXSMHXK1,2024-10-01,2026-09-11T15:10:27Z
SM-G985F,EGY,G985FXXSMHXK1,2024-10-01,2026-09-11T15:09:56Z
SM-G985F,ILO,G985FXXSMHXK1,2024-10-01,2026-09-11T15:09:50Z
SM-G985F,MID,G985FXXSMHXK1,2024-10-01,2026-09-11T15:09:53Z
SM-G985F,SEE,G985FXXSMHXK1,2024-10-01,2026-09-11T15:10:21Z
SM-G985F,TUR,G985FXXSMHXK1,2024-10-01,2026-09-11T15:09:59Z
SM-G985F,XSA,G985FXXSMHXK1,2024-10-01,2026-09-11T15:10:24Z
SM-G985F,XSG,G985FXXSMHXK1,2024-10-01,2026-09-11T15:10:02Z
SM-G985F,AFG,G985FXXSNHXL1,2025-01-01,2026-09-11T15:10:05Z
SM-G985F,BTU,G985FXXSNHXL1,2025-01-01,2026-09-11T15:10:27Z
SM-G985F,EGY,G985FXXSNHXL1,2025-01-01,2026-09-11T15:09:56Z
SM-G985F,ILO,G985FXXSNHXL1,2025-01-01,2026-09-11T15:09:50Z
SM-G985F,MID,G985FXXSNHXL1,2025-01-01,2026-09-11T15:09:53Z
SM-G985F,SEE,G985FXXSNHXL1,2025-01-01,2026-09-11T15:10:21Z
SM-G985F,TUR,G985FXXSNHXL1,2025-01-01,2026-09-11T15:09:59Z
SM-G985F,XSA,G985FXXSNHXL1,2025-01-01,2026-09-11T15:10:24Z
SM-G985F,XSG,G985FXXSNHXL1,2025-01-01,2026-09-11T15:10:02Z
SM-G985F,AFG,G985FXXSNHYB1,2025-03-01,2026-09-11T15:10:05Z
SM-G985F,BTU,G985FXXSNHYB1,2025-03-01,2026-09-11T15:10:27Z
SM-G985F,EGY,G985FXXSNHYB1,2025-03-01,2026-09-11T15:09:56Z
SM-G985F,ILO,G985FXXSNHYB1,2025-03-01,2026-09-11T15:09:50Z
SM-G985F,MID,G985FXXSNHYB1,2025-03-01,2026-09-11T15:09:53Z
SM-G985F,SEE,G985FXXSNHYB1,2025-03-01,2026-09-11T15:10:21Z
SM-G985F,TUR,G985FXXSNHYB1,2025-03-01,2026-09-11T15:09:59Z
SM-G985F,XSA,G985FXXSNHYB1,2025-03-01,2026-09-11T15:10:24Z
SM-G985F,XSG,G985FXXSNHYB1,2025-03-01,2026-09-11T15:10:02Z
SM-G985F,XSA,G985FXXU1ATBK,2020-03-01,2026-09-11T15:10:24Z
SM-G985F,AFG,G985FXXU1ATBM,2020-03-01,2026-09-11T15:10:05Z
SM-G985F,BTU,G985FXXU1ATBM,2020-03-01,2026-09-11T15:10:27Z
SM-G985F,EGY,G985FXXU1ATBM,2020-03-01,2026-09-11T15:09:56Z
SM-G985F,ILO,G985FXXU1ATBM,2020-03-01,2026-09-11T15:09:50Z
SM-G985F,MID,G985FXXU1ATBM,2020-03-01,2026-09-11T15:09:53Z
SM-G985F,SEE,G985FXXU1ATBM,2020-03-01,2026-09-11T15:10:21Z
SM-G985F,TUR,G985FXXU1ATBM,2020-03-01,2026-09-11T15:09:59Z
SM-G985F,XSG,G985FXXU1ATBM,2020-03-01,2026-09-11T15:10:02Z
SM-G985F,AFG,G985FXXU1ATCH,2020-03-01,2026-09-11T15:10:05Z
SM-G985F,BTU,G985FXXU1ATCH,2020-03-01,2026-09-11T15:10:27Z
SM-G985F,EGY,G985FXXU1ATCH,2020-03-01,2026-09-11T15:09:56Z
SM-G985F,ILO,G985FXXU1ATCH,2020-03-01,2026-09-11T15:09:50Z
SM-G985F,MID,G985FXXU1ATCH,2020-03-01,2026-09-11T15:09:53Z
SM-G985F,SEE,G985FXXU1ATCH,2020-03-01,2026-09-11T15:10:21Z
SM-G985F,TUR,G985FXXU1ATCH,2020-03-01,2026-09-11T15:09:59Z
SM-G985F,XSA,G985FXXU1ATCH,2020-03-01,2026-09-11T15:10:24Z
SM-G985F,XSG,G985FXXU1ATCH,2020-03-01,2026-09-11T15:10:02Z
SM-G985F,AFG,G985FXXU1ATCT,2020-04-01,2026-09-11T15:10:05Z
SM-G985F,BTU,G985FXXU1ATCT,2020-04-01,2026-09-11T15:10:27Z
SM-G985F,EGY,G985FXXU1ATCT,2020-04-01,2026-09-11T15:09:56Z
SM-G985F,ILO,G985FXXU1ATCT,2020-04-01,2026-09-11T15:09:50Z
SM-G985F,MID,G985FXXU1ATCT,2020-04-01,2026-09-11T15:09:53Z
SM-G985F,SEE,G985FXXU1ATCT,2020-04-01,2026-09-11T15:10:21Z
SM-G985F,TUR,G985FXXU1ATCT,2020-04-01,2026-09-11T15:09:59Z
SM-G985F,XSA,G985FXXU1ATCT,2020-04-01,2026-09-11T15:10:24Z
SM-G985F,XSG,G985FXXU1ATCT,2020-04-01,2026-09-11T15:10:02Z
SM-G985F,AFG,G985FXXU1ATD3,2020-04-01,2026-09-11T15:10:05Z
SM-G985F,BTU,G985FXXU1ATD3,2020-04-01,2026-09-11T15:10:27Z
SM-G985F,EGY,G985FXXU1ATD3,2020-04-01,2026-09-11T15:09:56Z
SM-G985F,ILO,G985FXXU1ATD3,2020-04-01,2026-09-11T15:09:50Z
SM-G985F,MID,G985FXXU1ATD3,2020-04-01,2026-09-11T15:09:53Z
SM-G985F,SEE,G985FXXU1ATD3,2020-04-01,2026-09-11T15:10:21Z
SM-G985F,TUR,G985FXXU1ATD3,2020-04-01,2026-09-11T15:09:59Z
SM-G985F,XSA,G985FXXU1ATD3,2020-04-01,2026-09-11T15:10:24Z
SM-G985F,XSG,G985FXXU1ATD3,2020-04-01,2026-09-11T15:10:02Z
SM-G985F,AFG,G985FXXU2ATE6,2020-05-01,2026-09-11T15:10:05Z
SM-G985F,BTU,G985FXXU2ATE6,2020-05-01,2026-09-11T15:10:27Z
SM-G985F,EGY,G985FXXU2ATE6,2020-05-01,2026-09-11T15:09:56Z
SM-G985F,ILO,G985FXXU2ATE6,2020-05-01,2026-09-11T15:09:50Z
SM-G985F,MID,G985FXXU2ATE6,2020-05-01,2026-09-11T15:09:53Z
SM-G985F,SEE,G985FXXU2ATE6,2020-05-01,2026-09-11T15:10:21Z
SM-G985F,TUR,G985FXXU2ATE6,2020-05-01,2026-09-11T15:09:59Z
SM-G985F,XSA,G985FXXU2ATE6,2020-05-01,2026-09-11T15:10:24Z
SM-G985F,XSG,G985FXXU2ATE6,2020-05-01,2026-09-11T15:10:02Z
SM-G985F,AFG,G985FXXU3ATFG,2020-07-01,2026-09-11T15:10:05Z
SM-G985F,BTU,G985FXXU3ATFG,2020-07-01,2026-09-11T15:10:27Z
SM-G985F,EGY,G985FXXU3ATFG,2020-07-01,2026-09-11T15:09:56Z
SM-G985F,ILO,G985FXXU3ATFG,2020-07-01,2026-09-11T15:09:50Z
SM-G985F,MID,G985FXXU3ATFG,2020-07-01,2026-09-11T15:09:53Z
SM-G985F,SEE,G985FXXU3ATFG,2020-07-01,2026-09-11T15:10:21Z
SM-G985F,TUR,G985FXXU3ATFG,2020-07-01,2026-09-11T15:09:59Z
SM-G985F,XSA,G985FXXU3ATFG,2020-07-01,2026-09-11T15:10:24Z
SM-G985F,XSG,G985FXXU3ATFG,2020-07-01,2026-09-11T15:10:02Z
SM-G985F,AFG,G985FXXU3ATG4,2020-07-01,2026-09-11T15:10:05Z
SM-G985F,BTU,G985FXXU3ATG4,2020-07-01,2026-09-11T15:10:27Z
SM-G985F,EGY,G985FXXU3ATG4,2020-07-01,2026-09-11T15:09:56Z
SM-G985F,ILO,G985FXXU3ATG4,2020-07-01,2026-09-11T15:09:50Z
SM-G985F,MID,G985FXXU3ATG4,2020-07-01,2026-09-11T15:09:53Z
SM-G985F,SEE,G985FXXU3ATG4,2020-07-01,2026-09-11T15:10:21Z
SM-G985F,TUR,G985FXXU3ATG4,2020-07-01,2026-09-11T15:09:59Z
SM-G985F,XSA,G985FXXU3ATG4,2020-07-01,2026-09-11T15:10:24Z
SM-G985F,XSG,G985FXXU3ATG4,2020-07-01,2026-09-11T15:10:02Z
SM-G985F,AFG,G985FXXU4BTH5,2020-08-01,2026-09-11T15:10:05Z
SM-G985F,BTU,G985FXXU4BTH5,2020-08-01,2026-09-11T15:10:27Z
SM-G985F,EGY,G985FXXU4BTH5,2020-08-01,2026-09-11T15:09:56Z
SM-G985F,ILO,G985FXXU4BTH5,2020-08-01,2026-09-11T15:09:50Z
SM-G985F,MID,G985FXXU4BTH5,2020-08-01,2026-09-11T15:09:53Z
SM-G985F,SEE,G985FXXU4BTH5,2020-08-01,2026-09-11T15:10:21Z
SM-G985F,TUR,G985FXXU4BTH5,2020-08-01,2026-09-11T15:09:59Z
SM-G985F,XSA,G985FXXU4BTH5,2020-08-01,2026-09-11T15:10:24Z
SM-G985F,XSG,G985FXXU4BTH5,2020-08-01,2026-09-11T15:10:02Z
SM-G985F,AFG,G985FXXU4BTIB,2020-09-01,2026-09-11T15:10:05Z
SM-G985F,BTU,G985FXXU4BTIB,2020-09-01,2026-09-11T15:10:27Z
SM-G985F,EGY,G985FXXU4BTIB,2020-09-01,2026-09-11T15:09:56Z
SM-G985F,ILO,G985FXXU4BTIB,2020-09-01,2026-09-11T15:09:50Z
SM-G985F,MID,G985FXXU4BTIB,2020-09-01,2026-09-11T15:09:53Z
SM-G985F,TUR,G985FXXU4BTIB,2020-09-01,2026-09-11T15:09:59Z
SM-G985F,XSA,G985FXXU4BTIB,2020-09-01,2026-09-11T15:10:24Z
SM-G985F,XSG,G985FXXU4BTIB,2020-09-01,2026-09-11T15:10:02Z
SM-G985F,AFG,G985FXXU5BTJ3,2020-10-01,2026-09-11T15:10:05Z
SM-G985F,BTU,G985FXXU5BTJ3,2020-10-01,2026-09-11T15:10:27Z
SM-G985F,EGY,G985FXXU5BTJ3,2020-10-01,2026-09-11T15:09:56Z
SM-G985F,ILO,G985FXXU5BTJ3,2020-10-01,2026-09-11T15:09:50Z
SM-G985F,MID,G985FXXU5BTJ3,2020-10-01,2026-09-11T15:09:53Z
SM-G985F,SEE,G985FXXU5BTJ3,2020-10-01,2026-09-11T15:10:21Z
SM-G985F,TUR,G985FXXU5BTJ3,2020-10-01,2026-09-11T15:09:59Z
SM-G985F,XSA,G985FXXU5BTJ3,2020-10-01,2026-09-11T15:10:24Z
SM-G985F,XSG,G985FXXU5BTJ3,2020-10-01,2026-09-11T15:10:02Z
SM-G985F,AFG,G985FXXU5CTKG,2020-12-01,2026-09-11T15:10:05Z
SM-G985F,BTU,G985FXXU5CTKG,2020-12-01,2026-09-11T15:10:27Z
SM-G985F,EGY,G985FXXU5CTKG,2020-12-01,2026-09-11T15:09:56Z
SM-G985F,ILO,G985FXXU5CTKG,2020-12-01,2026-09-11T15:09:50Z
SM-G985F,MID,G985FXXU5CTKG,2020-12-01,2026-09-11T15:09:53Z
SM-G985F,SEE,G985FXXU5CTKG,2020-12-01,2026-09-11T15:10:21Z
SM-G985F,TUR,G985FXXU5CTKG,2020-12-01,2026-09-11T15:09:59Z
SM-G985F,XSA,G985FXXU5CTKG,2020-12-01,2026-09-11T15:10:24Z
SM-G985F,XSG,G985FXXU5CTKG,2020-12-01,2026-09-11T15:10:02Z
SM-G985F,AFG,G985FXXU5CUA3,2021-01-01,2026-09-11T15:10:05Z
SM-G985F,EGY,G985FXXU5CUA3,2021-01-01,2026-09-11T15:09:56Z
SM-G985F,ILO,G985FXXU5CUA3,2021-01-01,2026-09-11T15:09:50Z
SM-G985F,MID,G985FXXU5CUA3,2021-01-01,2026-09-11T15:09:53Z
SM-G985F,SEE,G985FXXU5CUA3,2021-01-01,2026-09-11T15:10:21Z
SM-G985F,TUR,G985FXXU5CUA3,2021-01-01,2026-09-11T15:09:59Z
SM-G985F,XSA,G985FXXU5CUA3,2021-01-01,2026-09-11T15:10:24Z
SM-G985F,AFG,G985FXXU6DUB5,2021-02-01,2026-09-11T15:10:05Z
SM-G985F,BTU,G985FXXU6DUB5,2021-02-01,2026-09-11T15:10:27Z
SM-G985F,EGY,G985FXXU6DUB5,2021-02-01,2026-09-11T15:09:56Z
SM-G985F,ILO,G985FXXU6DUB5,2021-02-01,2026-09-11T15:09:50Z
SM-G985F,MID,G985FXXU6DUB5,2021-02-01,2026-09-11T15:09:53Z
SM-G985F,SEE,G985FXXU6DUB5,2021-02-01,2026-09-11T15:10:21Z
SM-G985F,TUR,G985FXXU6DUB5,2021-02-01,2026-09-11T15:09:59Z
SM-G985F,XSA,G985FXXU6DUB5,2021-02-01,2026-09-11T15:10:24Z
SM-G985F,XSG,G985FXXU6DUB5,2021-02-01,2026-09-11T15:10:02Z
SM-G985F,AFG,G985FXXU7DUC7,2021-03-01,2026-09-11T15:10:05Z
SM-G985F,BTU,G985FXXU7DUC7,2021-03-01,2026-09-11T15:10:27Z
SM-G985F,EGY,G985FXXU7DUC7,2021-03-01,2026-09-11T15:09:56Z
SM-G985F,ILO,G985FXXU7DUC7,2021-03-01,2026-09-11T15:09:50Z
SM-G985F,MID,G985FXXU7DUC7,2021-03-01,2026-09-11T15:09:53Z
SM-G985F,SEE,G985FXXU7DUC7,2021-03-01,2026-09-11T15:10:21Z
SM-G985F,TUR,G985FXXU7DUC7,2021-03-01,2026-09-11T15:09:59Z
SM-G985F,XSA,G985FXXU7DUC7,2021-03-01,2026-09-11T15:10:24Z
SM-G985F,XSG,G985FXXU7DUC7,2021-03-01,2026-09-11T15:10:02Z
SM-G985F,AFG,G985FXXU7DUE1,2021-05-01,2026-09-11T15:10:05Z
SM-G985F,BTU,G985FXXU7DUE1,2021-05-01,2026-09-11T15:10:27Z
SM-G985F,EGY,G985FXXU7DUE1,2021-05-01,2026-09-11T15:09:56Z
SM-G985F,ILO,G985FXXU7DUE1,2021-05-01,2026-09-11T15:09:50Z
SM-G985F,MID,G985FXXU7DUE1,2021-05-01,2026-09-11T15:09:53Z
SM-G985F,SEE,G985FXXU7DUE1,2021-05-01,2026-09-11T15:10:21Z
SM-G985F,TUR,G985FXXU7DUE1,2021-05-01,2026-09-11T15:09:59Z
SM-G985F,XSA,G985FXXU7DUE1,2021-05-01,2026-09-11T15:10:24Z
SM-G985F,XSG,G985FXXU7DUE1,2021-05-01,2026-09-11T15:10:02Z
SM-G985F,AFG,G985FXXU8DUF9,2021-07-01,2026-09-11T15:10:05Z
SM-G985F,BTU,G985FXXU8DUF9,2021-07-01,2026-09-11T15:10:27Z
SM-G985F,EGY,G985FXXU8DUF9,2021-07-01,2026-09-11T15:09:56Z
SM-G985F,ILO,G985FXXU8DUF9,2021-07-01,2026-09-11T15:09:50Z
SM-G985F,MID,G985FXXU8DUF9,2021-07-01,2026-09-11T15:09:53Z
SM-G985F,SEE,G985FXXU8DUF9,2021-07-01,2026-09-11T15:10:21Z
SM-G985F,TUR,G985FXXU8DUF9,2021-07-01,2026-09-11T15:09:59Z
SM-G985F,XSA,G985FXXU8DUF9,2021-07-01,2026-09-11T15:10:24Z
SM-G985F,XSG,G985FXXU8DUF9,2021-07-01,2026-09-11T15:10:02Z
SM-G985F,AFG,G985FXXU9DUH2,2021-08-01,2026-09-11T15:10:05Z
SM-G985F,BTU,G985FXXU9DUH2,2021-08-01,2026-09-11T15:10:27Z
SM-G985F,EGY,G985FXXU9DUH2,2021-08-01,2026-09-11T15:09:56Z
SM-G985F,ILO,G985FXXU9DUH2,2021-08-01,2026-09-11T15:09:50Z
SM-G985F,MID,G985FXXU9DUH2,2021-08-01,2026-09-11T15:09:53Z
SM-G985F,SEE,G985FXXU9DUH2,2021-08-01,2026-09-11T15:10:21Z
SM-G985F,TUR,G985FXXU9DUH2,2021-08-01,2026-09-11T15:09:59Z
SM-G985F,XSA,G985FXXU9DUH2,2021-08-01,2026-09-11T15:10:24Z
SM-G985F,XSG,G985FXXU9DUH2,2021-08-01,2026-09-11T15:10:02Z
SM-G985F,AFG,G985FXXUBDUI5,2021-10-01,2026-09-11T15:10:05Z
SM-G985F,BTU,G985FXXUBDUI5,2021-10-01,2026-09-11T15:10:27Z
SM-G985F,EGY,G985FXXUBDUI5,2021-10-01,2026-09-11T15:09:56Z
SM-G985F,ILO,G985FXXUBDUI5,2021-10-01,2026-09-11T15:09:50Z
SM-G985F,MID,G985FXXUBDUI5,2021-10-01,2026-09-11T15:09:53Z
SM-G985F,SEE,G985FXXUBDUI5,2021-10-01,2026-09-11T15:10:21Z
SM-G985F,TUR,G985FXXUBDUI5,2021-10-01,2026-09-11T15:09:59Z
SM-G985F,XSA,G985FXXUBDUI5,2021-10-01,2026-09-11T15:10:24Z
SM-G985F,XSG,G985FXXUBDUI5,2021-10-01,2026-09-11T15:10:02Z
SM-G985F,BTU,G985FXXUDEVA9,2022-02-01,2026-09-11T15:10:27Z
SM-G985F,EGY,G985FXXUDEVA9,2022-02-01,2026-09-11T15:09:56Z
SM-G985F,ILO,G985FXXUDEVA9,2022-02-01,2026-09-11T15:09:50Z
SM-G985F,MID,G985FXXUDEVA9,2022-02-01,2026-09-11T15:09:53Z
SM-G985F,SEE,G985FXXUDEVA9,2022-02-01,2026-09-11T15:10:21Z
SM-G985F,TUR,G985FXXUDEVA9,2022-02-01,2026-09-11T15:09:59Z
SM-G985F,XSA,G985FXXUDEVA9,2022-02-01,2026-09-11T15:10:24Z
SM-G985F,XSG,G985FXXUDEVA9,2022-02-01,2026-09-11T15:10:02Z
SM-G985F,AFG,G985FXXUDFVC7,2022-03-01,2026-09-11T15:10:05Z
SM-G985F,BTU,G985FXXUDFVC7,2022-03-01,2026-09-11T15:10:27Z
SM-G985F,EGY,G985FXXUDFVC7,2022-03-01,2026-09-11T15:09:56Z
SM-G985F,ILO,G985FXXUDFVC7,2022-03-01,2026-09-11T15:09:50Z
SM-G985F,MID,G985FXXUDFVC7,2022-03-01,2026-09-11T15:09:53Z
SM-G985F,SEE,G985FXXUDFVC7,2022-03-01,2026-09-11T15:10:21Z
SM-G985F,TUR,G985FXXUDFVC7,2022-03-01,2026-09-11T15:09:59Z
SM-G985F,XSA,G985FXXUDFVC7,2022-03-01,2026-09-11T15:10:24Z
SM-G985F,XSG,G985FXXUDFVC7,2022-03-01,2026-09-11T15:10:02Z
SM-G985F,AFG,G985FXXUEFVDB,2022-05-01,2026-09-11T15:10:05Z
SM-G985F,BTU,G985FXXUEFVDB,2022-05-01,2026-09-11T15:10:27Z
SM-G985F,EGY,G985FXXUEFVDB,2022-05-01,2026-09-11T15:09:56Z
SM-G985F,ILO,G985FXXUEFVDB,2022-05-01,2026-09-11T15:09:50Z
SM-G985F,MID,G985FXXUEFVDB,2022-05-01,2026-09-11T15:09:53Z
