model,csc,build,spl,fetched_at
SM-A015F,AFG,A015FXXS2ATF3,2020-06-01,2026-09-11T14:32:32Z
SM-A015F,EGY,A015FXXS2ATF3,2020-06-01,2026-09-11T14:32:23Z
SM-A015F,MID,A015FXXS2ATF3,2020-06-01,2026-09-11T14:32:19Z
SM-A015F,TUR,A015FXXS2ATF3,2020-06-01,2026-09-11T14:32:26Z
SM-A015F,XSG,A015FXXS2ATF3,2020-06-01,2026-09-11T14:32:29Z
SM-A015F,AFG,A015FXXS3ATL1,2020-11-01,2026-09-11T14:32:32Z
SM-A015F,EGY,A015FXXS3ATL1,2020-11-01,2026-09-11T14:32:23Z
SM-A015F,MID,A015FXXS3ATL1,2020-11-01,2026-09-11T14:32:19Z
SM-A015F,TUR,A015FXXS3ATL1,2020-11-01,2026-09-11T14:32:26Z
SM-A015F,XSG,A015FXXS3ATL1,2020-11-01,2026-09-11T14:32:29Z
SM-A015F,AFG,A015FXXS5BUL1,2022-01-01,2026-09-11T14:32:32Z
SM-A015F,EGY,A015FXXS5BUL1,2022-01-01,2026-09-11T14:32:23Z
SM-A015F,MID,A015FXXS5BUL1,2022-01-01,2026-09-11T14:32:19Z
SM-A015F,TUR,A015FXXS5BUL1,2022-01-01,2026-09-11T14:32:26Z
SM-A015F,XSG,A015FXXS5BUL1,2022-01-01,2026-09-11T14:32:29Z
SM-A015F,AFG,A015FXXS5BVC1,2022-03-01,2026-09-11T14:32:32Z
SM-A015F,EGY,A015FXXS5BVC1,2022-03-01,2026-09-11T14:32:23Z
SM-A015F,MID,A015FXXS5BVC1,2022-03-01,2026-09-11T14:32:19Z
SM-A015F,TUR,A015FXXS5BVC1,2022-03-01,2026-09-11T14:32:26Z
SM-A015F,XSG,A015FXXS5BVC1,2022-03-01,2026-09-11T14:32:29Z
SM-A015F,AFG,A015FXXS5CWB2,2023-02-01,2026-09-11T14:32:32Z
SM-A015F,TUR,A015FXXS5CWB2,2023-02-01,2026-09-11T14:32:26Z
SM-A015F,AFG,A015FXXS6CWG1,2023-08-01,2026-09-11T14:32:32Z
SM-A015F,TUR,A015FXXS6CWG1,2023-08-01,2026-09-11T14:32:26Z
SM-A015F,AFG,A015FXXU2ATB5,2020-03-01,2026-09-11T14:32:32Z
SM-A015F,EGY,A015FXXU2ATB5,2020-03-01,2026-09-11T14:32:23Z
SM-A015F,MID,A015FXXU2ATB5,2020-03-01,2026-09-11T14:32:19Z
SM-A015F,TUR,A015FXXU2ATB5,2020-03-01,2026-09-11T14:32:26Z
SM-A015F,XSG,A015FXXU2ATB5,2020-03-01,2026-09-11T14:32:29Z
SM-A015F,AFG,A015FXXU2ATC5,2020-03-01,2026-09-11T14:32:32Z
SM-A015F,EGY,A015FXXU2ATC5,2020-03-01,2026-09-11T14:32:23Z
SM-A015F,MID,A015FXXU2ATC5,2020-03-01,2026-09-11T14:32:19Z
SM-A015F,TUR,A015FXXU2ATC5,2020-03-01,2026-09-11T14:32:26Z
SM-A015F,XSG,A015FXXU2ATC5,2020-03-01,2026-09-11T14:32:29Z
SM-A015F,AFG,A015FXXU3ATG5,2020-08-01,2026-09-11T14:32:32Z
SM-A015F,EGY,A015FXXU3ATG5,2020-08-01,2026-09-11T14:32:23Z
SM-A015F,MID,A015FXXU3ATG5,2020-08-01,2026-09-11T14:32:19Z
SM-A015F,TUR,A015FXXU3ATG5,2020-08-01,2026-09-11T14:32:26Z
SM-A015F,XSG,A015FXXU3ATG5,2020-08-01,2026-09-11T14:32:29Z
SM-A015F,AFG,A015FXXU3ATI2,2020-09-01,2026-09-11T14:32:32Z
SM-A015F,EGY,A015FXXU3ATI2,2020-09-01,2026-09-11T14:32:23Z
SM-A015F,MID,A015FXXU3ATI2,2020-09-01,2026-09-11T14:32:19Z
SM-A015F,TUR,A015FXXU3ATI2,2020-09-01,2026-09-11T14:32:26Z
SM-A015F,XSG,A015FXXU3ATI2,2020-09-01,2026-09-11T14:32:29Z
SM-A015F,AFG,A015FXXU4AUB2,2021-02-01,2026-09-11T14:32:32Z
SM-A015F,EGY,A015FXXU4AUB2,2021-02-01,2026-09-11T14:32:23Z
SM-A015F,MID,A015FXXU4AUB2,2021-02-01,2026-09-11T14:32:19Z
SM-A015F,XSG,A015FXXU4AUB2,2021-02-01,2026-09-11T14:32:29Z
SM-A015F,AFG,A015FXXU4BUD8,2021-04-01,2026-09-11T14:32:32Z
SM-A015F,EGY,A015FXXU4BUD8,2021-04-01,2026-09-11T14:32:23Z
SM-A015F,MID,A015FXXU4BUD8,2021-04-01,2026-09-11T14:32:19Z
SM-A015F,TUR,A015FXXU4BUD8,2021-04-01,2026-09-11T14:32:26Z
SM-A015F,XSG,A015FXXU4BUD8,2021-04-01,2026-09-11T14:32:29Z
SM-A015F,AFG,A015FXXU4BUH1,2021-07-01,2026-09-11T14:32:32Z
SM-A015F,EGY,A015FXXU4BUH1,2021-07-01,2026-09-11T14:32:23Z
SM-A015F,MID,A015FXXU4BUH1,2021-07-01,2026-09-11T14:32:19Z
SM-A015F,TUR,A015FXXU4BUH1,2021-07-01,2026-09-11T14:32:26Z
SM-A015F,XSG,A015FXXU4BUH1,2021-07-01,2026-09-11T14:32:29Z
SM-A015F,AFG,A015FXXU5BUJ1,2021-10-01,2026-09-11T14:32:32Z
SM-A015F,EGY,A015FXXU5BUJ1,2021-10-01,2026-09-11T14:32:23Z
SM-A015F,MID,A015FXXU5BUJ1,2021-10-01,2026-09-11T14:32:19Z
SM-A015F,TUR,A015FXXU5BUJ1,2021-10-01,2026-09-11T14:32:26Z
SM-A015F,XSG,A015FXXU5BUJ1,2021-10-01,2026-09-11T14:32:29Z
SM-A015F,AFG,A015FXXU5BVG2,2022-03-01,2026-09-11T14:32:32Z
SM-A015F,TUR,A015FXXU5BVG2,2022-03-01,2026-09-11T14:32:26Z
SM-A015F,AFG,A015FXXU5CVK5,2022-09-01,2026-09-11T14:32:32Z
SM-A015F,TUR,A015FXXU5CVK5,2022-09-01,2026-09-11T14:32:26Z
SM-A025F,AFG,A025FXXS2BUF1,2021-07-01,2026-09-11T14:33:11Z
SM-A025F,EGY,A025FXXS2BUF1,2021-07-01,2026-09-11T14:33:02Z
SM-A025F,ILO,A025FXXS2BUF1,2021-07-01,2026-09-11T14:32:55Z
SM-A025F,MID,A025FXXS2BUF1,2021-07-01,2026-09-11T14:32:59Z
SM-A025F,TUR,A025FXXS2BUF1,2021-07-01,2026-09-11T14:33:05Z
SM-A025F,XSG,A025FXXS2BUF1,2021-07-01,2026-09-11T14:33:08Z
SM-A025F,AFG,A025FXXS4BVC2,2022-03-01,2026-09-11T14:33:11Z
SM-A025F,EGY,A025FXXS4BVC2,2022-03-01,2026-09-11T14:33:02Z
SM-A025F,ILO,A025FXXS4BVC2,2022-03-01,2026-09-11T14:32:55Z
SM-A025F,TUR,A025FXXS4BVC2,2022-03-01,2026-09-11T14:33:05Z
SM-A025F,XSG,A025FXXS4BVC2,2022-03-01,2026-09-11T14:33:08Z
SM-A025F,MID,A025FXXS4BVE1,2022-04-01,2026-09-11T14:32:59Z
SM-A025F,AFG,A025FXXS5CVK1,2022-11-01,2026-09-11T14:33:11Z
SM-A025F,ILO,A025FXXS5CVK1,2022-11-01,2026-09-11T14:32:55Z
SM-A025F,TUR,A025FXXS5CVK1,2022-11-01,2026-09-11T14:33:05Z
SM-A025F,XSG,A025FXXS5CVK1,2022-11-01,2026-09-11T14:33:08Z
SM-A025F,AFG,A025FXXS7CWJ3,2023-10-01,2026-09-11T14:33:11Z
SM-A025F,ILO,A025FXXS7CWJ3,2023-10-01,2026-09-11T14:32:55Z
SM-A025F,TUR,A025FXXS7CWJ3,2023-10-01,2026-09-11T14:33:05Z
SM-A025F,XSG,A025FXXS7CWJ3,2023-10-01,2026-09-11T14:33:08Z
SM-A025F,AFG,A025FXXS7CXC1,2024-03-01,2026-09-11T14:33:11Z
SM-A025F,ILO,A025FXXS7CXC1,2024-03-01,2026-09-11T14:32:55Z
SM-A025F,TUR,A025FXXS7CXC1,2024-03-01,2026-09-11T14:33:05Z
SM-A025F,XSG,A025FXXS7CXC1,2024-03-01,2026-09-11T14:33:08Z
SM-A025F,AFG,A025FXXS8CXH1,2024-08-01,2026-09-11T14:33:11Z
SM-A025F,ILO,A025FXXS8CXH1,2024-08-01,2026-09-11T14:32:55Z
SM-A025F,TUR,A025FXXS8CXH1,2024-08-01,2026-09-11T14:33:05Z
SM-A025F,XSG,A025FXXS8CXH1,2024-08-01,2026-09-11T14:33:08Z
SM-A025F,AFG,A025FXXS8CYC3,2024-08-01,2026-09-11T14:33:11Z
SM-A025F,XSG,A025FXXS8CYC3,2024-08-01,2026-09-11T14:33:08Z
SM-A025F,AFG,A025FXXU1ATL1,2020-11-01,2026-09-11T14:33:11Z
SM-A025F,EGY,A025FXXU1ATL1,2020-11-01,2026-09-11T14:33:02Z
SM-A025F,ILO,A025FXXU1ATL1,2020-11-01,2026-09-11T14:32:55Z
SM-A025F,MID,A025FXXU1ATL1,2020-11-01,2026-09-11T14:32:59Z
SM-A025F,TUR,A025FXXU1ATL1,2020-11-01,2026-09-11T14:33:05Z
SM-A025F,XSG,A025FXXU1ATL1,2020-11-01,2026-09-11T14:33:08Z
SM-A025F,AFG,A025FXXU2AUC1,2021-02-01,2026-09-11T14:33:11Z
SM-A025F,EGY,A025FXXU2AUC1,2021-02-01,2026-09-11T14:33:02Z
SM-A025F,ILO,A025FXXU2AUC1,2021-02-01,2026-09-11T14:32:55Z
SM-A025F,MID,A025FXXU2AUC1,2021-02-01,2026-09-11T14:32:59Z
SM-A025F,TUR,A025FXXU2AUC1,2021-02-01,2026-09-11T14:33:05Z
SM-A025F,XSG,A025FXXU2AUC1,2021-02-01,2026-09-11T14:33:08Z
SM-A025F,XSG,A025FXXU2BUDC,2021-04-01,2026-09-11T14:33:08Z
SM-A025F,AFG,A025FXXU2BUE2,2021-04-01,2026-09-11T14:33:11Z
SM-A025F,EGY,A025FXXU2BUE2,2021-04-01,2026-09-11T14:33:02Z
SM-A025F,ILO,A025FXXU2BUE2,2021-04-01,2026-09-11T14:32:55Z
SM-A025F,MID,A025FXXU2BUE2,2021-04-01,2026-09-11T14:32:59Z
SM-A025F,TUR,A025FXXU2BUE2,2021-04-01,2026-09-11T14:33:05Z
SM-A025F,XSG,A025FXXU2BUE2,2021-04-01,2026-09-11T14:33:08Z
SM-A025F,AFG,A025FXXU3BUH1,2021-08-01,2026-09-11T14:33:11Z
SM-A025F,EGY,A025FXXU3BUH1,2021-08-01,2026-09-11T14:33:02Z
SM-A025F,ILO,A025FXXU3BUH1,2021-08-01,2026-09-11T14:32:55Z
SM-A025F,MID,A025FXXU3BUH1,2021-08-01,2026-09-11T14:32:59Z
SM-A025F,TUR,A025FXXU3BUH1,2021-08-01,2026-09-11T14:33:05Z
SM-A025F,XSG,A025FXXU3BUH1,2021-08-01,2026-09-11T14:33:08Z
SM-A025F,AFG,A025FXXU3BUJ7,2021-11-01,2026-09-11T14:33:11Z
SM-A025F,EGY,A025FXXU3BUJ7,2021-11-01,2026-09-11T14:33:02Z
SM-A025F,ILO,A025FXXU3BUJ7,2021-11-01,2026-09-11T14:32:55Z
SM-A025F,TUR,A025FXXU3BUJ7,2021-11-01,2026-09-11T14:33:05Z
SM-A025F,XSG,A025FXXU3BUJ7,2021-11-01,2026-09-11T14:33:08Z
SM-A025F,AFG,A025FXXU4CVF4,2022-06-01,2026-09-11T14:33:11Z
SM-A025F,ILO,A025FXXU4CVF4,2022-06-01,2026-09-11T14:32:55Z
SM-A025F,TUR,A025FXXU4CVF4,2022-06-01,2026-09-11T14:33:05Z
SM-A025F,XSG,A025FXXU4CVF4,2022-06-01,2026-09-11T14:33:08Z
SM-A025F,AFG,A025FXXU4CVJ1,2022-06-01,2026-09-11T14:33:11Z
SM-A025F,ILO,A025FXXU4CVJ1,2022-06-01,2026-09-11T14:32:55Z
SM-A025F,TUR,A025FXXU4CVJ1,2022-06-01,2026-09-11T14:33:05Z
SM-A025F,XSG,A025FXXU4CVJ1,2022-06-01,2026-09-11T14:33:08Z
SM-A025F,AFG,A025FXXU6CWE2,2023-04-01,2026-09-11T14:33:11Z
SM-A025F,ILO,A025FXXU6CWE2,2023-04-01,2026-09-11T14:32:55Z
SM-A025F,TUR,A025FXXU6CWE2,2023-04-01,2026-09-11T14:33:05Z
SM-A025F,XSG,A025FXXU6CWE2,2023-04-01,2026-09-11T14:33:08Z
SM-A032F,AFG,A032FXXS2AVJ2,2022-10-01,2026-09-11T14:33:50Z
SM-A032F,EGY,A032FXXS2AVJ2,2022-10-01,2026-09-11T14:33:40Z
SM-A032F,INS,A032FXXS2AVJ2,2022-10-01,2026-09-11T14:33:53Z
SM-A032F,MID,A032FXXS2AVJ2,2022-10-01,2026-09-11T14:33:37Z
SM-A032F,XSG,A032FXXS2AVJ2,2022-10-01,2026-09-11T14:33:47Z
SM-A032F,AFG,A032FXXS4BWH5,2023-08-01,2026-09-11T14:33:50Z
SM-A032F,EGY,A032FXXS4BWH5,2023-08-01,2026-09-11T14:33:40Z
SM-A032F,MID,A032FXXS4BWH5,2023-08-01,2026-09-11T14:33:37Z
SM-A032F,XSG,A032FXXS4BWH5,2023-08-01,2026-09-11T14:33:47Z
SM-A032F,INS,A032FXXS4BWH8,2023-08-01,2026-09-11T14:33:53Z
SM-A032F,INS,A032FXXS5CXA1,2023-12-01,2026-09-11T14:33:53Z
SM-A032F,AFG,A032FXXS5CXA2,2023-12-01,2026-09-11T14:33:50Z
SM-A032F,EGY,A032FXXS5CXA2,2023-12-01,2026-09-11T14:33:40Z
SM-A032F,MID,A032FXXS5CXA2,2023-12-01,2026-09-11T14:33:37Z
SM-A032F,XSG,A032FXXS5CXA2,2023-12-01,2026-09-11T14:33:47Z
SM-A032F,INS,A032FXXS6CXE1,2024-06-01,2026-09-11T14:33:53Z
SM-A032F,AFG,A032FXXS6CXE2,2024-06-01,2026-09-11T14:33:50Z
SM-A032F,EGY,A032FXXS6CXE2,2024-06-01,2026-09-11T14:33:40Z
SM-A032F,MID,A032FXXS6CXE2,2024-06-01,2026-09-11T14:33:37Z
SM-A032F,XSG,A032FXXS6CXE2,2024-06-01,2026-09-11T14:33:47Z
SM-A032F,INS,A032FXXS7CYA3,2024-12-01,2026-09-11T14:33:53Z
SM-A032F,AFG,A032FXXS7CYA4,2024-12-01,2026-09-11T14:33:50Z
SM-A032F,EGY,A032FXXS7CYA4,2024-12-01,2026-09-11T14:33:40Z
SM-A032F,MID,A032FXXS7CYA4,2024-12-01,2026-09-11T14:33:37Z
SM-A032F,XSG,A032FXXS7CYA4,2024-12-01,2026-09-11T14:33:47Z
SM-A032F,INS,A032FXXS8CYF3,2025-06-01,2026-09-11T14:33:53Z
SM-A032F,AFG,A032FXXS8CYF4,2025-06-01,2026-09-11T14:33:50Z
SM-A032F,EGY,A032FXXS8CYF4,2025-06-01,2026-09-11T14:33:40Z
SM-A032F,MID,A032FXXS8CYF4,2025-06-01,2026-09-11T14:33:37Z
SM-A032F,XSG,A032FXXS8CYF4,2025-06-01,2026-09-11T14:33:47Z
SM-A032F,INS,A032FXXS9CZA1,2025-12-01,2026-09-11T14:33:53Z
SM-A032F,AFG,A032FXXS9CZA2,2025-12-01,2026-09-11T14:33:50Z
SM-A032F,EGY,A032FXXS9CZA2,2025-12-01,2026-09-11T14:33:40Z
SM-A032F,MID,A032FXXS9CZA2,2025-12-01,2026-09-11T14:33:37Z
SM-A032F,XSG,A032FXXS9CZA2,2025-12-01,2026-09-11T14:33:47Z
SM-A032F,AFG,A032FXXU1AUL5,2021-12-01,2026-09-11T14:33:50Z
SM-A032F,EGY,A032FXXU1AUL5,2021-12-01,2026-09-11T14:33:40Z
SM-A032F,INS,A032FXXU1AUL5,2021-12-01,2026-09-11T14:33:53Z
SM-A032F,MID,A032FXXU1AUL5,2021-12-01,2026-09-11T14:33:37Z
SM-A032F,XSG,A032FXXU1AUL5,2021-12-01,2026-09-11T14:33:47Z
SM-A032F,AFG,A032FXXU1AVA1,2022-01-01,2026-09-11T14:33:50Z
SM-A032F,EGY,A032FXXU1AVA1,2022-01-01,2026-09-11T14:33:40Z
SM-A032F,INS,A032FXXU1AVA1,2022-01-01,2026-09-11T14:33:53Z
SM-A032F,MID,A032FXXU1AVA1,2022-01-01,2026-09-11T14:33:37Z
SM-A032F,XSG,A032FXXU1AVA1,2022-01-01,2026-09-11T14:33:47Z
SM-A032F,AFG,A032FXXU1AVB3,2022-02-01,2026-09-11T14:33:50Z
SM-A032F,EGY,A032FXXU1AVB3,2022-02-01,2026-09-11T14:33:40Z
SM-A032F,INS,A032FXXU1AVB3,2022-02-01,2026-09-11T14:33:53Z
SM-A032F,MID,A032FXXU1AVB3,2022-02-01,2026-09-11T14:33:37Z
SM-A032F,XSG,A032FXXU1AVB3,2022-02-01,2026-09-11T14:33:47Z
SM-A032F,AFG,A032FXXU1AVC2,2022-03-01,2026-09-11T14:33:50Z
SM-A032F,EGY,A032FXXU1AVC2,2022-03-01,2026-09-11T14:33:40Z
SM-A032F,INS,A032FXXU1AVC2,2022-03-01,2026-09-11T14:33:53Z
SM-A032F,MID,A032FXXU1AVC2,2022-03-01,2026-09-11T14:33:37Z
SM-A032F,XSG,A032FXXU1AVC2,2022-03-01,2026-09-11T14:33:47Z
SM-A032F,AFG,A032FXXU1AVE2,2022-05-01,2026-09-11T14:33:50Z
SM-A032F,EGY,A032FXXU1AVE2,2022-05-01,2026-09-11T14:33:40Z
SM-A032F,INS,A032FXXU1AVE2,2022-05-01,2026-09-11T14:33:53Z
SM-A032F,MID,A032FXXU1AVE2,2022-05-01,2026-09-11T14:33:37Z
SM-A032F,XSG,A032FXXU1AVE2,2022-05-01,2026-09-11T14:33:47Z
SM-A032F,AFG,A032FXXU2AVH2,2022-07-01,2026-09-11T14:33:50Z
SM-A032F,EGY,A032FXXU2AVH2,2022-07-01,2026-09-11T14:33:40Z
SM-A032F,INS,A032FXXU2AVH2,2022-07-01,2026-09-11T14:33:53Z
SM-A032F,MID,A032FXXU2AVH2,2022-07-01,2026-09-11T14:33:37Z
SM-A032F,XSG,A032FXXU2AVH2,2022-07-01,2026-09-11T14:33:47Z
SM-A032F,AFG,A032FXXU2AVH4,2022-07-01,2026-09-11T14:33:50Z
SM-A032F,EGY,A032FXXU2AVH4,2022-07-01,2026-09-11T14:33:40Z
SM-A032F,INS,A032FXXU2AVH4,2022-07-01,2026-09-11T14:33:53Z
SM-A032F,MID,A032FXXU2AVH4,2022-07-01,2026-09-11T14:33:37Z
SM-A032F,XSG,A032FXXU2AVH4,2022-07-01,2026-09-11T14:33:47Z
SM-A032F,AFG,A032FXXU2BWC3,2023-03-01,2026-09-11T14:33:50Z
SM-A032F,EGY,A032FXXU2BWC3,2023-03-01,2026-09-11T14:33:40Z
SM-A032F,MID,A032FXXU2BWC3,2023-03-01,2026-09-11T14:33:37Z
SM-A032F,XSG,A032FXXU2BWC3,2023-03-01,2026-09-11T14:33:47Z
SM-A032F,INS,A032FXXU2BWC4,2023-03-01,2026-09-11T14:33:53Z
SM-A032F,INS,A032FXXU3BWF1,2023-05-01,2026-09-11T14:33:53Z
SM-A032F,AFG,A032FXXU3BWF2,2023-05-01,2026-09-11T14:33:50Z
SM-A032F,EGY,A032FXXU3BWF2,2023-05-01,2026-09-11T14:33:40Z
SM-A032F,MID,A032FXXU3BWF2,2023-05-01,2026-09-11T14:33:37Z
SM-A032F,XSG,A032FXXU3BWF2,2023-05-01,2026-09-11T14:33:47Z
SM-A032F,INS,A032FXXU4CWI8,2023-09-01,2026-09-11T14:33:53Z
SM-A032F,AFG,A032FXXU4CWI9,2023-09-01,2026-09-11T14:33:50Z
SM-A032F,EGY,A032FXXU4CWI9,2023-09-01,2026-09-11T14:33:40Z
SM-A032F,MID,A032FXXU4CWI9,2023-09-01,2026-09-11T14:33:37Z
SM-A032F,XSG,A032FXXU4CWI9,2023-09-01,2026-09-11T14:33:47Z
SM-A035F,TUR,A035FXXS1AVB2,2022-02-01,2026-09-11T14:34:21Z
SM-A035F,INS,A035FXXS3CWB4,2023-01-01,2026-09-11T14:34:30Z
SM-A035F,AFG,A035FXXS3CWC2,2023-01-01,2026-09-11T14:34:27Z
SM-A035F,EGY,A035FXXS3CWC2,2023-01-01,2026-09-11T14:34:18Z
SM-A035F,ILO,A035FXXS3CWC2,2023-01-01,2026-09-11T14:34:12Z
SM-A035F,MID,A035FXXS3CWC2,2023-01-01,2026-09-11T14:34:15Z
SM-A035F,TUR,A035FXXS3CWC2,2023-01-01,2026-09-11T14:34:21Z
SM-A035F,XSG,A035FXXS3CWC2,2023-01-01,2026-09-11T14:34:24Z
SM-A035F,AFG,A035FXXS3CWD1,2023-03-01,2026-09-11T14:34:27Z
SM-A035F,EGY,A035FXXS3CWD1,2023-03-01,2026-09-11T14:34:18Z
SM-A035F,ILO,A035FXXS3CWD1,2023-03-01,2026-09-11T14:34:12Z
SM-A035F,MID,A035FXXS3CWD1,2023-03-01,2026-09-11T14:34:15Z
SM-A035F,TUR,A035FXXS3CWD1,2023-03-01,2026-09-11T14:34:21Z
SM-A035F,XSG,A035FXXS3CWD1,2023-03-01,2026-09-11T14:34:24Z
SM-A035F,AFG,A035FXXS5CWK1,2023-12-01,2026-09-11T14:34:27Z
SM-A035F,EGY,A035FXXS5CWK1,2023-12-01,2026-09-11T14:34:18Z
SM-A035F,ILO,A035FXXS5CWK1,2023-12-01,2026-09-11T14:34:12Z
SM-A035F,INS,A035FXXS5CWK1,2023-12-01,2026-09-11T14:34:30Z
SM-A035F,MID,A035FXXS5CWK1,2023-12-01,2026-09-11T14:34:15Z
SM-A035F,TUR,A035FXXS5CWK1,2023-12-01,2026-09-11T14:34:21Z
SM-A035F,XSG,A035FXXS5CWK1,2023-12-01,2026-09-11T14:34:24Z
SM-A035F,AFG,A035FXXS6CXA3,2024-01-01,2026-09-11T14:34:27Z
SM-A035F,EGY,A035FXXS6CXA3,2024-01-01,2026-09-11T14:34:18Z
SM-A035F,ILO,A035FXXS6CXA3,2024-01-01,2026-09-11T14:34:12Z
SM-A035F,INS,A035FXXS6CXA3,2024-01-01,2026-09-11T14:34:30Z
SM-A035F,MID,A035FXXS6CXA3,2024-01-01,2026-09-11T14:34:15Z
SM-A035F,TUR,A035FXXS6CXA3,2024-01-01,2026-09-11T14:34:21Z
SM-A035F,XSG,A035FXXS6CXA3,2024-01-01,2026-09-11T14:34:24Z
SM-A035F,AFG,A035FXXS7CXF3,2024-07-01,2026-09-11T14:34:27Z
SM-A035F,EGY,A035FXXS7CXF3,2024-07-01,2026-09-11T14:34:18Z
SM-A035F,ILO,A035FXXS7CXF3,2024-07-01,2026-09-11T14:34:12Z
SM-A035F,INS,A035FXXS7CXF3,2024-07-01,2026-09-11T14:34:30Z
SM-A035F,MID,A035FXXS7CXF3,2024-07-01,2026-09-11T14:34:15Z
SM-A035F,TUR,A035FXXS7CXF3,2024-07-01,2026-09-11T14:34:21Z
SM-A035F,XSG,A035FXXS7CXF3,2024-07-01,2026-09-11T14:34:24Z
SM-A035F,AFG,A035FXXS8CYA1,2025-01-01,2026-09-11T14:34:27Z
SM-A035F,EGY,A035FXXS8CYA1,2025-01-01,2026-09-11T14:34:18Z
SM-A035F,ILO,A035FXXS8CYA1,2025-01-01,2026-09-11T14:34:12Z
SM-A035F,INS,A035FXXS8CYA1,2025-01-01,2026-09-11T14:34:30Z
SM-A035F,MID,A035FXXS8CYA1,2025-01-01,2026-09-11T14:34:15Z
SM-A035F,TUR,A035FXXS8CYA1,2025-01-01,2026-09-11T14:34:21Z
SM-A035F,XSG,A035FXXS8CYA1,2025-01-01,2026-09-11T14:34:24Z
SM-A035F,AFG,A035FXXS8CYA3,2025-02-01,2026-09-11T14:34:27Z
SM-A035F,EGY,A035FXXS8CYA3,2025-02-01,2026-09-11T14:34:18Z
SM-A035F,ILO,A035FXXS8CYA3,2025-02-01,2026-09-11T14:34:12Z
SM-A035F,INS,A035FXXS8CYA3,2025-02-01,2026-09-11T14:34:30Z
SM-A035F,MID,A035FXXS8CYA3,2025-02-01,2026-09-11T14:34:15Z
SM-A035F,TUR,A035FXXS8CYA3,2025-02-01,2026-09-11T14:34:21Z
SM-A035F,XSG,A035FXXS8CYA3,2025-02-01,2026-09-11T14:34:24Z
SM-A035F,AFG,A035FXXS9CYG1,2025-08-01,2026-09-11T14:34:27Z
SM-A035F,EGY,A035FXXS9CYG1,2025-08-01,2026-09-11T14:34:18Z
SM-A035F,ILO,A035FXXS9CYG1,2025-08-01,2026-09-11T14:34:12Z
SM-A035F,INS,A035FXXS9CYG1,2025-08-01,2026-09-11T14:34:30Z
SM-A035F,MID,A035FXXS9CYG1,2025-08-01,2026-09-11T14:34:15Z
SM-A035F,TUR,A035FXXS9CYG1,2025-08-01,2026-09-11T14:34:21Z
SM-A035F,XSG,A035FXXS9CYG1,2025-08-01,2026-09-11T14:34:24Z
SM-A035F,INS,A035FXXU1AUL4,2021-12-01,2026-09-11T14:34:30Z
SM-A035F,XSG,A035FXXU1AUL4,2021-12-01,2026-09-11T14:34:24Z
SM-A035F,AFG,A035FXXU1AUL6,2021-12-01,2026-09-11T14:34:27Z
SM-A035F,EGY,A035FXXU1AUL6,2021-12-01,2026-09-11T14:34:18Z
SM-A035F,ILO,A035FXXU1AUL6,2021-12-01,2026-09-11T14:34:12Z
SM-A035F,INS,A035FXXU1AUL6,2021-12-01,2026-09-11T14:34:30Z
SM-A035F,MID,A035FXXU1AUL6,2021-12-01,2026-09-11T14:34:15Z
SM-A035F,TUR,A035FXXU1AUL6,2021-12-01,2026-09-11T14:34:21Z
SM-A035F,XSG,A035FXXU1AUL6,2021-12-01,2026-09-11T14:34:24Z
SM-A035F,INS,A035FXXU1AVA2,2021-12-01,2026-09-11T14:34:30Z
SM-A035F,AFG,A035FXXU1AVB1,2022-02-01,2026-09-11T14:34:27Z
SM-A035F,EGY,A035FXXU1AVB1,2022-02-01,2026-09-11T14:34:18Z
SM-A035F,ILO,A035FXXU1AVB1,2022-02-01,2026-09-11T14:34:12Z
SM-A035F,INS,A035FXXU1AVB1,2022-02-01,2026-09-11T14:34:30Z
SM-A035F,MID,A035FXXU1AVB1,2022-02-01,2026-09-11T14:34:15Z
SM-A035F,XSG,A035FXXU1AVB1,2022-02-01,2026-09-11T14:34:24Z
SM-A035F,AFG,A035FXXU1AVD3,2022-03-01,2026-09-11T14:34:27Z
SM-A035F,EGY,A035FXXU1AVD3,2022-03-01,2026-09-11T14:34:18Z
SM-A035F,ILO,A035FXXU1AVD3,2022-03-01,2026-09-11T14:34:12Z
SM-A035F,INS,A035FXXU1AVD3,2022-03-01,2026-09-11T14:34:30Z
SM-A035F,MID,A035FXXU1AVD3,2022-03-01,2026-09-11T14:34:15Z
SM-A035F,TUR,A035FXXU1AVD3,2022-03-01,2026-09-11T14:34:21Z
SM-A035F,XSG,A035FXXU1AVD3,2022-03-01,2026-09-11T14:34:24Z
SM-A035F,AFG,A035FXXU1AVF5,2022-06-01,2026-09-11T14:34:27Z
SM-A035F,EGY,A035FXXU1AVF5,2022-06-01,2026-09-11T14:34:18Z
SM-A035F,ILO,A035FXXU1AVF5,2022-06-01,2026-09-11T14:34:12Z
SM-A035F,INS,A035FXXU1AVF5,2022-06-01,2026-09-11T14:34:30Z
SM-A035F,MID,A035FXXU1AVF5,2022-06-01,2026-09-11T14:34:15Z
SM-A035F,TUR,A035FXXU1AVF5,2022-06-01,2026-09-11T14:34:21Z
SM-A035F,XSG,A035FXXU1AVF5,2022-06-01,2026-09-11T14:34:24Z
SM-A035F,AFG,A035FXXU1AVG8,2022-06-01,2026-09-11T14:34:27Z
