device_slug,source_url,filename,file_size,brand,device_name,model_code,chipset,build,market,date_token
tecno-camon-40-pro-cm6,https://naijarom.com/tecno-camon-40-pro-cm6,Tecno_Camon_40_Pro_CM6_MT6789_15.1.2.128_OP001PF001AZ_101025_MXML.zip,,TECNO,Camon 40 Pro,CM6,MT6789,15.1.2.128,OP001PF001AZ,101025
tecno-camon-40-pro-cm6,https://naijarom.com/tecno-camon-40-pro-cm6,Tecno_Camon_40_Pro_CM6_MT6789_15.1.2.128_RU001PF001AZ_101025_MXML.zip,,TECNO,Camon 40 Pro,CM6,MT6789,15.1.2.128,RU001PF001AZ,101025
tecno-camon-40-pro-cm6,https://naijarom.com/tecno-camon-40-pro-cm6,Tecno_Camon_40_Pro_CM6_MT6789_15.1.2.145SP10_OP001PF001AZ_260116_MXML.zip,,TECNO,Camon 40 Pro,CM6,MT6789,15.1.2.145SP10,OP001PF001AZ,260116
tecno-camon-40-pro-cm6,https://naijarom.com/tecno-camon-40-pro-cm6,Tecno_Camon_40_Pro_CM6_MT6789_15.1.2.165SP05_OPPJ001PF001PJ_250326_MXML.zip,,TECNO,Camon 40 Pro,CM6,MT6789,15.1.2.165SP05,OPPJ001PF001PJ,250326
tecno-camon-40-pro-cm6,https://naijarom.com/tecno-camon-40-pro-cm6,Tecno_Camon_40_Pro_CM6_MT6789_16.2.0.135SP22_RU008PF001AZ_MXML.zip,,TECNO,Camon 40 Pro,CM6,MT6789,16.2.0.135SP22,RU008PF001AZ,
tecno-camon-40-pro-cm6,https://naijarom.com/tecno-camon-40-pro-cm6,Tecno_Camon_40_Pro_CM6_MT6789_16.2.0.150SP11_OP004PF001AZ_MXML.zip,,TECNO,Camon 40 Pro,CM6,MT6789,16.2.0.150SP11,OP004PF001AZ,
tecno-camon-40-pro-cm6,https://naijarom.com/tecno-camon-40-pro-cm6,Tecno_Camon_40_Pro_CM6_MT6789_16.2.0.150SP11_OPPJ004PF001PJ_MXML.zip,,TECNO,Camon 40 Pro,CM6,MT6789,16.2.0.150SP11,OPPJ004PF001PJ,
tecno-camon-40-pro-cm6,https://naijarom.com/tecno-camon-40-pro-cm6,Tecno_Camon_40_Pro_CM6_MT6789_16.2.0.150SP11_RU004PF001AZ_MXML.zip,,TECNO,Camon 40 Pro,CM6,MT6789,16.2.0.150SP11,RU004PF001AZ,
tecno-camon-50-4g-cn5,https://naijarom.com/tecno-camon-50-4g-cn5,Tecno_Camon_50_4G_CN5_MT6789_16.1.0.150SP14_OP003PF001AZ_010126_MXML.zip,,TECNO,Camon 50 4G,CN5,MT6789,16.1.0.150SP14,OP003PF001AZ,010126
tecno-camon-50-4g-cn5,https://naijarom.com/tecno-camon-50-4g-cn5,Tecno_Camon_50_4G_CN5_MT6789_16.1.0.160SP15_OP006PF001AZ_260511_MXML.zip,,TECNO,Camon 50 4G,CN5,MT6789,16.1.0.160SP15,OP006PF001AZ,260511
tecno-camon-50-4g-cn5,https://naijarom.com/tecno-camon-50-4g-cn5,Tecno_Camon_50_4G_CN5_MT6789_16.2.0.145SP02_TR003PF001AZ_MXML.zip,,TECNO,Camon 50 4G,CN5,MT6789,16.2.0.145SP02,TR003PF001AZ,
tecno-camon-50-4g-cn5,https://naijarom.com/tecno-camon-50-4g-cn5,Tecno_Camon_50_4G_CN5_MT6789_16.2.0.145SP05_RU005PF001AZ_MXML.zip,,TECNO,Camon 50 4G,CN5,MT6789,16.2.0.145SP05,RU005PF001AZ,
tecno-camon-50-pro-4g-cn5c,https://naijarom.com/tecno-camon-50-pro-4g-cn5c,Tecno_Camon_50_Pro_4G_CN5C_MT6789_16.1.0.150SP14_OP003PF001AZ_010126_MXML.zip,,TECNO,Camon 50 Pro 4G,CN5C,MT6789,16.1.0.150SP14,OP003PF001AZ,010126
tecno-camon-50-pro-5g-cn7c,https://naijarom.com/tecno-camon-50-pro-5g-cn7c,Tecno_Camon_50_Pro_5G_CN7C_MT6878_16.1.0.142SP10_COCL001PF001AZ_010126_MXML.zip,,TECNO,Camon 50 Pro 5G,CN7C,MT6878,16.1.0.142SP10,COCL001PF001AZ,010126
tecno-camon-50-pro-5g-cn7c,https://naijarom.com/tecno-camon-50-pro-5g-cn7c,Tecno_Camon_50_Pro_5G_CN7C_MT6878_16.2.0.145SP05_OPPJ005PF001PJ_010126_MXML.zip,,TECNO,Camon 50 Pro 5G,CN7C,MT6878,16.2.0.145SP05,OPPJ005PF001PJ,010126
tecno-camon-50-pro-5g-cn7c,https://naijarom.com/tecno-camon-50-pro-5g-cn7c,Tecno_Camon_50_Pro_5G_CN7C_MT6878_16.2.0.145SP05_RU005PF001AZ_MXML.zip,,TECNO,Camon 50 Pro 5G,CN7C,MT6878,16.2.0.145SP05,RU005PF001AZ,
tecno-camon-50-pro-5g-cn7c,https://naijarom.com/tecno-camon-50-pro-5g-cn7c,Tecno_Camon_50_Pro_5G_CN7C_MT6878_16.2.0.145SP05_TR005PF001AZ_MXML.zip,,TECNO,Camon 50 Pro 5G,CN7C,MT6878,16.2.0.145SP05,TR005PF001AZ,
tecno-camon-50-pro-5g-cn7c,https://naijarom.com/tecno-camon-50-pro-5g-cn7c,Tecno_Camon_50_Pro_5G_CN7C_MT6878_16.2.0.150SP04_IN005PF001AZ_MXML.zip,,TECNO,Camon 50 Pro 5G,CN7C,MT6878,16.2.0.150SP04,IN005PF001AZ,
tecno-camon-50-pro-5g-cn7c,https://naijarom.com/tecno-camon-50-pro-5g-cn7c,Tecno_Camon_50_Pro_5G_CN7C_MT6878_16.1.0.135SP11_TR001PF001AZ_MXML.zip,,TECNO,Camon 50 Pro 5G,CN7C,MT6878,16.1.0.135SP11,TR001PF001AZ,
tecno-camon-50-pro-5g-cn7c,https://naijarom.com/tecno-camon-50-pro-5g-cn7c,Tecno_Camon_50_Pro_5G_CN7C_MT6878_16.2.0.140SP13_TR007PF001AZ_MXML.zip,,TECNO,Camon 50 Pro 5G,CN7C,MT6878,16.2.0.140SP13,TR007PF001AZ,
tecno-camon-50-pro-5g-cn7c,https://naijarom.com/tecno-camon-50-pro-5g-cn7c,Tecno_Camon_50_Pro_5G_CN7C_MT6878_16.2.0.140SP13_OP007PF001M1_MXML.zip,,TECNO,Camon 50 Pro 5G,CN7C,MT6878,16.2.0.140SP13,OP007PF001M1,
tecno-camon-50-pro-5g-cn7c,https://naijarom.com/tecno-camon-50-pro-5g-cn7c,Tecno_Camon_50_Pro_5G_CN7C_MT6878_16.2.0.145SP12_OP006PF001AZ_MXML.zip,,TECNO,Camon 50 Pro 5G,CN7C,MT6878,16.2.0.145SP12,OP006PF001AZ,
tecno-camon-50-pro-5g-cn7c,https://naijarom.com/tecno-camon-50-pro-5g-cn7c,Tecno_Camon_50_Pro_5G_CN7C_MT6878_16.1.0.135SP11_OPPJ001PF001PJ_MXML.zip,,TECNO,Camon 50 Pro 5G,CN7C,MT6878,16.1.0.135SP11,OPPJ001PF001PJ,
tecno-camon-50-pro-5g-cn7c,https://naijarom.com/tecno-camon-50-pro-5g-cn7c,Tecno_Camon_50_Pro_5G_CN7C_MT6878_16.1.0.135SP11_RU001PF001AZ_MXML.zip,,TECNO,Camon 50 Pro 5G,CN7C,MT6878,16.1.0.135SP11,RU001PF001AZ,
tecno-camon-50-pro-5g-cn7c,https://naijarom.com/tecno-camon-50-pro-5g-cn7c,Tecno_Camon_50_Pro_5G_CN7C_MT6878_16.1.0.150SP14_RU004PF001AZ_MXML.zip,,TECNO,Camon 50 Pro 5G,CN7C,MT6878,16.1.0.150SP14,RU004PF001AZ,
tecno-camon-50-pro-5g-cn7c,https://naijarom.com/tecno-camon-50-pro-5g-cn7c,Tecno_Camon_50_Pro_5G_CN7C_MT6878_16.2.0.150SP13_OP006PF001AZ_MXML.zip,,TECNO,Camon 50 Pro 5G,CN7C,MT6878,16.2.0.150SP13,OP006PF001AZ,
tecno-camon-50-pro-5g-cn7c,https://naijarom.com/tecno-camon-50-pro-5g-cn7c,Tecno_Camon_50_Pro_5G_CN7C_MT6878_16.2.0.150SP13_OP006PF001M1_MXML.zip,,TECNO,Camon 50 Pro 5G,CN7C,MT6878,16.2.0.150SP13,OP006PF001M1,
tecno-camon-50-pro-5g-cn7c,https://naijarom.com/tecno-camon-50-pro-5g-cn7c,Tecno_Camon_50_Pro_5G_CN7C_MT6878_16.1.0.160SP13_OP007PF001AZ_MXML.zip,,TECNO,Camon 50 Pro 5G,CN7C,MT6878,16.1.0.160SP13,OP007PF001AZ,
tecno-camon-50-pro-5g-cn7c,https://naijarom.com/tecno-camon-50-pro-5g-cn7c,Tecno_Camon_50_Pro_5G_CN7C_MT6878_16.1.0.160SP13_RU007PF001AZ_MXML.zip,,TECNO,Camon 50 Pro 5G,CN7C,MT6878,16.1.0.160SP13,RU007PF001AZ,
tecno-camon-50-pro-cn5c,https://naijarom.com/tecno-camon-50-pro-cn5c,Tecno_Camon_50_Pro_CN5C_MT6789_16.1.0.110SP23_OP001PF001AZ_010126_MXML.zip,,TECNO,Camon 50 Pro,CN5C,MT6789,16.1.0.110SP23,OP001PF001AZ,010126
tecno-camon-50-pro-cn5c,https://naijarom.com/tecno-camon-50-pro-cn5c,Tecno_Camon_50_Pro_CN5C_MT6789_16.1.0.150SP09_OP001PF001AZ_010126_MXML.zip,,TECNO,Camon 50 Pro,CN5C,MT6789,16.1.0.150SP09,OP001PF001AZ,010126
tecno-camon-50-pro-cn5c,https://naijarom.com/tecno-camon-50-pro-cn5c,Tecno_Camon_50_Pro_CN5C_MT6789_16.2.0.150SP07_OP004PF001AZ_MXML.zip,,TECNO,Camon 50 Pro,CN5C,MT6789,16.2.0.150SP07,OP004PF001AZ,
tecno-camon-50-pro-cn5c,https://naijarom.com/tecno-camon-50-pro-cn5c,Tecno_Camon_50_Pro_CN5C_MT6789_16.2.0.150SP07_OPPJ004PF001PJ_MXML.zip,,TECNO,Camon 50 Pro,CN5C,MT6789,16.2.0.150SP07,OPPJ004PF001PJ,
tecno-camon-50-pro-cn5c,https://naijarom.com/tecno-camon-50-pro-cn5c,Tecno_Camon_50_Pro_CN5C_MT6789_16.1.0.160SP10_OPPJ005PF001PJ_MXML.zip,,TECNO,Camon 50 Pro,CN5C,MT6789,16.1.0.160SP10,OPPJ005PF001PJ,
tecno-camon-50-ultra-5g-cn7c,https://naijarom.com/tecno-camon-50-ultra-5g-cn7c,Tecno_Camon_50_Ultra_5G_CN7C_MT6878_16.1.0.150SP09_OPPJ001PF001PJ_010126_MXML.zip,,TECNO,Camon 50 Ultra 5G,CN7C,MT6878,16.1.0.150SP09,OPPJ001PF001PJ,010126
tecno-camon-50-ultra-5g-cn7c,https://naijarom.com/tecno-camon-50-ultra-5g-cn7c,Tecno_Camon_50_Ultra_5G_CN7C_MT6878_16.1.0.150SP14_OP004PF001AZ_010126_MXML.zip,,TECNO,Camon 50 Ultra 5G,CN7C,MT6878,16.1.0.150SP14,OP004PF001AZ,010126
tecno-camon-50-ultra-5g-cn7c,https://naijarom.com/tecno-camon-50-ultra-5g-cn7c,Tecno_Camon_50_Ultra_5G_CN7c_MT6878_16.2.0.140SP06_OP005PF001AZ_260430_MXML.zip,,TECNO,Camon 50 Ultra 5G,CN7c,MT6878,16.2.0.140SP06,OP005PF001AZ,260430
tecno-camon-50-ultra-5g-cn7c,https://naijarom.com/tecno-camon-50-ultra-5g-cn7c,Tecno_Camon_50_Ultra_5G_CN7c_MT6878_16.2.0.140SP11_RU006PF001AZ_260430_MXML.zip,,TECNO,Camon 50 Ultra 5G,CN7c,MT6878,16.2.0.140SP11,RU006PF001AZ,260430
tecno-camon-50-ultra-5g-cn7c,https://naijarom.com/tecno-camon-50-ultra-5g-cn7c,Tecno_Camon_50_Ultra_5G_CN7C_MT6878_16.1.0.142SP10_COCL001PF001AZ_010126_MXML.zip,,TECNO,Camon 50 Ultra 5G,CN7C,MT6878,16.1.0.142SP10,COCL001PF001AZ,010126
tecno-camon-50-ultra-5g-cn7c,https://naijarom.com/tecno-camon-50-ultra-5g-cn7c,Tecno_Camon_50_Ultra_5G_CN7C_MT6878_16.2.0.145SP05_OPPJ005PF001PJ_010126_MXML.zip,,TECNO,Camon 50 Ultra 5G,CN7C,MT6878,16.2.0.145SP05,OPPJ005PF001PJ,010126
tecno-camon-50-ultra-5g-cn7c,https://naijarom.com/tecno-camon-50-ultra-5g-cn7c,Tecno_Camon_50_Ultra_5G_CN7C_MT6878_16.2.0.145SP05_RU005PF001AZ_MXML.zip,,TECNO,Camon 50 Ultra 5G,CN7C,MT6878,16.2.0.145SP05,RU005PF001AZ,
tecno-camon-50-ultra-5g-cn7c,https://naijarom.com/tecno-camon-50-ultra-5g-cn7c,Tecno_Camon_50_Ultra_5G_CN7C_MT6878_16.2.0.145SP05_TR005PF001AZ_MXML.zip,,TECNO,Camon 50 Ultra 5G,CN7C,MT6878,16.2.0.145SP05,TR005PF001AZ,
tecno-camon-50-ultra-5g-cn7c,https://naijarom.com/tecno-camon-50-ultra-5g-cn7c,Tecno_Camon_50_Ultra_5G_CN7C_MT6878_16.2.0.150SP04_IN005PF001AZ_MXML.zip,,TECNO,Camon 50 Ultra 5G,CN7C,MT6878,16.2.0.150SP04,IN005PF001AZ,
tecno-camon-50-ultra-5g-cn7c,https://naijarom.com/tecno-camon-50-ultra-5g-cn7c,Tecno_Camon_50_Ultra_5G_CN7c_MT6878_16.1.0.160SP13_OP007PF001M1_MXML.zip,,TECNO,Camon 50 Ultra 5G,CN7c,MT6878,16.1.0.160SP13,OP007PF001M1,
tecno-camon-50-ultra-5g-cn7c,https://naijarom.com/tecno-camon-50-ultra-5g-cn7c,Tecno_Camon_50_Ultra_5G_CN7C_MT6878_16.1.0.135SP11_TR001PF001AZ_MXML.zip,,TECNO,Camon 50 Ultra 5G,CN7C,MT6878,16.1.0.135SP11,TR001PF001AZ,
tecno-camon-50-ultra-5g-cn7c,https://naijarom.com/tecno-camon-50-ultra-5g-cn7c,Tecno_Camon_50_Ultra_5G_CN7C_MT6878_16.2.0.140SP13_TR007PF001AZ_MXML.zip,,TECNO,Camon 50 Ultra 5G,CN7C,MT6878,16.2.0.140SP13,TR007PF001AZ,
tecno-camon-50-ultra-5g-cn7c,https://naijarom.com/tecno-camon-50-ultra-5g-cn7c,Tecno_Camon_50_Ultra_5G_CN7C_MT6878_16.2.0.140SP13_OP007PF001M1_MXML.zip,,TECNO,Camon 50 Ultra 5G,CN7C,MT6878,16.2.0.140SP13,OP007PF001M1,
tecno-camon-50-ultra-5g-cn7c,https://naijarom.com/tecno-camon-50-ultra-5g-cn7c,Tecno_Camon_50_Ultra_5G_CN7C_MT6878_16.2.0.145SP12_OP006PF001AZ_MXML.zip,,TECNO,Camon 50 Ultra 5G,CN7C,MT6878,16.2.0.145SP12,OP006PF001AZ,
tecno-camon-50-ultra-5g-cn7c,https://naijarom.com/tecno-camon-50-ultra-5g-cn7c,Tecno_Camon_50_Ultra_5G_CN7C_MT6878_16.1.0.135SP11_OPPJ001PF001PJ_MXML.zip,,TECNO,Camon 50 Ultra 5G,CN7C,MT6878,16.1.0.135SP11,OPPJ001PF001PJ,
tecno-camon-50-ultra-5g-cn7c,https://naijarom.com/tecno-camon-50-ultra-5g-cn7c,Tecno_Camon_50_Ultra_5G_CN7C_MT6878_16.1.0.135SP11_RU001PF001AZ_MXML.zip,,TECNO,Camon 50 Ultra 5G,CN7C,MT6878,16.1.0.135SP11,RU001PF001AZ,
tecno-camon-50-ultra-5g-cn7c,https://naijarom.com/tecno-camon-50-ultra-5g-cn7c,Tecno_Camon_50_Ultra_5G_CN7C_MT6878_16.1.0.150SP14_RU004PF001AZ_MXML.zip,,TECNO,Camon 50 Ultra 5G,CN7C,MT6878,16.1.0.150SP14,RU004PF001AZ,
tecno-camon-50-ultra-5g-cn7c,https://naijarom.com/tecno-camon-50-ultra-5g-cn7c,Tecno_Camon_50_Ultra_5G_CN7C_MT6878_16.2.0.150SP13_OP006PF001AZ_MXML.zip,,TECNO,Camon 50 Ultra 5G,CN7C,MT6878,16.2.0.150SP13,OP006PF001AZ,
tecno-camon-50-ultra-5g-cn7c,https://naijarom.com/tecno-camon-50-ultra-5g-cn7c,Tecno_Camon_50_Ultra_5G_CN7C_MT6878_16.2.0.150SP13_OP006PF001M1_MXML.zip,,TECNO,Camon 50 Ultra 5G,CN7C,MT6878,16.2.0.150SP13,OP006PF001M1,
tecno-camon-50-ultra-5g-cn7c,https://naijarom.com/tecno-camon-50-ultra-5g-cn7c,Tecno_Camon_50_Ultra_5G_CN7C_MT6878_16.1.0.160SP13_OP007PF001AZ_MXML.zip,,TECNO,Camon 50 Ultra 5G,CN7C,MT6878,16.1.0.160SP13,OP007PF001AZ,
tecno-camon-50-ultra-5g-cn7c,https://naijarom.com/tecno-camon-50-ultra-5g-cn7c,Tecno_Camon_50_Ultra_5G_CN7C_MT6878_16.1.0.160SP13_RU007PF001AZ_MXML.zip,,TECNO,Camon 50 Ultra 5G,CN7C,MT6878,16.1.0.160SP13,RU007PF001AZ,
tecno-camon-c5,https://naijarom.com/tecno-camon-c5,Tecno_Camon_C5_MT6735_20150915.zip,,,,,,,,
tecno-camon-c7,https://naijarom.com/tecno-camon-c7,Tecno_Camon_C7_MT6735_V9_160705.zip,,,,,,,,
tecno-camon-c7,https://naijarom.com/tecno-camon-c7,Tecno_Camon_C7_MT6735_V100_170206.zip,,,,,,,,
tecno-camon-c8,https://naijarom.com/tecno-camon-c8,Tecno_Camon_C8_MT6735_20150702.zip,,,,,,,,
tecno-camon-c8-clone,https://naijarom.com/tecno-camon-c8-clone,Tecno_Camon_C8_Clone_8810_6820_HYNIX_H8BCS0UN0MCR_MIRA.zip,,,,,,,,
tecno-camon-c9-plus,https://naijarom.com/tecno-camon-c9-plus,Tecno_C9_Plus_MT6753_03122016.zip,,,,,,,,
tecno-camon-c9s,https://naijarom.com/tecno-camon-c9s,Tecno_Camon_C9S_MT6753_V7_160826.zip,,,,,,,,
tecno-camon-ca6,https://naijarom.com/tecno-camon-ca6,Tecno_Camon_CA6_MT6580_20180516_5.1.zip,,,,,,,,
tecno-camon-ca6,https://naijarom.com/tecno-camon-ca6,Tecno_Camon_CA6_MT6737T_V59_190307.zip,,,,,,,,
tecno-camon-ca6,https://naijarom.com/tecno-camon-ca6,Tecno_Camon_CA6_MT6735_IN_V69_191112.zip,,,,,,,,
tecno-camon-cm-ca6,https://naijarom.com/tecno-camon-cm-ca6,Tecno_Camon_CM_CA6_MT6737T_20180324_7.0.zip,,,,,,,,
tecno-camon-cm-ca6,https://naijarom.com/tecno-camon-cm-ca6,Tecno_Camon_CM_CA6_MT6737T_V55_20180324_7.0.zip,,,,,,,,
tecno-camon-cm-ca6s,https://naijarom.com/tecno-camon-cm-ca6s,Tecno_Camon_CM_CA6S_MT6737T_V28_180116.zip,,,,,,,,
tecno-camon-cm-ca6s,https://naijarom.com/tecno-camon-cm-ca6s,Tecno_Camon_CM_CA6S_MT6737T_KESF_V61_190617.zip,,,,,,,,
tecno-camon-cx,https://naijarom.com/tecno-camon-cx,Tecno_Camon_CX_MT6755_V91_170303.zip,,,,,,,,
tecno-camon-cx,https://naijarom.com/tecno-camon-cx,Tecno_Camon_CX_MT6755_V123_191105.zip,,,,,,,,
tecno-camon-cx,https://naijarom.com/tecno-camon-cx,Tecno_Camon_CX_MT6750_V166_180109.zip,,,,,,,,
tecno-camon-cx,https://naijarom.com/tecno-camon-cx,Tecno_Camon_CX_MT6750_V177_180314.zip,,,,,,,,
tecno-camon-cx-h501,https://naijarom.com/tecno-camon-cx-h501,Tecno_Camon_CX_H501_MT6750_20170405_7.0.zip,,,,,,,,
tecno-camon-cxs,https://naijarom.com/tecno-camon-cxs,Tecno_Camon_CXS_MT6750_H501S_20170515_7.0.zip,,,,,,,,
tecno-camon-i,https://naijarom.com/tecno-camon-i,Tecno_Camon_I_MT6737T_IN5.zip,,,,,,,,
tecno-camon-i12-kc3,https://naijarom.com/tecno-camon-i12-kc3,Tecno_Camon_i12_KC3_MT6765_V323_210120.zip,,,,,,,,
tecno-camon-i2-id5,https://naijarom.com/tecno-camon-i2-id5,Tecno_Camon_I2_ID5_MT6739_V142_190103.zip,,,,,,,,
tecno-camon-i2-id5,https://naijarom.com/tecno-camon-i2-id5,Tecno_Camon_I2_ID5_MT6739_V152_20190620.zip,,,,,,,,
tecno-camon-i2-id5a,https://naijarom.com/tecno-camon-i2-id5a,Tecno_Camon_i2_ID5A_MT6761_V106_180828.zip,,,,,,,,
tecno-camon-i2x,https://naijarom.com/tecno-camon-i2x,Tecno_Camon_i2X_MT6765_V63_181017.zip,,,,,,,,
tecno-camon-i2x-id5b,https://naijarom.com/tecno-camon-i2x-id5b,Tecno_Camon_i2X_ID5b_MT6765_V108_20190613.zip,,,,,,,,
tecno-camon-i2x-id5b,https://naijarom.com/tecno-camon-i2x-id5b,Tecno_Camon_i2X_ID5B_MT6765_V113_190929.zip,,,,,,,,
tecno-camon-i4-cb7j,https://naijarom.com/tecno-camon-i4-cb7j,Tecno_Camon_i4_CB7J_MT6765_V221_190617.zip,,,,,,,,
tecno-camon-iace-2-kb2,https://naijarom.com/tecno-camon-iace-2-kb2,Tecno_Camon_iAce_2_KB2_MT6761_V91_181219.zip,,,,,,,,
tecno-camon-iace-2-kb2,https://naijarom.com/tecno-camon-iace-2-kb2,Tecno_Camon_iAce_2_KB2_MT6761_V118_190216.zip,,,,,,,,
tecno-camon-iace-2-kb2,https://naijarom.com/tecno-camon-iace-2-kb2,Tecno_Camon_iAce_2_KB2_MT6761_V146_190424.zip,,,,,,,,
tecno-camon-iace-2-kb2,https://naijarom.com/tecno-camon-iace-2-kb2,Tecno_Camon_iAce_2_KB2_MT6761_V155_20190618.zip,,,,,,,,
tecno-camon-iace-2-kb2,https://naijarom.com/tecno-camon-iace-2-kb2,Tecno_Camon_iAce_2_KB2_MT6761_V166_190928.zip,,,,,,,,
tecno-camon-iace-2-kb2,https://naijarom.com/tecno-camon-iace-2-kb2,Tecno_Camon_iAce_2_KB2_MT6761_V167_190929.zip,,,,,,,,
tecno-camon-iace-2-kb2,https://naijarom.com/tecno-camon-iace-2-kb2,Tecno_Camon_iAce_2_KB2_MT6761_V170_191119.zip,,,,,,,,
tecno-camon-iace-2x-kb2j,https://naijarom.com/tecno-camon-iace-2x-kb2j,Tecno_Camon_iAce_2X_KB2J_MT6761_V25_190103.zip,,,,,,,,
tecno-camon-iace-in1,https://naijarom.com/tecno-camon-iace-in1,Tecno_Camon_iAce_IN1_MT6739_V149_180606.zip,,,,,,,,
tecno-camon-iace-in1-pro,https://naijarom.com/tecno-camon-iace-in1-pro,Tecno_Camon_iAce_IN1_Pro_MT6739_V165_180709.zip,,,,,,,,
tecno-camon-iace-in1-pro,https://naijarom.com/tecno-camon-iace-in1-pro,Tecno_Camon_iAce_IN1_Pro_MT6739_V254_190813.zip,,,,,,,,
tecno-camon-iair-2-plus-id3k,https://naijarom.com/tecno-camon-iair-2-plus-id3k,Tecno_Camon_iAir_2_Plus_ID3K_MT6761_V83_180914.zip,,,,,,,,
tecno-camon-iair-in3,https://naijarom.com/tecno-camon-iair-in3,Tecno_Camon_iAir_IN3_MT6737T_V88_180131.zip,,,,,,,,
tecno-camon-iair-in3,https://naijarom.com/tecno-camon-iair-in3,Tecno_Camon_iAir_IN3_MT6737T_IN_V146_181213.zip,,,,,,,,
tecno-camon-iair-in3,https://naijarom.com/tecno-camon-iair-in3,Tecno_Camon_iAir_IN3_MT6737T_V156_190610.zip,,,,,,,,
tecno-camon-iair-in3,https://naijarom.com/tecno-camon-iair-in3,Tecno_Camon_iAir_IN3_MT6737T_IN_V161_190731.zip,,,,,,,,
tecno-camon-iclick-2,https://naijarom.com/tecno-camon-iclick-2,Tecno_Camon_iClick_2_ID6_MT6765_V116_180824.zip,,,,,,,,
tecno-camon-iclick-2-id6,https://naijarom.com/tecno-camon-iclick-2-id6,Tecno_Camon_iClick_2_ID6_MT6765_V116_180824.zip,,,,,,,,
tecno-camon-iclick-2-id6,https://naijarom.com/tecno-camon-iclick-2-id6,Tecno_Camon_iClick_2_ID6_MT6765_V182_190115.zip,,,,,,,,
tecno-camon-iclick-2-id6,https://naijarom.com/tecno-camon-iclick-2-id6,Tecno_Camon_iClick_2_iD6_MT6765_V196_190415.zip,,,,,,,,
tecno-camon-iclick-2-id6,https://naijarom.com/tecno-camon-iclick-2-id6,Tecno_Camon_iClick_2_ID6_MT6765_V200_20190613.zip,,,,,,,,
tecno-camon-iclick-2-id6,https://naijarom.com/tecno-camon-iclick-2-id6,Tecno_Camon_iClick_2_iD6_MT6765_V202_190928.zip,,,,,,,,
tecno-camon-iclick-in6,https://naijarom.com/tecno-camon-iclick-in6,Tecno_Camon_iClick_IN6_MT6763_V191_190509.zip,,,,,,,,
tecno-camon-id3v,https://naijarom.com/tecno-camon-id3v,Tecno_Camon_ID3V_MT6761_V82_180911.zip,,,,,,,,
tecno-camon-id5b,https://naijarom.com/tecno-camon-id5b,Tecno_Camon_ID5B_MT6765_V31_180829.zip,,,,,,,,
tecno-camon-id5b,https://naijarom.com/tecno-camon-id5b,Tecno_Camon_ID5B_MT6765_V103_190425.zip,,,,,,,,
tecno-camon-in1,https://naijarom.com/tecno-camon-in1,Tecno_Camon_IN1_MT6739_V196_180815.zip,,,,,,,,
tecno-camon-isky-2-in1-pro,https://naijarom.com/tecno-camon-isky-2-in1-pro,Tecno_IN1_Pro_MT6739_V165_180709.zip,,,,,,,,
tecno-camon-isky-2-in1-pro,https://naijarom.com/tecno-camon-isky-2-in1-pro,Tecno_Camon_iSky_2_IN1_Pro_MT6739_V254_190813.zip,,,,,,,,
tecno-camon-itwin-ia5,https://naijarom.com/tecno-camon-itwin-ia5,Tecno_Camon_iTwin_IA5_V19_180820_QFIL.zip,,,,,,,,
tecno-camon-slim-cn6c,https://naijarom.com/tecno-camon-slim-cn6c,Tecno_Camon_Slim_CN6C_MT6789_16.3.0.130SP06_OP002PF001AZ_MXML.zip,,TECNO,Camon Slim,CN6C,MT6789,16.3.0.130SP06,OP002PF001AZ,
tecno-camon-slim-cn6c,https://naijarom.com/tecno-camon-slim-cn6c,Tecno_Camon_Slim_CN6C_MT6789_16.3.0.115SP05_OPPJ004PF001PJ_MXML.zip,,TECNO,Camon Slim,CN6C,MT6789,16.3.0.115SP05,OPPJ004PF001PJ,
tecno-camon-slim-cn6c,https://naijarom.com/tecno-camon-slim-cn6c,Tecno_Camon_Slim_CN6C_MT6789_16.3.0.115SP08_OPPJ005PF001PJ_MXML.zip,,TECNO,Camon Slim,CN6C,MT6789,16.3.0.115SP08,OPPJ005PF001PJ,
tecno-camon-slim-cn6c,https://naijarom.com/tecno-camon-slim-cn6c,Tecno_Camon_Slim_CN6C_MT6789_16.3.0.130SP06_OPPJ002PF001PJ_MXML.zip,,TECNO,Camon Slim,CN6C,MT6789,16.3.0.130SP06,OPPJ002PF001PJ,
tecno-camon-x688,https://naijarom.com/tecno-camon-x688,Tecno_Camon_X688_V01_20170119_SPD.zip,,,,,,,,
tecno-camon-x688-clone,https://naijarom.com/tecno-camon-x688-clone,Tecno_Camon_X688_Clone_V01_20170119_SPD.zip,,,,,,,,
tecno-camon-x-pro-ca8s,https://naijarom.com/tecno-camon-x-pro-ca8s,Tecno_Camon_X_Pro_CA8S_MT6763_V67_190617.zip,,,,,,,,
tecno-cb7j,https://naijarom.com/tecno-cb7j,Tecno_CB7J_MT6765_V176_190311.zip,,,,,,,,
tecno-cc6,https://naijarom.com/tecno-cc6,Tecno_CC6_MT6761_V160_191023_SPMDT.zip,,,,,,,,
tecno-cc9,https://naijarom.com/tecno-cc9,Tecno_CC9_MT6765_V274_200106.zip,,,,,,,,
