model,csc,ap,csc_ver,cp,kind
SM-G780F,XFA,G780FXXU6CUI4,G780FOJM6CUI4,G780FXXU6CUI4,upgrade
SM-G780F,XFA,G780FXXU1BTL1,G780FOJM1BTL1,G780FXXU1BTL1,upgrade
SM-G780F,XFA,G780FXXSHFXE5,G780FOJMHFXE5,G780FXXSHFXE5,upgrade
SM-G780F,XFA,G780FXXSEFWLC,G780FOJMEFWK8,G780FXXSEFWK8,upgrade
SM-G780F,XFA,G780FXXUAFWB6,G780FOJMAFWB6,G780FXXUAFWB1,upgrade
SM-G780F,XFA,G780FXXU8DVB2,G780FOJM8DVB2,G780FXXU8DVA3,upgrade
SM-G780F,XFA,G780FXXSAFWC5,G780FOJMAFWB6,G780FXXUAFWB1,upgrade
SM-G780F,XFA,G780FXXSLFXL1,G780FOJMLFXL1,G780FXXSLFXL1,upgrade
SM-G780F,XFA,G780FXXSFFXC1,G780FOJMFFXA6,G780FXXSFFXC1,upgrade
SM-G780F,XFA,G780FXXS2BUA5,G780FOJM2BUB1,G780FXXS2BUA5,upgrade
SM-G780F,XFA,G780FXXSJFXH1,G780FOJMJFXH1,G780FXXSJFXH1,upgrade
SM-G780F,XFA,G780FXXSHFXF3,G780FOJMHFXF3,G780FXXSHFXF3,upgrade
SM-G780F,XFA,G780FXXU4CUF1,G780FOJM4CUF1,G780FXXU4CUE4,upgrade
SM-G780F,XFA,G780FXXSDFWJ8,G780FOJMDFWH5,G780FXXUDFWH5,upgrade
SM-G780F,XFA,G780FXXSBFWD1,G780FOJMBFWD1,G780FXXSBFWD1,upgrade
SM-G780F,XFA,G780FXXSGFXC6,G780FOJMGFXC6,G780FXXSGFXC6,upgrade
SM-G780F,XFA,G780FXXU8DVC8,G780FOJM8DVC7,G780FXXU8DVC8,upgrade
SM-G780F,XFA,G780FXXSADVJ1,G780FOJMADVI1,G780FXXSADVJ1,upgrade
SM-G780F,XFA,G780FXXU2CUB2,G780FOJM2CUB4,G780FXXU2CUB2,upgrade
SM-G780F,XFA,G780FXXSDFWGA,G780FOJMDFWF3,G780FXXSDFWG8,upgrade
SM-G780F,XFA,G780FXXU5CUH1,G780FOJM5CUH1,G780FXXU5CUH1,upgrade
SM-G780F,XFA,G780FXXS8CUJ5,G780FOJM8CUJ5,G780FXXS8CUJ5,upgrade
SM-G780F,XFA,G780FXXSAEWA5,G780FOJMAEVK3,G780FXXUAEVK3,upgrade
SM-G780F,XFA,G780FXXUBFWD2,G780FOJMBFWD2,G780FXXUBFWD2,upgrade
SM-G780F,XFA,G780FXXSDFWH8,G780FOJMDFWH5,G780FXXUDFWH5,upgrade
SM-G780F,XFA,G780FXXSJFXI1,G780FOJMJFXI1,G780FXXSJFXI1,upgrade
SM-G780F,XFA,G780FXXS7CUI5,G780FOJM7CUI5,G780FXXS7CUI5,upgrade
SM-G780F,XFA,G780FXXSKFXJ3,G780FOJMKFXJ3,G780FXXSKFXJ3,upgrade
SM-G780F,XFA,G780FXXSMFYC1,G780FOJMMFYC1,G780FXXSMFYC1,upgrade
SM-G780F,XFA,G780FXXSEFWK8,G780FOJMEFWK8,G780FXXSEFWK8,upgrade
SM-G780F,XFA,G780FXXSFFXA6,G780FOJMFFXA6,G780FXXSFFXA6,upgrade
SM-G780F,XFA,G780FXXU9DVG5,G780FOJM9DVG3,G780FXXU9DVG5,upgrade
SM-G780F,XFA,G780FXXSLFXK7,G780FOJMLFXK7,G780FXXSLFXK7,upgrade
SM-G780F,XFA,G780FXXS9DVE3,G780FOJM9DVE3,G780FXXS9DVE3,upgrade
SM-G780F,XFA,G780FXXSAEVL2,G780FOJMAEVK3,G780FXXUAEVK3,upgrade
SM-G780F,XFA,G780FXXSIFXG1,G780FOJMIFXG1,G780FXXSIFXG1,upgrade
SM-G780F,XFA,G780FXXUDFWH5,G780FOJMDFWH5,G780FXXUDFWH5,upgrade
SM-G780F,EGY,G780FXXSOFYJ1,G780FOJMOFYJ1,G780FXXSOFYJ1,latest
SM-G780F,EGY,G780FXXSDFWG3,G780FOJMDFWF3,G780FXXSDFWF3,upgrade
SM-G780F,EGY,G780FXXUCFWE5,G780FOJMCFWE5,G780FXXUCFWE5,upgrade
SM-G780F,EGY,G780FXXS8DVA1,G780FOJM8DUL5,G780FXXU8DUL5,upgrade
SM-G780F,EGY,G780FXXS9DVF8,G780FOJM9DVE7,G780FXXS9DVF8,upgrade
SM-G780F,EGY,G780FXXS1BTL2,G780FOJM1BTL2,G780FXXU1BTL1,upgrade
SM-G780F,EGY,G780FXXSNFYH1,G780FOJMNFYH1,G780FXXSNFYH1,upgrade
SM-G780F,EGY,G780FXXUAEVK5,G780FOJMAEVK3,G780FXXUAEVK3,upgrade
SM-G780F,EGY,G780FXXS8DUL6,G780FOJM8DUL5,G780FXXU8DUL5,upgrade
SM-G780F,EGY,G780FXXS8DVD3,G780FOJM8DVC7,G780FXXS8DVD2,upgrade
SM-G780F,EGY,G780FXXUADVI1,G780FOJMADVI1,G780FXXUADVI1,upgrade
SM-G780F,EGY,G780FXXS2CUB5,G780FOJM2CUB4,G780FXXU2CUB2,upgrade
SM-G780F,EGY,G780FXXU4CUG5,G780FOJM4CUG5,G780FXXU4CUG5,upgrade
SM-G780F,EGY,G780FXXS8CUKA,G780FOJM8CUJ5,G780FXXS8CUK9,upgrade
SM-G780F,EGY,G780FXXU2CUCC,G780FOJM2CUD1,G780FXXU2CUB2,upgrade
SM-G780F,EGY,G780FXXU9DVE7,G780FOJM9DVE7,G780FXXU9DVE7,upgrade
SM-G780F,EGY,G780FXXS3CUD7,G780FOJM3CUD7,G780FXXS3CUD7,upgrade
SM-G780F,EGY,G780FXXSDFWI3,G780FOJMDFWH5,G780FXXUDFWH5,upgrade
SM-G780F,EGY,G780FXXSAEWB4,G780FOJMAEVK3,G780FXXUAEVK3,upgrade
SM-G780F,EGY,G780FXXU6CUI4,G780FOJM6CUI4,G780FXXU6CUI4,upgrade
SM-G780F,EGY,G780FXXSHFXE5,G780FOJMHFXE5,G780FXXSHFXE5,upgrade
SM-G780F,EGY,G780FXXSEFWLC,G780FOJMEFWK8,G780FXXSEFWK8,upgrade
SM-G780F,EGY,G780FXXUAFWB6,G780FOJMAFWB6,G780FXXUAFWB1,upgrade
SM-G780F,EGY,G780FXXU8DVB2,G780FOJM8DVB2,G780FXXU8DVA3,upgrade
SM-G780F,EGY,G780FXXSAFWC5,G780FOJMAFWB6,G780FXXUAFWB1,upgrade
SM-G780F,EGY,G780FXXSLFXL1,G780FOJMLFXL1,G780FXXSLFXL1,upgrade
SM-G780F,EGY,G780FXXSFFXC1,G780FOJMFFXA6,G780FXXSFFXC1,upgrade
SM-G780F,EGY,G780FXXSJFXH1,G780FOJMJFXH1,G780FXXSJFXH1,upgrade
SM-G780F,EGY,G780FXXSHFXF3,G780FOJMHFXF3,G780FXXSHFXF3,upgrade
SM-G780F,EGY,G780FXXU4CUF1,G780FOJM4CUF1,G780FXXU4CUE4,upgrade
SM-G780F,EGY,G780FXXSDFWJ8,G780FOJMDFWH5,G780FXXUDFWH5,upgrade
SM-G780F,EGY,G780FXXSBFWD1,G780FOJMBFWD1,G780FXXSBFWD1,upgrade
SM-G780F,EGY,G780FXXSGFXC6,G780FOJMGFXC6,G780FXXSGFXC6,upgrade
SM-G780F,EGY,G780FXXU8DVC8,G780FOJM8DVC7,G780FXXU8DVC8,upgrade
SM-G780F,EGY,G780FXXU1BTL1,G780FOJM1BTL2,G780FXXU1BTL1,upgrade
SM-G780F,EGY,G780FXXSADVJ1,G780FOJMADVI1,G780FXXSADVJ1,upgrade
SM-G780F,EGY,G780FXXU2CUB2,G780FOJM2CUB4,G780FXXU2CUB2,upgrade
SM-G780F,EGY,G780FXXSDFWGA,G780FOJMDFWF3,G780FXXSDFWG8,upgrade
SM-G780F,EGY,G780FXXU5CUH1,G780FOJM5CUH1,G780FXXU5CUH1,upgrade
SM-G780F,EGY,G780FXXS8CUJ5,G780FOJM8CUJ5,G780FXXS8CUJ5,upgrade
SM-G780F,EGY,G780FXXSAEWA5,G780FOJMAEVK3,G780FXXUAEVK3,upgrade
SM-G780F,EGY,G780FXXUBFWD2,G780FOJMBFWD2,G780FXXUBFWD2,upgrade
SM-G780F,EGY,G780FXXSDFWH8,G780FOJMDFWH5,G780FXXUDFWH5,upgrade
SM-G780F,EGY,G780FXXSJFXI1,G780FOJMJFXI1,G780FXXSJFXI1,upgrade
SM-G780F,EGY,G780FXXS7CUI5,G780FOJM7CUI5,G780FXXS7CUI5,upgrade
SM-G780F,EGY,G780FXXSKFXJ3,G780FOJMKFXJ3,G780FXXSKFXJ3,upgrade
SM-G780F,EGY,G780FXXS2BUA5,G780FOJM2BUB2,G780FXXS2BUA5,upgrade
SM-G780F,EGY,G780FXXSMFYC1,G780FOJMMFYC1,G780FXXSMFYC1,upgrade
SM-G780F,EGY,G780FXXSEFWK8,G780FOJMEFWK8,G780FXXSEFWK8,upgrade
SM-G780F,EGY,G780FXXSFFXA6,G780FOJMFFXA6,G780FXXSFFXA6,upgrade
SM-G780F,EGY,G780FXXU9DVG5,G780FOJM9DVG3,G780FXXU9DVG5,upgrade
SM-G780F,EGY,G780FXXSLFXK7,G780FOJMLFXK7,G780FXXSLFXK7,upgrade
SM-G780F,EGY,G780FXXS9DVE3,G780FOJM9DVE3,G780FXXS9DVE3,upgrade
SM-G780F,EGY,G780FXXSAEVL2,G780FOJMAEVK3,G780FXXUAEVK3,upgrade
SM-G780F,EGY,G780FXXSIFXG1,G780FOJMIFXG1,G780FXXSIFXG1,upgrade
SM-G780F,EGY,G780FXXUDFWH5,G780FOJMDFWH5,G780FXXUDFWH5,upgrade
SM-G780F,ILO,G780FXXSOFYJ1,G780FOJMOFYJ1,G780FXXSOFYJ1,latest
SM-G780F,ILO,G780FXXSDFWG3,G780FOJMDFWF3,G780FXXSDFWF3,upgrade
SM-G780F,ILO,G780FXXUCFWE5,G780FOJMCFWE5,G780FXXUCFWE5,upgrade
SM-G780F,ILO,G780FXXS8DVA1,G780FOJM8DUL5,G780FXXU8DUL5,upgrade
SM-G780F,ILO,G780FXXS9DVF8,G780FOJM9DVE7,G780FXXS9DVF8,upgrade
SM-G780F,ILO,G780FXXSNFYH1,G780FOJMNFYH1,G780FXXSNFYH1,upgrade
SM-G780F,ILO,G780FXXUAEVK5,G780FOJMAEVK3,G780FXXUAEVK3,upgrade
SM-G780F,ILO,G780FXXS8DUL6,G780FOJM8DUL5,G780FXXU8DUL5,upgrade
SM-G780F,ILO,G780FXXU1BTL1,G780FOJM1BUA1,G780FXXU1BTL1,upgrade
SM-G780F,ILO,G780FXXS8DVD3,G780FOJM8DVC7,G780FXXS8DVD2,upgrade
SM-G780F,ILO,G780FXXUADVI1,G780FOJMADVI1,G780FXXUADVI1,upgrade
SM-G780F,ILO,G780FXXS2CUB5,G780FOJM2CUB4,G780FXXU2CUB2,upgrade
SM-G780F,ILO,G780FXXU4CUG5,G780FOJM4CUG5,G780FXXU4CUG5,upgrade
SM-G780F,ILO,G780FXXU9DVE7,G780FOJM9DVE7,G780FXXU9DVE7,upgrade
SM-G780F,ILO,G780FXXS3CUD7,G780FOJM3CUD7,G780FXXS3CUD7,upgrade
SM-G780F,ILO,G780FXXSDFWI3,G780FOJMDFWH5,G780FXXUDFWH5,upgrade
SM-G780F,ILO,G780FXXSAEWB4,G780FOJMAEVK3,G780FXXUAEVK3,upgrade
SM-G780F,ILO,G780FXXU6CUI4,G780FOJM6CUI4,G780FXXU6CUI4,upgrade
SM-G780F,ILO,G780FXXSHFXE5,G780FOJMHFXE5,G780FXXSHFXE5,upgrade
SM-G780F,ILO,G780FXXSEFWLC,G780FOJMEFWK8,G780FXXSEFWK8,upgrade
SM-G780F,ILO,G780FXXUAFWB6,G780FOJMAFWB6,G780FXXUAFWB1,upgrade
SM-G780F,ILO,G780FXXU8DVB2,G780FOJM8DVB2,G780FXXU8DVA3,upgrade
SM-G780F,ILO,G780FXXSAFWC5,G780FOJMAFWB6,G780FXXUAFWB1,upgrade
SM-G780F,ILO,G780FXXSLFXL1,G780FOJMLFXL1,G780FXXSLFXL1,upgrade
SM-G780F,ILO,G780FXXSFFXC1,G780FOJMFFXA6,G780FXXSFFXC1,upgrade
SM-G780F,ILO,G780FXXSJFXH1,G780FOJMJFXH1,G780FXXSJFXH1,upgrade
SM-G780F,ILO,G780FXXSHFXF3,G780FOJMHFXF3,G780FXXSHFXF3,upgrade
SM-G780F,ILO,G780FXXU4CUF1,G780FOJM4CUF1,G780FXXU4CUE4,upgrade
SM-G780F,ILO,G780FXXSDFWJ8,G780FOJMDFWH5,G780FXXUDFWH5,upgrade
SM-G780F,ILO,G780FXXSBFWD1,G780FOJMBFWD1,G780FXXSBFWD1,upgrade
SM-G780F,ILO,G780FXXU4CUG1,G780FOJM4CUG1,G780FXXU4CUG1,upgrade
SM-G780F,ILO,G780FXXSGFXC6,G780FOJMGFXC6,G780FXXSGFXC6,upgrade
SM-G780F,ILO,G780FXXU8DVC8,G780FOJM8DVC7,G780FXXU8DVC8,upgrade
SM-G780F,ILO,G780FXXSADVJ1,G780FOJMADVI1,G780FXXSADVJ1,upgrade
SM-G780F,ILO,G780FXXSDFWGA,G780FOJMDFWF3,G780FXXSDFWG8,upgrade
SM-G780F,ILO,G780FXXU5CUH1,G780FOJM5CUH1,G780FXXU5CUH1,upgrade
SM-G780F,ILO,G780FXXS8CUJ5,G780FOJM8CUJ5,G780FXXS8CUJ5,upgrade
SM-G780F,ILO,G780FXXSAEWA5,G780FOJMAEVK3,G780FXXUAEVK3,upgrade
SM-G780F,ILO,G780FXXUBFWD2,G780FOJMBFWD2,G780FXXUBFWD2,upgrade
SM-G780F,ILO,G780FXXS1BTL2,G780FOJM1BUA1,G780FXXU1BTL1,upgrade
SM-G780F,ILO,G780FXXSDFWH8,G780FOJMDFWH5,G780FXXUDFWH5,upgrade
SM-G780F,ILO,G780FXXSJFXI1,G780FOJMJFXI1,G780FXXSJFXI1,upgrade
SM-G780F,ILO,G780FXXS7CUI5,G780FOJM7CUI5,G780FXXS7CUI5,upgrade
SM-G780F,ILO,G780FXXSKFXJ3,G780FOJMKFXJ3,G780FXXSKFXJ3,upgrade
SM-G780F,ILO,G780FXXSMFYC1,G780FOJMMFYC1,G780FXXSMFYC1,upgrade
SM-G780F,ILO,G780FXXSEFWK8,G780FOJMEFWK8,G780FXXSEFWK8,upgrade
SM-G780F,ILO,G780FXXSFFXA6,G780FOJMFFXA6,G780FXXSFFXA6,upgrade
SM-G780F,ILO,G780FXXU9DVG5,G780FOJM9DVG3,G780FXXU9DVG5,upgrade
SM-G780F,ILO,G780FXXSLFXK7,G780FOJMLFXK7,G780FXXSLFXK7,upgrade
SM-G780F,ILO,G780FXXS9DVE3,G780FOJM9DVE3,G780FXXS9DVE3,upgrade
SM-G780F,ILO,G780FXXSAEVL2,G780FOJMAEVK3,G780FXXUAEVK3,upgrade
SM-G780F,ILO,G780FXXSIFXG1,G780FOJMIFXG1,G780FXXSIFXG1,upgrade
SM-G780F,ILO,G780FXXUDFWH5,G780FOJMDFWH5,G780FXXUDFWH5,upgrade
SM-G780F,MID,G780FXXSOFYJ1,G780FOJMOFYJ1,G780FXXSOFYJ1,latest
SM-G780F,MID,G780FXXSDFWG3,G780FOJMDFWF3,G780FXXSDFWF3,upgrade
SM-G780F,MID,G780FXXUCFWE5,G780FOJMCFWE5,G780FXXUCFWE5,upgrade
SM-G780F,MID,G780FXXS8DVA1,G780FOJM8DUL5,G780FXXU8DUL5,upgrade
SM-G780F,MID,G780FXXS9DVF8,G780FOJM9DVE7,G780FXXS9DVF8,upgrade
SM-G780F,MID,G780FXXSNFYH1,G780FOJMNFYH1,G780FXXSNFYH1,upgrade
SM-G780F,MID,G780FXXUAEVK5,G780FOJMAEVK3,G780FXXUAEVK3,upgrade
SM-G780F,MID,G780FXXS2BUA5,G780FOJM2BUB3,G780FXXS2BUA5,upgrade
SM-G780F,MID,G780FXXS8DUL6,G780FOJM8DUL5,G780FXXU8DUL5,upgrade
SM-G780F,MID,G780FXXU1BTL1,G780FOJM1BUA1,G780FXXU1BTL1,upgrade
SM-G780F,MID,G780FXXS8DVD3,G780FOJM8DVC7,G780FXXS8DVD2,upgrade
SM-G780F,MID,G780FXXUADVI1,G780FOJMADVI1,G780FXXUADVI1,upgrade
SM-G780F,MID,G780FXXS2CUB5,G780FOJM2CUB4,G780FXXU2CUB2,upgrade
SM-G780F,MID,G780FXXU4CUG5,G780FOJM4CUG5,G780FXXU4CUG5,upgrade
SM-G780F,MID,G780FXXS8CUKA,G780FOJM8CUJ5,G780FXXS8CUK9,upgrade
SM-G780F,MID,G780FXXU2CUCC,G780FOJM2CUD1,G780FXXU2CUB2,upgrade
SM-G780F,MID,G780FXXU9DVE7,G780FOJM9DVE7,G780FXXU9DVE7,upgrade
SM-G780F,MID,G780FXXS3CUD7,G780FOJM3CUD7,G780FXXS3CUD7,upgrade
SM-G780F,MID,G780FXXSDFWI3,G780FOJMDFWH5,G780FXXUDFWH5,upgrade
SM-G780F,MID,G780FXXSAEWB4,G780FOJMAEVK3,G780FXXUAEVK3,upgrade
SM-G780F,MID,G780FXXU6CUI4,G780FOJM6CUI4,G780FXXU6CUI4,upgrade
SM-G780F,MID,G780FXXSHFXE5,G780FOJMHFXE5,G780FXXSHFXE5,upgrade
SM-G780F,MID,G780FXXSEFWLC,G780FOJMEFWK8,G780FXXSEFWK8,upgrade
SM-G780F,MID,G780FXXUAFWB6,G780FOJMAFWB6,G780FXXUAFWB1,upgrade
SM-G780F,MID,G780FXXU8DVB2,G780FOJM8DVB2,G780FXXU8DVA3,upgrade
SM-G780F,MID,G780FXXSAFWC5,G780FOJMAFWB6,G780FXXUAFWB1,upgrade
SM-G780F,MID,G780FXXSLFXL1,G780FOJMLFXL1,G780FXXSLFXL1,upgrade
SM-G780F,MID,G780FXXSFFXC1,G780FOJMFFXA6,G780FXXSFFXC1,upgrade
SM-G780F,MID,G780FXXSJFXH1,G780FOJMJFXH1,G780FXXSJFXH1,upgrade
SM-G780F,MID,G780FXXSHFXF3,G780FOJMHFXF3,G780FXXSHFXF3,upgrade
SM-G780F,MID,G780FXXU4CUF1,G780FOJM4CUF1,G780FXXU4CUE4,upgrade
SM-G780F,MID,G780FXXSDFWJ8,G780FOJMDFWH5,G780FXXUDFWH5,upgrade
SM-G780F,MID,G780FXXSBFWD1,G780FOJMBFWD1,G780FXXSBFWD1,upgrade
SM-G780F,MID,G780FXXSGFXC6,G780FOJMGFXC6,G780FXXSGFXC6,upgrade
SM-G780F,MID,G780FXXU8DVC8,G780FOJM8DVC7,G780FXXU8DVC8,upgrade
SM-G780F,MID,G780FXXSADVJ1,G780FOJMADVI1,G780FXXSADVJ1,upgrade
SM-G780F,MID,G780FXXU2CUB2,G780FOJM2CUB4,G780FXXU2CUB2,upgrade
SM-G780F,MID,G780FXXSDFWGA,G780FOJMDFWF3,G780FXXSDFWG8,upgrade
SM-G780F,MID,G780FXXU5CUH1,G780FOJM5CUH1,G780FXXU5CUH1,upgrade
SM-G780F,MID,G780FXXS8CUJ5,G780FOJM8CUJ5,G780FXXS8CUJ5,upgrade
SM-G780F,MID,G780FXXSAEWA5,G780FOJMAEVK3,G780FXXUAEVK3,upgrade
SM-G780F,MID,G780FXXUBFWD2,G780FOJMBFWD2,G780FXXUBFWD2,upgrade
SM-G780F,MID,G780FXXS1BTL2,G780FOJM1BUA1,G780FXXU1BTL1,upgrade
SM-G780F,MID,G780FXXSDFWH8,G780FOJMDFWH5,G780FXXUDFWH5,upgrade
SM-G780F,MID,G780FXXSJFXI1,G780FOJMJFXI1,G780FXXSJFXI1,upgrade
SM-G780F,MID,G780FXXS7CUI5,G780FOJM7CUI5,G780FXXS7CUI5,upgrade
SM-G780F,MID,G780FXXSKFXJ3,G780FOJMKFXJ3,G780FXXSKFXJ3,upgrade
SM-G780F,MID,G780FXXSMFYC1,G780FOJMMFYC1,G780FXXSMFYC1,upgrade
SM-G780F,MID,G780FXXSEFWK8,G780FOJMEFWK8,G780FXXSEFWK8,upgrade
SM-G780F,MID,G780FXXSFFXA6,G780FOJMFFXA6,G780FXXSFFXA6,upgrade
SM-G780F,MID,G780FXXU9DVG5,G780FOJM9DVG3,G780FXXU9DVG5,upgrade
SM-G780F,MID,G780FXXSLFXK7,G780FOJMLFXK7,G780FXXSLFXK7,upgrade
SM-G780F,MID,G780FXXS9DVE3,G780FOJM9DVE3,G780FXXS9DVE3,upgrade
SM-G780F,MID,G780FXXSAEVL2,G780FOJMAEVK3,G780FXXUAEVK3,upgrade
SM-G780F,MID,G780FXXSIFXG1,G780FOJMIFXG1,G780FXXSIFXG1,upgrade
SM-G780F,MID,G780FXXUDFWH5,G780FOJMDFWH5,G780FXXUDFWH5,upgrade
SM-G780F,THL,G780FXXSOFYJ1,G780FOLMOFYJ1,G780FXXSOFYJ1,latest
SM-G780F,THL,G780FXXU4CUF1,G780FOLM4CUF1,G780FXXU4CUE4,upgrade
SM-G780F,THL,G780FXXS8CUJ5,G780FOLM8CUJ5,G780FXXS8CUJ5,upgrade
SM-G780F,THL,G780FXXU8DVB2,G780FOLM8DVB2,G780FXXU8DVA3,upgrade
SM-G780F,THL,G780FXXUBFWD2,G780FOLMBFWD2,G780FXXUBFWD2,upgrade
SM-G780F,THL,G780FXXSIFXG1,G780FOLMIFXG1,G780FXXSIFXG1,upgrade
SM-G780F,THL,G780FXXS3CUD7,G780FOLM3CUD7,G780FXXS3CUD7,upgrade
SM-G780F,THL,G780FXXSAEVL1,G780FOLMAEVK3,G780FXXUAEVK3,upgrade
SM-G780F,THL,G780FXXSHFXF3,G780FOLMHFXF3,G780FXXSHFXF3,upgrade
SM-G780F,THL,G780FXXSJFXH1,G780FOLMJFXH1,G780FXXSJFXH1,upgrade
SM-G780F,THL,G780FXXU4CUG1,G780FOLM4CUG1,G780FXXU4CUG1,upgrade
SM-G780F,THL,G780FXXSHFXE5,G780FOLMHFXE5,G780FXXSHFXE5,upgrade
SM-G780F,THL,G780FXXU2CUCC,G780FOLM2CUCC,G780FXXU2CUB2,upgrade
SM-G780F,THL,G780FXXU8DVC8,G780FOLM8DVC7,G780FXXU8DVC8,upgrade
SM-G780F,THL,G780FXXSADVJ1,G780FOLMADVI1,G780FXXSADVJ1,upgrade
SM-G780F,THL,G780FXXUDFWH5,G780FOLMDFWH5,G780FXXUDFWH5,upgrade
SM-G780F,THL,G780FXXS7CUI5,G780FOLM7CUI5,G780FXXS7CUI5,upgrade
SM-G780F,THL,G780FXXSDFWGA,G780FOLMDFWF3,G780FXXSDFWG8,upgrade
SM-G780F,THL,G780FXXSFFXA6,G780FOLMFFXA6,G780FXXSFFXA6,upgrade
SM-G780F,THL,G780FXXU9DVG5,G780FOLM9DVG3,G780FXXU9DVG5,upgrade
SM-G780F,THL,G780FXXS1BTL2,G780FOLM1BTL1,G780FXXU1BTL2,upgrade
SM-G780F,THL,G780FXXSLFXK7,G780FOLMLFXK7,G780FXXSLFXK7,upgrade
SM-G780F,THL,G780FXXSDFWG3,G780FOLMDFWF3,G780FXXSDFWF3,upgrade
SM-G780F,THL,G780FXXUCFWE5,G780FOLMCFWE5,G780FXXUCFWE5,upgrade
SM-G780F,THL,G780FXXSGFXC6,G780FOLMGFXC6,G780FXXSGFXC6,upgrade
SM-G780F,THL,G780FXXS9DVE3,G780FOLM9DVE3,G780FXXS9DVE3,upgrade
SM-G780F,THL,G780FXXSKFXJ3,G780FOLMKFXJ3,G780FXXSKFXJ3,upgrade
SM-G780F,THL,G780FXXSJFXI1,G780FOLMJFXI1,G780FXXSJFXI1,upgrade
SM-G780F,THL,G780FXXSNFYH1,G780FOLMNFYH1,G780FXXSNFYH1,upgrade
SM-G780F,THL,G780FXXUAEVK3,G780FOLMAEVK3,G780FXXUAEVK3,upgrade
SM-G780F,THL,G780FXXSAEWA4,G780FOLMAEVK3,G780FXXUAEVK3,upgrade
SM-G780F,THL,G780FXXSBFWD1,G780FOLMBFWD1,G780FXXSBFWD1,upgrade
SM-G780F,THL,G780FXXSAEWB3,G780FOLMAEVK3,G780FXXUAEVK3,upgrade
SM-G780F,THL,G780FXXSDFWJ8,G780FOLMDFWH5,G780FXXUDFWH5,upgrade
SM-G780F,THL,G780FXXSEFWK8,G780FOLMEFWK8,G780FXXSEFWK8,upgrade
SM-G780F,THL,G780FXXSMFYC1,G780FOLMMFYC1,G780FXXSMFYC1,upgrade
SM-G780F,THL,G780FXXSFFXC1,G780FOLMFFXA6,G780FXXSFFXC1,upgrade
SM-G780F,THL,G780FXXS2CUB5,G780FOLM2CUB4,G780FXXU2CUB2,upgrade
SM-G780F,THL,G780FXXS8DUL6,G780FOLM8DUL5,G780FXXU8DUL5,upgrade
SM-G780F,THL,G780FXXS9DVF8,G780FOLM9DVE7,G780FXXS9DVF8,upgrade
SM-G780F,THL,G780FXXSDFWH8,G780FOLMDFWH5,G780FXXUDFWH5,upgrade
SM-G780F,THL,G780FXXU2CUB2,G780FOLM2CUB4,G780FXXU2CUB2,upgrade
SM-G780F,THL,G780FXXSDFWI3,G780FOLMDFWH5,G780FXXUDFWH5,upgrade
SM-G780F,THL,G780FXXUAFWB6,G780FOLMAFWB6,G780FXXUAFWB1,upgrade
SM-G780F,THL,G780FXXU4CUG5,G780FOLM4CUG5,G780FXXU4CUG5,upgrade
SM-G780F,THL,G780FXXSAFWC5,G780FOLMAFWB6,G780FXXUAFWB1,upgrade
SM-G780F,THL,G780FXXU9DVE7,G780FOLM9DVE7,G780FXXU9DVE7,upgrade
SM-G780F,THL,G780FXXS8DVD3,G780FOLM8DVC7,G780FXXS8DVD2,upgrade
SM-G780F,THL,G780FXXSNFYF2,G780FOLMNFYF2,G780FXXSNFYF2,upgrade
SM-G780F,THL,G780FXXUADVI1,G780FOLMADVI1,G780FXXUADVI1,upgrade
SM-G780F,THL,G780FXXS8CUKA,G780FOLM8CUJ5,G780FXXS8CUK9,upgrade
SM-G780F,THL,G780FXXSLFXL1,G780FOLMLFXL1,G780FXXSLFXL1,upgrade
SM-G780F,THL,G780FXXU5CUH1,G780FOLM5CUH1,G780FXXU5CUH1,upgrade
SM-G780F,THL,G780FXXS2BUA5,G780FOLM2BUB1,G780FXXS2BUA6,upgrade
SM-G780F,THL,G780FXXSEFWLC,G780FOLMEFWK8,G780FXXSEFWK8,upgrade
SM-G780F,THL,G780FXXS8DVA1,G780FOLM8DUL5,G780FXXU8DUL5,upgrade
SM-G780F,THL,G780FXXU6CUI4,G780FOLM6CUI4,G780FXXU6CUI4,upgrade
SM-G780F,THL,G780FXXU1BTL1,G780FOLM1BTL1,G780FXXU1BTL2,upgrade
SM-G780F,XME,G780FXXSOFYJ1,G780FOLMOFYJ1,G780FXXSOFYJ1,latest
SM-G780F,XME,G780FXXU4CUF1,G780FOLM4CUF1,G780FXXU4CUE4,upgrade
SM-G780F,XME,G780FXXS8CUJ5,G780FOLM8CUJ5,G780FXXS8CUJ5,upgrade
SM-G780F,XME,G780FXXU8DVB2,G780FOLM8DVB2,G780FXXU8DVA3,upgrade
SM-G780F,XME,G780FXXUBFWD2,G780FOLMBFWD2,G780FXXUBFWD2,upgrade
SM-G780F,XME,G780FXXSIFXG1,G780FOLMIFXG1,G780FXXSIFXG1,upgrade
SM-G780F,XME,G780FXXS3CUD7,G780FOLM3CUD7,G780FXXS3CUD7,upgrade
SM-G780F,XME,G780FXXSAEVL1,G780FOLMAEVK3,G780FXXUAEVK3,upgrade
SM-G780F,XME,G780FXXSHFXF3,G780FOLMHFXF3,G780FXXSHFXF3,upgrade
SM-G780F,XME,G780FXXSJFXH1,G780FOLMJFXH1,G780FXXSJFXH1,upgrade
