model,csc,ap,csc_ver,cp,kind
SM-A015F,XSG,A015FXXS6CWG1,A015FOJM6CWG3,A015FXXS6CWG1,latest
SM-A015F,XSG,A015FXXS5CWB2,A015FOJM5CVK5,A015FXXS5CWB2,upgrade
SM-A015F,XSG,A015FXXU4BUD8,A015FOJM4BUD8,A015FXXU4BUD8,upgrade
SM-A015F,XSG,A015FXXU4BUH1,A015FOJM4BUG3,A015FXXU4BUG1,upgrade
SM-A015F,XSG,A015FXXU5BUJ1,A015FOJM5BUJ1,A015FXXU5BUJ1,upgrade
SM-A015F,XSG,A015FXXU5BVG2,A015FOJM5BUJ1,A015FXXU5BUJ1,upgrade
SM-A015F,XSG,A015FXXS5BUL1,A015FOJM5BUJ1,A015FXXU5BUJ1,upgrade
SM-A015F,XSG,A015FXXS5BVC1,A015FOJM5BUJ1,A015FXXU5BUJ1,upgrade
SM-A015F,XSG,A015FXXU5CVK5,A015FOJM5CVK5,A015FXXU5CVI3,upgrade
SM-A015F,XFA,A015FXXS6CWG1,A015FOJM6CWG3,A015FXXS6CWG1,latest
SM-A015F,XFA,A015FXXS5CWB2,A015FOJM5CVK5,A015FXXS5CWB2,upgrade
SM-A015F,XFA,A015FXXU4BUH1,A015FOJM4BUG3,A015FXXU4BUG1,upgrade
SM-A015F,XFA,A015FXXU5BUJ1,A015FOJM5BUJ1,A015FXXU5BUJ1,upgrade
SM-A015F,XFA,A015FXXU4BUD8,A015FOJM4BUE1,A015FXXU4BUD8,upgrade
SM-A015F,XFA,A015FXXU5BVG2,A015FOJM5BUJ1,A015FXXU5BUJ1,upgrade
SM-A015F,XFA,A015FXXS5BUL1,A015FOJM5BUJ1,A015FXXU5BUJ1,upgrade
SM-A015F,XFA,A015FXXS5BVC1,A015FOJM5BUJ1,A015FXXU5BUJ1,upgrade
SM-A015F,XFA,A015FXXU5CVK5,A015FOJM5CVK5,A015FXXU5CVI3,upgrade
SM-A015F,EGY,A015FXXS6CWG1,A015FOJM6CWG3,A015FXXS6CWG1,latest
SM-A015F,EGY,A015FXXS5CWB2,A015FOJM5CVK5,A015FXXS5CWB2,upgrade
SM-A015F,EGY,A015FXXU4BUD8,A015FOJM4BUD8,A015FXXU4BUD8,upgrade
SM-A015F,EGY,A015FXXU4BUH1,A015FOJM4BUG3,A015FXXU4BUG1,upgrade
SM-A015F,EGY,A015FXXU5BUJ1,A015FOJM5BUJ1,A015FXXU5BUJ1,upgrade
SM-A015F,EGY,A015FXXU5BVG2,A015FOJM5BUJ1,A015FXXU5BUJ1,upgrade
SM-A015F,EGY,A015FXXS5BUL1,A015FOJM5BUJ1,A015FXXU5BUJ1,upgrade
SM-A015F,EGY,A015FXXS5BVC1,A015FOJM5BUJ1,A015FXXU5BUJ1,upgrade
SM-A015F,EGY,A015FXXU5CVK5,A015FOJM5CVK5,A015FXXU5CVI3,upgrade
SM-A015F,MID,A015FXXS6CWG1,A015FOJM6CWG3,A015FXXS6CWG1,latest
SM-A015F,MID,A015FXXS5CWB2,A015FOJM5CVK5,A015FXXS5CWB2,upgrade
SM-A015F,MID,A015FXXU4BUD8,A015FOJM4BUD8,A015FXXU4BUD8,upgrade
SM-A015F,MID,A015FXXU4BUH1,A015FOJM4BUG3,A015FXXU4BUG1,upgrade
SM-A015F,MID,A015FXXU5BUJ1,A015FOJM5BUJ1,A015FXXU5BUJ1,upgrade
SM-A015F,MID,A015FXXU5BVG2,A015FOJM5BUJ1,A015FXXU5BUJ1,upgrade
SM-A015F,MID,A015FXXS5BUL1,A015FOJM5BUJ1,A015FXXU5BUJ1,upgrade
SM-A015F,MID,A015FXXS5BVC1,A015FOJM5BUJ1,A015FXXU5BUJ1,upgrade
SM-A015F,MID,A015FXXU5CVK5,A015FOJM5CVK5,A015FXXU5CVI3,upgrade
SM-A015F,THL,A015FXXS6CWG1,A015FOLM6CWG1,A015FXXS6CWG1,latest
SM-A015F,THL,A015FXXU4BUD8,A015FOLM4BUD8,A015FXXU4BUD8,upgrade
SM-A015F,THL,A015FXXS5BVC1,A015FOLM5BUJ1,A015FXXU5BUJ1,upgrade
SM-A015F,THL,A015FXXU5BUJ1,A015FOLM5BUJ1,A015FXXU5BUJ1,upgrade
SM-A015F,THL,A015FXXS5CWB2,A015FOLM5CVI3,A015FXXS5CWB2,upgrade
SM-A015F,THL,A015FXXU5CVK5,A015FOLM5CVI3,A015FXXU5CVI3,upgrade
SM-A015F,THL,A015FXXS5BUL1,A015FOLM5BUJ1,A015FXXU5BUJ1,upgrade
SM-A015F,THL,A015FXXU4BUG4,A015FOLM4BUG3,A015FXXU4BUG1,upgrade
SM-A015F,THL,A015FXXU5BVG2,A015FOLM5BUJ1,A015FXXU5BUJ1,upgrade
SM-A015F,XME,A015FXXS6CWG1,A015FOLM6CWG1,A015FXXS6CWG1,latest
SM-A015F,XME,A015FXXU4BUD8,A015FOLM4BUD8,A015FXXU4BUD8,upgrade
SM-A015F,XME,A015FXXS5BVC1,A015FOLM5BUJ1,A015FXXU5BUJ1,upgrade
SM-A015F,XME,A015FXXU5BUJ1,A015FOLM5BUJ1,A015FXXU5BUJ1,upgrade
SM-A015F,XME,A015FXXS5CWB2,A015FOLM5CVI3,A015FXXS5CWB2,upgrade
SM-A015F,XME,A015FXXU5CVK5,A015FOLM5CVI3,A015FXXU5CVI3,upgrade
SM-A015F,XME,A015FXXS5BUL1,A015FOLM5BUJ1,A015FXXU5BUJ1,upgrade
SM-A015F,XME,A015FXXU4BUG4,A015FOLM4BUG3,A015FXXU4BUG1,upgrade
SM-A015F,XME,A015FXXU5BVG2,A015FOLM5BUJ1,A015FXXU5BUJ1,upgrade
SM-A015F,SEK,A015FXXS6CWG1,A015FOXM6CWG1,A015FXXS6CWG1,latest
SM-A015F,SEK,A015FXXU4BUD8,A015FOXM4BUD8,A015FXXU4BUD8,upgrade
SM-A015F,SEK,A015FXXS5BVC1,A015FOXM5BUJ1,A015FXXU5BUJ1,upgrade
SM-A015F,SEK,A015FXXU4BUG4,A015FOXM4BUG3,A015FXXU4BUG1,upgrade
SM-A015F,SEK,A015FXXU5BVG2,A015FOXM5BUJ1,A015FXXU5BUJ1,upgrade
SM-A015F,SEK,A015FXXS5BUL1,A015FOXM5BUJ1,A015FXXU5BUJ1,upgrade
SM-A015F,SEK,A015FXXU5BUJ1,A015FOXM5BUJ1,A015FXXU5BUJ1,upgrade
SM-A015F,SEK,A015FXXS5CWB2,A015FOXM5CVI3,A015FXXS5CWB2,upgrade
SM-A015F,SEK,A015FXXU5CVK5,A015FOXM5CVI3,A015FXXU5CVI3,upgrade
SM-A025F,XSG,A025FXXS8CYC3,A025FOJM8CYC4,A025FXXS8CYC3,latest
SM-A025F,XSG,A025FXXS7CXC1,A025FOJM7CWJ3,A025FXXS7CWJ1,upgrade
SM-A025F,XSG,A025FXXU4CVF4,A025FOJM4CVF5,A025FXXU4CVF4,upgrade
SM-A025F,XSG,A025FXXU2BUDC,A025FOJM2BUDC,A025FXXU2BUDC,upgrade
SM-A025F,XSG,A025FXXS4BVC2,A025FOJM4BVD1,A025FXXS4BVC2,upgrade
SM-A025F,XSG,A025FXXS8CXH1,A025FOJM8CXH3,A025FXXS8CXH1,upgrade
SM-A025F,XSG,A025FXXU4CVJ1,A025FOJM4CVF5,A025FXXU4CVF4,upgrade
SM-A025F,XSG,A025FXXS7CWJ3,A025FOJM7CWJ3,A025FXXS7CWJ1,upgrade
SM-A025F,XSG,A025FXXU3BUH1,A025FOJM3BUG3,A025FXXU3BUH1,upgrade
SM-A025F,XSG,A025FXXU6CWE2,A025FOJM6CWD1,A025FXXU6CWC1,upgrade
SM-A025F,XSG,A025FXXS5CVK1,A025FOJM5CVK1,A025FXXS5CVK1,upgrade
SM-A025F,XSG,A025FXXU3BUJ7,A025FOJM3BUK1,A025FXXU3BUJ7,upgrade
SM-A025F,XSG,A025FXXU2BUE2,A025FOJM2BUDC,A025FXXU2BUDC,upgrade
SM-A025F,XSG,A025FXXS2BUF1,A025FOJM2BUDC,A025FXXS2BUF1,upgrade
SM-A025F,XFA,A025FXXS8CYC3,A025FOJM8CYC4,A025FXXS8CYC3,latest
SM-A025F,XFA,A025FXXS8CXH1,A025FOJM8CXH3,A025FXXS8CXH1,upgrade
SM-A025F,XFA,A025FXXU4CVJ1,A025FOJM4CVF5,A025FXXU4CVF4,upgrade
SM-A025F,XFA,A025FXXS7CXC1,A025FOJM7CWJ3,A025FXXS7CWJ1,upgrade
SM-A025F,XFA,A025FXXS7CWJ3,A025FOJM7CWJ3,A025FXXS7CWJ1,upgrade
SM-A025F,XFA,A025FXXU3BUH1,A025FOJM3BUG3,A025FXXU3BUH1,upgrade
SM-A025F,XFA,A025FXXU6CWE2,A025FOJM6CWD1,A025FXXU6CWC1,upgrade
SM-A025F,XFA,A025FXXU4CVF4,A025FOJM4CVF5,A025FXXU4CVF4,upgrade
SM-A025F,XFA,A025FXXS5CVK1,A025FOJM5CVK1,A025FXXS5CVK1,upgrade
SM-A025F,XFA,A025FXXU3BUJ7,A025FOJM3BUK1,A025FXXU3BUJ7,upgrade
SM-A025F,XFA,A025FXXS4BVC2,A025FOJM4BVD1,A025FXXS4BVC2,upgrade
SM-A025F,XFA,A025FXXU2BUE2,A025FOJM2BUDC,A025FXXU2BUDC,upgrade
SM-A025F,XFA,A025FXXS2BUF1,A025FOJM2BUDC,A025FXXS2BUF1,upgrade
SM-A025F,EGY,A025FXXS8CYC3,A025FOJM8CYC4,A025FXXS8CYC3,latest
SM-A025F,EGY,A025FXXS8CXH1,A025FOJM8CXH3,A025FXXS8CXH1,upgrade
SM-A025F,EGY,A025FXXU4CVJ1,A025FOJM4CVF5,A025FXXU4CVF4,upgrade
SM-A025F,EGY,A025FXXS7CXC1,A025FOJM7CWJ3,A025FXXS7CWJ1,upgrade
SM-A025F,EGY,A025FXXS7CWJ3,A025FOJM7CWJ3,A025FXXS7CWJ1,upgrade
SM-A025F,EGY,A025FXXU3BUH1,A025FOJM3BUG3,A025FXXU3BUH1,upgrade
SM-A025F,EGY,A025FXXU6CWE2,A025FOJM6CWD1,A025FXXU6CWC1,upgrade
SM-A025F,EGY,A025FXXU4CVF4,A025FOJM4CVF5,A025FXXU4CVF4,upgrade
SM-A025F,EGY,A025FXXS5CVK1,A025FOJM5CVK1,A025FXXS5CVK1,upgrade
SM-A025F,EGY,A025FXXU3BUJ7,A025FOJM3BUK1,A025FXXU3BUJ7,upgrade
SM-A025F,EGY,A025FXXS4BVC2,A025FOJM4BVD1,A025FXXS4BVC2,upgrade
SM-A025F,EGY,A025FXXU2BUE2,A025FOJM2BUDC,A025FXXU2BUDC,upgrade
SM-A025F,EGY,A025FXXS2BUF1,A025FOJM2BUDC,A025FXXS2BUF1,upgrade
SM-A025F,ILO,A025FXXS8CXH1,A025FOJM8CXH3,A025FXXS8CXH1,latest
SM-A025F,ILO,A025FXXU4CVJ1,A025FOJM4CVF5,A025FXXU4CVF4,upgrade
SM-A025F,ILO,A025FXXS7CXC1,A025FOJM7CWJ3,A025FXXS7CWJ1,upgrade
SM-A025F,ILO,A025FXXS7CWJ3,A025FOJM7CWJ3,A025FXXS7CWJ1,upgrade
SM-A025F,ILO,A025FXXU3BUH1,A025FOJM3BUG3,A025FXXU3BUH1,upgrade
SM-A025F,ILO,A025FXXU6CWE2,A025FOJM6CWD1,A025FXXU6CWC1,upgrade
SM-A025F,ILO,A025FXXU4CVF4,A025FOJM4CVF5,A025FXXU4CVF4,upgrade
SM-A025F,ILO,A025FXXS5CVK1,A025FOJM5CVK1,A025FXXS5CVK1,upgrade
SM-A025F,ILO,A025FXXU3BUJ7,A025FOJM3BUK1,A025FXXU3BUJ7,upgrade
SM-A025F,ILO,A025FXXS4BVC2,A025FOJM4BVD1,A025FXXS4BVC2,upgrade
SM-A025F,ILO,A025FXXU2BUE2,A025FOJM2BUDC,A025FXXU2BUDC,upgrade
SM-A025F,ILO,A025FXXS2BUF1,A025FOJM2BUDC,A025FXXS2BUF1,upgrade
SM-A025F,MID,A025FXXS8CYC3,A025FOJM8CYC4,A025FXXS8CYC3,latest
SM-A025F,MID,A025FXXS8CXH1,A025FOJM8CXH3,A025FXXS8CXH1,upgrade
SM-A025F,MID,A025FXXU4CVJ1,A025FOJM4CVF5,A025FXXU4CVF4,upgrade
SM-A025F,MID,A025FXXS7CXC1,A025FOJM7CWJ3,A025FXXS7CWJ1,upgrade
SM-A025F,MID,A025FXXS7CWJ3,A025FOJM7CWJ3,A025FXXS7CWJ1,upgrade
SM-A025F,MID,A025FXXU3BUH1,A025FOJM3BUG3,A025FXXU3BUH1,upgrade
SM-A025F,MID,A025FXXU6CWE2,A025FOJM6CWD1,A025FXXU6CWC1,upgrade
SM-A025F,MID,A025FXXU4CVF4,A025FOJM4CVF5,A025FXXU4CVF4,upgrade
SM-A025F,MID,A025FXXS5CVK1,A025FOJM5CVK1,A025FXXS5CVK1,upgrade
SM-A025F,MID,A025FXXS4BVE1,A025FOJM4BVE1,A025FXXS4BVE1,upgrade
SM-A025F,MID,A025FXXU2BUE2,A025FOJM2BUDC,A025FXXU2BUDC,upgrade
SM-A025F,MID,A025FXXS2BUF1,A025FOJM2BUDC,A025FXXS2BUF1,upgrade
SM-A025F,THL,A025FXXS8CYC3,A025FOLM8CYC3,A025FXXS8CYC3,latest
SM-A025F,THL,A025FXXS7CXC1,A025FOLM7CXC1,A025FXXS7CWJ1,upgrade
SM-A025F,THL,A025FXXS3BVA2,A025FOLM3BUJ6,A025FXXU3BUJ7,upgrade
SM-A025F,THL,A025FXXU3BUJ7,A025FOLM3BUJ6,A025FXXU3BUJ7,upgrade
SM-A025F,THL,A025FXXS5CVK1,A025FOLM5CVK1,A025FXXS5CVK1,upgrade
SM-A025F,THL,A025FXXU3BUH1,A025FOLM3BUG2,A025FXXU3BUH1,upgrade
SM-A025F,THL,A025FXXU2BUE3,A025FOLM2BUE3,A025FXXU2BUDC,upgrade
SM-A025F,THL,A025FXXU6CWE2,A025FOLM6CWE2,A025FXXU6CWC1,upgrade
SM-A025F,THL,A025FXXS4BVC2,A025FOLM4BVC2,A025FXXS4BVC2,upgrade
SM-A025F,THL,A025FXXU2BUDC,A025FOLM2BUDA,A025FXXU2BUDC,upgrade
SM-A025F,THL,A025FXXU4CVJ1,A025FOLM4CVF4,A025FXXU4CVF4,upgrade
SM-A025F,THL,A025FXXS2BUG1,A025FOLM2BUF1,A025FXXS2BUF1,upgrade
SM-A025F,THL,A025FXXU4CVF4,A025FOLM4CVF4,A025FXXU4CVF4,upgrade
SM-A025F,THL,A025FXXS8CXH1,A025FOLM8CXH1,A025FXXS8CXH1,upgrade
SM-A025F,XME,A025FXXS8CXH1,A025FOLM8CXH1,A025FXXS8CXH1,latest
SM-A025F,XME,A025FXXU2BUE3,A025FOLM2BUE3,A025FXXU2BUDC,upgrade
SM-A025F,XME,A025FXXU6CWE2,A025FOLM6CWE2,A025FXXU6CWC1,upgrade
SM-A025F,XME,A025FXXS4BVC2,A025FOLM4BVC2,A025FXXS4BVC2,upgrade
SM-A025F,XME,A025FXXS7CXC1,A025FOLM7CXC1,A025FXXS7CWJ1,upgrade
SM-A025F,XME,A025FXXS3BVA2,A025FOLM3BUJ6,A025FXXU3BUJ7,upgrade
SM-A025F,XME,A025FXXU2BUDC,A025FOLM2BUDA,A025FXXU2BUDC,upgrade
SM-A025F,XME,A025FXXS2BUG1,A025FOLM2BUE3,A025FXXS2BUF1,upgrade
SM-A025F,XME,A025FXXU3BUJ7,A025FOLM3BUJ6,A025FXXU3BUJ7,upgrade
SM-A025F,XME,A025FXXS5CVK1,A025FOLM5CVK1,A025FXXS5CVK1,upgrade
SM-A025F,XME,A025FXXU4CVJ1,A025FOLM4CVF4,A025FXXU4CVF4,upgrade
SM-A025F,XME,A025FXXU4CVF4,A025FOLM4CVF4,A025FXXU4CVF4,upgrade
SM-A025F,XME,A025FXXU3BUH1,A025FOLM3BUG2,A025FXXU3BUH1,upgrade
SM-A025F,SEK,A025FXXS8CYC3,A025FOXE8CYC3,A025FXXS8CYC3,latest
SM-A025F,SEK,A025FXXS3BVA2,A025FOXE3BUJ7,A025FXXU3BUJ7,upgrade
SM-A025F,SEK,A025FXXU3BUJ7,A025FOXE3BUJ7,A025FXXU3BUJ7,upgrade
SM-A025F,SEK,A025FXXU2BUDC,A025FOXE2BUE1,A025FXXU2BUDC,upgrade
SM-A025F,SEK,A025FXXS3BUJ1,A025FOXE3BUH1,A025FXXS3BUJ1,upgrade
SM-A025F,SEK,A025FXXU6CWE2,A025FOXE6CWE2,A025FXXU6CWC1,upgrade
SM-A025F,SEK,A025FXXS2BUF1,A025FOXE2BUE1,A025FXXS2BUF1,upgrade
SM-A025F,SEK,A025FXXS7CXC1,A025FOXE7CXC1,A025FXXS7CWJ1,upgrade
SM-A025F,SEK,A025FXXU2BUE2,A025FOXE2BUE1,A025FXXU2BUDC,upgrade
SM-A025F,SEK,A025FXXS8CXH1,A025FOXE8CXH1,A025FXXS8CXH1,upgrade
SM-A025F,SEK,A025FXXU4CVF4,A025FOXE4CVF4,A025FXXU4CVF4,upgrade
SM-A025F,SEK,A025FXXU4CVJ1,A025FOXE4CVF4,A025FXXU4CVF4,upgrade
SM-A025F,SEK,A025FXXS7CWJ3,A025FOXE7CWJ3,A025FXXS7CWJ1,upgrade
SM-A025F,SEK,A025FXXU3BUH1,A025FOXE3BUH1,A025FXXU3BUH1,upgrade
SM-A025F,SEK,A025FXXS7CWK1,A025FOXE7CWK1,A025FXXS7CWJ1,upgrade
SM-A025F,SEK,A025FXXS4BVC2,A025FOXE4BVC2,A025FXXS4BVC2,upgrade
SM-A025F,SEK,A025FXXS5CVK1,A025FOXE5CVK1,A025FXXS5CVK1,upgrade
SM-A032F,INS,A032FXXS9CZA1,A032FODM9CZA1,A032FXXS9CZA1,latest
SM-A032F,INS,A032FXXS2AVJ2,A032FODM2AVI1,A032FXXS2AVJ2,upgrade
SM-A032F,INS,A032FXXU1AVA1,A032FODM1AVA1,A032FXXU1AUL4,upgrade
SM-A032F,INS,A032FXXU4CWI8,A032FODM4CWI8,A032FXXU4CWI8,upgrade
SM-A032F,INS,A032FXXS5CXA1,A032FODM5CWL3,A032FXXS5CXA1,upgrade
SM-A032F,INS,A032FXXU1AVE2,A032FODM1AVE2,A032FXXU1AVC2,upgrade
SM-A032F,INS,A032FXXU1AVC2,A032FODM1AVC2,A032FXXU1AVC2,upgrade
SM-A032F,INS,A032FXXU2BWC4,A032FODM2BWD1,A032FXXU2BWC3,upgrade
SM-A032F,INS,A032FXXU2AVH2,A032FODM2AVH2,A032FXXU2AVG1,upgrade
SM-A032F,INS,A032FXXS4BWH8,A032FODM4BWH8,A032FXXS4BWH5,upgrade
SM-A032F,INS,A032FXXS7CYA3,A032FODM7CYA1,A032FXXS7CYA3,upgrade
SM-A032F,INS,A032FXXU3BWF1,A032FODM3BWF1,A032FXXU3BWF1,upgrade
SM-A032F,INS,A032FXXU1AUKE,A032FODM1AUKB,A032FXXU1AUKC,upgrade
SM-A032F,INS,A032FXXU2AVH4,A032FODM2AVI1,A032FXXU2AVG1,upgrade
SM-A032F,INS,A032FXXU1AUL5,A032FODM1AUL2,A032FXXU1AUL4,upgrade
SM-A032F,INS,A032FXXS8CYF3,A032FODM8CYF1,A032FXXS8CYF3,upgrade
SM-A032F,INS,A032FXXU1AVB3,A032FODM1AVB3,A032FXXU1AVB1,upgrade
SM-A032F,INS,A032FXXS6CXE1,A032FODM6CXE1,A032FXXS6CXE1,upgrade
SM-A032F,XSG,A032FXXS9CZA2,A032FOJM9CZA2,A032FXXS9CZA1,latest
SM-A032F,XSG,A032FXXU2BWC3,A032FOJM2BWC3,A032FXXU2BWC3,upgrade
SM-A032F,XSG,A032FXXU1AUL5,A032FOJM1AUL2,A032FXXU1AUL4,upgrade
SM-A032F,XSG,A032FXXU1AUKE,A032FOJM1AUKC,A032FXXU1AUKC,upgrade
SM-A032F,XSG,A032FXXU2AVH4,A032FOJM2AVH4,A032FXXU2AVG1,upgrade
SM-A032F,XSG,A032FXXS5CXA2,A032FOJM5CXA2,A032FXXS5CXA1,upgrade
SM-A032F,XSG,A032FXXU2AVH2,A032FOJM2AVH2,A032FXXU2AVG1,upgrade
SM-A032F,XSG,A032FXXS6CXE2,A032FOJM6CXE2,A032FXXS6CXE1,upgrade
SM-A032F,XSG,A032FXXS4BWH5,A032FOJM4BWH5,A032FXXS4BWH5,upgrade
SM-A032F,XSG,A032FXXU1AVC2,A032FOJM1AVC2,A032FXXU1AVC2,upgrade
SM-A032F,XSG,A032FXXS2AVJ2,A032FOJM2AVH4,A032FXXS2AVJ2,upgrade
SM-A032F,XSG,A032FXXU1AVE2,A032FOJM1AVE2,A032FXXU1AVC2,upgrade
SM-A032F,XSG,A032FXXU3BWF2,A032FOJM3BWF2,A032FXXU3BWF2,upgrade
SM-A032F,XSG,A032FXXU4CWI9,A032FOJM4CWI9,A032FXXU4CWI9,upgrade
SM-A032F,XSG,A032FXXU1AVB3,A032FOJM1AVB3,A032FXXU1AVB1,upgrade
SM-A032F,XSG,A032FXXS8CYF4,A032FOJM8CYF4,A032FXXS8CYF3,upgrade
SM-A032F,XSG,A032FXXS7CYA4,A032FOJM7CYA4,A032FXXS7CYA3,upgrade
SM-A032F,XSG,A032FXXU1AVA1,A032FOJM1AVA1,A032FXXU1AUL4,upgrade
SM-A032F,XFA,A032FXXS9CZA2,A032FOJM9CZA2,A032FXXS9CZA1,latest
SM-A032F,XFA,A032FXXU2BWC3,A032FOJM2BWC3,A032FXXU2BWC3,upgrade
SM-A032F,XFA,A032FXXU1AUKE,A032FOJM1AUKC,A032FXXU1AUKC,upgrade
SM-A032F,XFA,A032FXXS5CXA2,A032FOJM5CXA2,A032FXXS5CXA1,upgrade
SM-A032F,XFA,A032FXXU2AWB4,A032FOJM2AWB4,A032FXXU2AWB4,upgrade
SM-A032F,XFA,A032FXXU2AVH2,A032FOJM2AVH2,A032FXXU2AVG1,upgrade
SM-A032F,XFA,A032FXXS6CXE2,A032FOJM6CXE2,A032FXXS6CXE1,upgrade
SM-A032F,XFA,A032FXXS4BWH5,A032FOJM4BWH5,A032FXXS4BWH5,upgrade
SM-A032F,XFA,A032FXXU1AVC2,A032FOJM1AVC2,A032FXXU1AVC2,upgrade
SM-A032F,XFA,A032FXXU1AVE2,A032FOJM1AVE2,A032FXXU1AVC2,upgrade
SM-A032F,XFA,A032FXXU3BWF2,A032FOJM3BWF2,A032FXXU3BWF2,upgrade
SM-A032F,XFA,A032FXXU4CWI9,A032FOJM4CWI9,A032FXXU4CWI9,upgrade
SM-A032F,XFA,A032FXXU1AVB3,A032FOJM1AVB3,A032FXXU1AVB1,upgrade
SM-A032F,XFA,A032FXXS8CYF4,A032FOJM8CYF4,A032FXXS8CYF3,upgrade
SM-A032F,XFA,A032FXXS7CYA4,A032FOJM7CYA4,A032FXXS7CYA3,upgrade
SM-A032F,XFA,A032FXXU1AVA1,A032FOJM1AVA1,A032FXXU1AUL4,upgrade
SM-A032F,EGY,A032FXXS9CZA2,A032FOJM9CZA2,A032FXXS9CZA1,latest
SM-A032F,EGY,A032FXXU1AUL5,A032FOJM1AUL2,A032FXXU1AUL4,upgrade
SM-A032F,EGY,A032FXXU1AUKE,A032FOJM1AUKC,A032FXXU1AUKC,upgrade
SM-A032F,EGY,A032FXXS5CXA2,A032FOJM5CXA2,A032FXXS5CXA1,upgrade
SM-A032F,EGY,A032FXXU1AVA1,A032FOJM1AVA1,A032FXXU1AVA1,upgrade
SM-A032F,EGY,A032FXXU2AVH2,A032FOJM2AVH2,A032FXXU2AVG1,upgrade
SM-A032F,EGY,A032FXXS6CXE2,A032FOJM6CXE2,A032FXXS6CXE1,upgrade
SM-A032F,EGY,A032FXXS4BWH5,A032FOJM4BWH5,A032FXXS4BWH5,upgrade
SM-A032F,EGY,A032FXXU1AVC2,A032FOJM1AVC2,A032FXXU1AVC2,upgrade
SM-A032F,EGY,A032FXXU2AVH4,A032FOJM2AVJ1,A032FXXU2AVG1,upgrade
SM-A032F,EGY,A032FXXU1AVE2,A032FOJM1AVE2,A032FXXU1AVC2,upgrade
SM-A032F,EGY,A032FXXU3BWF2,A032FOJM3BWF2,A032FXXU3BWF2,upgrade
SM-A032F,EGY,A032FXXU2BWC3,A032FOJM2BWC4,A032FXXU2BWC3,upgrade
SM-A032F,EGY,A032FXXU4CWI9,A032FOJM4CWI9,A032FXXU4CWI9,upgrade
SM-A032F,EGY,A032FXXS2AVJ2,A032FOJM2AVJ1,A032FXXS2AVJ2,upgrade
SM-A032F,EGY,A032FXXU1AVB3,A032FOJM1AVB3,A032FXXU1AVB1,upgrade
SM-A032F,EGY,A032FXXS8CYF4,A032FOJM8CYF4,A032FXXS8CYF3,upgrade
SM-A032F,EGY,A032FXXS7CYA4,A032FOJM7CYA4,A032FXXS7CYA3,upgrade
SM-A032F,MID,A032FXXS9CZA2,A032FOJM9CZA2,A032FXXS9CZA1,latest
SM-A032F,MID,A032FXXU1AUL5,A032FOJM1AUL2,A032FXXU1AUL4,upgrade
SM-A032F,MID,A032FXXU1AUKE,A032FOJM1AUKC,A032FXXU1AUKC,upgrade
SM-A032F,MID,A032FXXS5CXA2,A032FOJM5CXA2,A032FXXS5CXA1,upgrade
SM-A032F,MID,A032FXXU1AVA1,A032FOJM1AVA1,A032FXXU1AVA1,upgrade
SM-A032F,MID,A032FXXU2AVH2,A032FOJM2AVH2,A032FXXU2AVG1,upgrade
SM-A032F,MID,A032FXXS6CXE2,A032FOJM6CXE2,A032FXXS6CXE1,upgrade
SM-A032F,MID,A032FXXS4BWH5,A032FOJM4BWH5,A032FXXS4BWH5,upgrade
SM-A032F,MID,A032FXXU1AVC2,A032FOJM1AVC2,A032FXXU1AVC2,upgrade
SM-A032F,MID,A032FXXU2AVH4,A032FOJM2AVJ1,A032FXXU2AVG1,upgrade
SM-A032F,MID,A032FXXU1AVE2,A032FOJM1AVE2,A032FXXU1AVC2,upgrade
SM-A032F,MID,A032FXXU3BWF2,A032FOJM3BWF2,A032FXXU3BWF2,upgrade
SM-A032F,MID,A032FXXU2BWC3,A032FOJM2BWC4,A032FXXU2BWC3,upgrade
SM-A032F,MID,A032FXXU4CWI9,A032FOJM4CWI9,A032FXXU4CWI9,upgrade
SM-A032F,MID,A032FXXS2AVJ2,A032FOJM2AVJ1,A032FXXS2AVJ2,upgrade
SM-A032F,MID,A032FXXU1AVB3,A032FOJM1AVB3,A032FXXU1AVB1,upgrade
SM-A032F,MID,A032FXXS8CYF4,A032FOJM8CYF4,A032FXXS8CYF3,upgrade
SM-A032F,MID,A032FXXS7CYA4,A032FOJM7CYA4,A032FXXS7CYA3,upgrade
SM-A032F,THL,A032FXXS9CZA1,A032FOLM9CZA1,A032FXXS9CZA1,latest
SM-A032F,THL,A032FXXS2AVJ2,A032FOLM2AVH3,A032FXXS2AVJ2,upgrade
SM-A032F,THL,A032FXXU4CWI8,A032FOLM4CWI8,A032FXXU4CWI8,upgrade
SM-A032F,THL,A032FXXU1AVE2,A032FOLM1AVE2,A032FXXU1AVC2,upgrade
SM-A032F,THL,A032FXXS7CYA3,A032FOLM7CYA3,A032FXXS7CYA3,upgrade
SM-A032F,THL,A032FXXU3BWF2,A032FOLM3BWF2,A032FXXU3BWF2,upgrade
SM-A032F,THL,A032FXXS5CXA1,A032FOLM5CXA1,A032FXXS5CXA1,upgrade
SM-A032F,THL,A032FXXS6CXE1,A032FOLM6CXE1,A032FXXS6CXE1,upgrade
SM-A032F,THL,A032FXXU2AVH4,A032FOLM2AVH3,A032FXXU2AVG1,upgrade
SM-A032F,THL,A032FXXU1AVD4,A032FOLM1AVD4,A032FXXU1AVC2,upgrade
