model,csc,version,updated_at
SM-G980F,EGY,G980FXXSNHYB1,2025-02-01
SM-G980F,ILO,G980FXXSNHYB1,2025-02-01
SM-G980F,MID,G980FXXSNHYB1,2025-02-01
SM-G980F,THL,G980FXXSNHYB1,2025-02-01
SM-G980F,XME,G980FXXSNHYB1,2025-02-01
SM-G980F,SEK,G980FXXSNHYB1,2025-02-01
SM-G980F,ITV,G980FXXSNHYB1,2025-02-01
SM-G980F,PHN,G980FXXSNHYB1,2025-02-01
SM-G980F,XSA,G980FXXSNHYB1,2025-02-01
SM-G980F,AUT,G980FXXSNHYB1,2025-02-01
SM-G981B,BTU,G981BXXSNHYB1,2025-02-01
SM-G981B,DBT,G981BXXSNHYB1,2025-02-01
SM-G981B,ITV,G981BXXSNHYB1,2025-02-01
SM-G981B,PHN,G981BXXSNHYB1,2025-02-01
SM-G981B,XSA,G981BXXSNHYB1,2025-02-01
SM-G981B,AUT,G981BXXSNHYB1,2025-02-01
SM-G985F,BTU,G985FXXSNHYB1,2025-02-01
SM-G985F,DBT,G985FXXSNHYB1,2025-02-01
SM-G985F,INU,G985FXXSNHYB7,2025-02-01
SM-G985F,XSG,G985FXXSNHYB1,2025-02-01
SM-G985F,XFA,G985FXXSNHYB1,2025-02-01
SM-G985F,EGY,G985FXXSNHYB1,2025-02-01
SM-G985F,ILO,G985FXXSNHYB1,2025-02-01
SM-G985F,MID,G985FXXSNHYB1,2025-02-01
SM-G985F,THL,G985FXXSNHYB1,2025-02-01
SM-G985F,XME,G985FXXSNHYB1,2025-02-01
SM-G985F,SEK,G985FXXSNHYB1,2025-02-01
SM-G985F,ITV,G985FXXSNHYB1,2025-02-01
SM-G985F,PHN,G985FXXSNHYB1,2025-02-01
SM-G985F,XSA,G985FXXSNHYB1,2025-02-01
SM-G985F,AUT,G985FXXSNHYB1,2025-02-01
SM-G988B,BTU,G988BXXSNHYB1,2025-02-01
SM-G988B,DBT,G988BXXSNHYB1,2025-02-01
SM-G988B,INU,G988BXXSNHYB7,2025-02-01
SM-G988B,XSG,G988BXXSNHYB1,2025-02-01
SM-G988B,XFA,G988BXXSNHYB1,2025-02-01
SM-G988B,EGY,G988BXXSNHYB1,2025-02-01
SM-G988B,ILO,G988BXXSNHYB1,2025-02-01
SM-G988B,MID,G988BXXSNHYB1,2025-02-01
SM-G988B,THL,G988BXXSNHYB1,2025-02-01
SM-G988B,XME,G988BXXSNHYB1,2025-02-01
SM-G988B,SEK,G988BXXSNHYB1,2025-02-01
SM-G988B,ITV,G988BXXSNHYB1,2025-02-01
SM-G988B,PHN,G988BXXSNHYB1,2025-02-01
SM-G988B,XSA,G988BXXSNHYB1,2025-02-01
SM-G988B,AUT,G988BXXSNHYB1,2025-02-01
SM-G990B,EUX,G990BXXSKIZF1,2026-06-01
SM-G990B,SEK,G990BXXSKIZF1,2026-06-01
SM-G991B,BTU,G991BXXSJHZC2,2026-03-01
SM-G991B,DBT,G991BXXSJHZC2,2026-03-01
SM-G991B,INU,G991BXXSJHZC2,2026-03-01
SM-G991B,XSG,G991BXXSJHZC2,2026-03-01
SM-G991B,XFA,G991BXXSJHZC2,2026-03-01
SM-G991B,EGY,G991BXXSJHZC2,2026-03-01
SM-G991B,ILO,G991BXXSJHZC2,2026-03-01
SM-G991B,MID,G991BXXSJHZC2,2026-03-01
SM-G991B,THL,G991BXXSJHZC2,2026-03-01
SM-G991B,XME,G991BXXSJHZC2,2026-03-01
SM-G991B,SEK,G991BXXSJHZC2,2026-03-01
SM-G991B,ITV,G991BXXSJHZC2,2026-03-01
SM-G991B,PHN,G991BXXSJHZC2,2026-03-01
SM-G991B,XSA,G991BXXSJHZC2,2026-03-01
SM-G991B,AUT,G991BXXSJHZC2,2026-03-01
SM-G996B,BTU,G996BXXSJHZC2,2026-03-01
SM-G996B,DBT,G996BXXSJHZC2,2026-03-01
SM-G996B,INU,G996BXXSJHZC2,2026-03-01
SM-G996B,XSG,G996BXXSJHZC2,2026-03-01
SM-G996B,XFA,G996BXXSJHZC2,2026-03-01
SM-G996B,EGY,G996BXXSJHZC2,2026-03-01
SM-G996B,ILO,G996BXXSJHZC2,2026-03-01
SM-G996B,MID,G996BXXSJHZC2,2026-03-01
SM-G996B,THL,G996BXXSJHZC2,2026-03-01
SM-G996B,XME,G996BXXSJHZC2,2026-03-01
SM-G996B,SEK,G996BXXSJHZC2,2026-03-01
SM-G996B,ITV,G996BXXSJHZC2,2026-03-01
SM-G996B,PHN,G996BXXSJHZC2,2026-03-01
SM-G996B,XSA,G996BXXSJHZC2,2026-03-01
SM-G996B,AUT,G996BXXSJHZC2,2026-03-01
SM-G998B,BTU,G998BXXSJHZC2,2026-03-01
SM-G998B,DBT,G998BXXSJHZC2,2026-03-01
SM-G998B,INU,G998BXXSJHZC2,2026-03-01
SM-G998B,XSG,G998BXXSJHZC2,2026-03-01
SM-G998B,XFA,G998BXXSJHZC2,2026-03-01
SM-G998B,EGY,G998BXXSJHZC2,2026-03-01
SM-G998B,ILO,G998BXXSJHZC2,2026-03-01
SM-G998B,MID,G998BXXSJHZC2,2026-03-01
SM-G998B,THL,G998BXXSJHZC2,2026-03-01
SM-G998B,XME,G998BXXSJHZC2,2026-03-01
SM-G998B,SEK,G998BXXSJHZC2,2026-03-01
SM-G998B,ITV,G998BXXSJHZC2,2026-03-01
SM-G998B,PHN,G998BXXSJHZC2,2026-03-01
SM-G998B,XSA,G998BXXSJHZC2,2026-03-01
SM-G998B,AUT,G998BXXSJHZC2,2026-03-01
SM-S711B,EUX,S711BXXSIGZH9,2026-08-01
SM-S711B,INS,S711BXXSIGZH9,2026-08-01
SM-S711B,XSG,S711BXXSIGZH9,2026-08-01
SM-S711B,XFA,S711BXXSIGZH9,2026-08-01
SM-S711B,EGY,S711BXXSIGZH9,2026-08-01
SM-S711B,ILO,S711BXXSIGZH9,2026-08-01
SM-S711B,MID,S711BXXSIGZH9,2026-08-01
SM-S711B,THL,S711BXXSIGZH9,2026-08-01
SM-S711B,XME,S711BXXSIGZH9,2026-08-01
SM-S711B,SEK,S711BXXSIGZH9,2026-08-01
SM-S711B,XSA,S711BXXSIGZH9,2026-08-01
SM-S721B,EUX,S721BXXSEDZH9,2026-08-01
SM-S721B,INS,S721BXXSEDZH9,2026-08-01
SM-S721B,XSG,S721BXXSEDZH9,2026-08-01
SM-S721B,XFA,S721BXXSEDZH9,2026-08-01
SM-S721B,EGY,S721BXXSEDZH9,2026-08-01
SM-S721B,ILO,S721BXXSEDZH9,2026-08-01
SM-S721B,MID,S721BXXSEDZH9,2026-08-01
SM-S721B,THL,S721BXXSEDZH9,2026-08-01
SM-S721B,XME,S721BXXSEDZH9,2026-08-01
SM-S721B,XSA,S721BXXSEDZH9,2026-08-01
SM-S901B,EUX,S901BXXSOGZH3,2026-08-01
SM-S901B,SEK,S901BXXSOGZH3,2026-08-01
SM-S906B,EUX,S906BXXSOGZH3,2026-08-01
SM-S906B,SEK,S906BXXSOGZH3,2026-08-01
SM-S908B,EUX,S908BXXSOGZH3,2026-08-01
SM-S908B,SEK,S908BXXSOGZH3,2026-08-01
SM-S911B,EUX,S911BXXSAFZH3,2026-08-01
SM-S911B,INS,S911BXXSAFZH3,2026-08-01
SM-S911B,XSG,S911BXXSAFZH3,2026-08-01
SM-S911B,XFA,S911BXXSAFZH3,2026-08-01
SM-S911B,EGY,S911BXXSAFZH3,2026-08-01
SM-S911B,ILO,S911BXXSAFZH3,2026-08-01
SM-S911B,MID,S911BXXSAFZH3,2026-08-01
SM-S911B,THL,S911BXXSAFZH3,2026-08-01
SM-S911B,XME,S911BXXSAFZH3,2026-08-01
SM-S911B,SEK,S911BXXSAFZH3,2026-08-01
SM-S911B,XSA,S911BXXSAFZH3,2026-08-01
SM-S916B,EUX,S916BXXSAFZH3,2026-08-01
SM-S916B,INS,S916BXXSAFZH3,2026-08-01
SM-S916B,XSG,S916BXXSAFZH3,2026-08-01
SM-S916B,XFA,S916BXXSAFZH3,2026-08-01
SM-S916B,EGY,S916BXXSAFZH3,2026-08-01
SM-S916B,ILO,S916BXXSAFZH3,2026-08-01
SM-S916B,MID,S916BXXSAFZH3,2026-08-01
SM-S916B,THL,S916BXXSAFZH3,2026-08-01
SM-S916B,XME,S916BXXSAFZH3,2026-08-01
SM-S916B,SEK,S916BXXSAFZH3,2026-08-01
SM-S916B,XSA,S916BXXSAFZH3,2026-08-01
SM-S918B,EUX,S918BXXSAFZH3,2026-08-01
SM-S918B,INS,S918BXXSAFZH3,2026-08-01
SM-S918B,XSG,S918BXXSAFZH3,2026-08-01
SM-S918B,XFA,S918BXXSAFZH3,2026-08-01
SM-S918B,EGY,S918BXXSAFZH3,2026-08-01
SM-S918B,ILO,S918BXXSAFZH3,2026-08-01
SM-S918B,MID,S918BXXSAFZH3,2026-08-01
SM-S918B,THL,S918BXXSAFZH3,2026-08-01
SM-S918B,XME,S918BXXSAFZH3,2026-08-01
SM-S918B,SEK,S918BXXSAFZH3,2026-08-01
SM-S918B,XSA,S918BXXSAFZH3,2026-08-01
SM-S921B,EUX,S921BXXSHDZH3,2026-08-01
SM-S921B,INS,S921BXXSHDZH3,2026-08-01
SM-S921B,XSG,S921BXXSHDZH3,2026-08-01
SM-S921B,XFA,S921BXXSHDZH3,2026-08-01
SM-S921B,EGY,S921BXXSHDZH3,2026-08-01
SM-S921B,ILO,S921BXXSHDZH3,2026-08-01
SM-S921B,MID,S921BXXSHDZH3,2026-08-01
SM-S921B,THL,S921BXXSHDZH3,2026-08-01
SM-S921B,XME,S921BXXSHDZH3,2026-08-01
SM-S921B,XSA,S921BXXSHDZH3,2026-08-01
SM-S926B,EUX,S926BXXSHDZH3,2026-08-01
SM-S926B,INS,S926BXXSHDZH3,2026-08-01
SM-S926B,XSG,S926BXXSHDZH3,2026-08-01
SM-S926B,XFA,S926BXXSHDZH3,2026-08-01
SM-S926B,EGY,S926BXXSHDZH3,2026-08-01
SM-S926B,ILO,S926BXXSHDZH3,2026-08-01
SM-S926B,MID,S926BXXSHDZH3,2026-08-01
SM-S926B,THL,S926BXXSHDZH3,2026-08-01
SM-S926B,XME,S926BXXSHDZH3,2026-08-01
SM-S926B,XSA,S926BXXSHDZH3,2026-08-01
SM-S928B,EUX,S928BXXS6DZH2,2026-08-01
SM-S928B,INS,S928BXXS6DZH2,2026-08-01
SM-S928B,XSG,S928BXXS6DZH2,2026-08-01
SM-S928B,XFA,S928BXXS6DZH2,2026-08-01
SM-S928B,EGY,S928BXXS6DZH2,2026-08-01
SM-S928B,ILO,S928BXXS6DZH2,2026-08-01
SM-S928B,MID,S928BXXS6DZH2,2026-08-01
SM-S928B,THL,S928BXXS6DZH2,2026-08-01
SM-S928B,XME,S928BXXS6DZH2,2026-08-01
SM-S928B,XSA,S928BXXS6DZH2,2026-08-01
SM-S931B,EUX,S931BXXSCCZH1,2026-08-01
SM-S931B,INS,S931BXXSCCZH1,2026-08-01
SM-S931B,XSG,S931BXXSCCZH1,2026-08-01
SM-S931B,XFA,S931BXXSCCZH1,2026-08-01
SM-S931B,EGY,S931BXXSCCZH1,2026-08-01
SM-S931B,ILO,S931BXXSCCZH1,2026-08-01
SM-S931B,MID,S931BXXSCCZH1,2026-08-01
SM-S931B,THL,S931BXXSCCZH1,2026-08-01
SM-S931B,XME,S931BXXSCCZH1,2026-08-01
SM-S931B,XSA,S931BXXSCCZH1,2026-08-01
SM-S936B,EUX,S936BXXSCCZH1,2026-08-01
SM-S936B,INS,S936BXXSCCZH1,2026-08-01
SM-S936B,XSG,S936BXXSCCZH1,2026-08-01
SM-S936B,XFA,S936BXXSCCZH1,2026-08-01
SM-S936B,EGY,S936BXXSCCZH1,2026-08-01
SM-S936B,ILO,S936BXXSCCZH1,2026-08-01
SM-S936B,MID,S936BXXSCCZH1,2026-08-01
SM-S936B,THL,S936BXXSCCZH1,2026-08-01
SM-S936B,XME,S936BXXSCCZH1,2026-08-01
SM-S936B,XSA,S936BXXSCCZH1,2026-08-01
SM-S937B,EUX,S937BXXSACZH1,2026-08-01
SM-S937B,INS,S937BXXSACZH1,2026-08-01
SM-S937B,XSG,S937BXXSACZH1,2026-08-01
SM-S937B,XFA,S937BXXSACZH1,2026-08-01
SM-S937B,ILO,S937BXXSACZH1,2026-08-01
SM-S937B,XSA,S937BXXSACZH1,2026-08-01
SM-S938B,EUX,S938BXXSCCZH1,2026-08-01
SM-S938B,INS,S938BXXSCCZH1,2026-08-01
SM-S938B,XSG,S938BXXSCCZH1,2026-08-01
SM-S938B,XFA,S938BXXSCCZH1,2026-08-01
SM-S938B,EGY,S938BXXSCCZH1,2026-08-01
SM-S938B,ILO,S938BXXSCCZH1,2026-08-01
SM-S938B,MID,S938BXXSCCZH1,2026-08-01
SM-S938B,THL,S938BXXSCCZH1,2026-08-01
SM-S938B,XME,S938BXXSCCZH1,2026-08-01
SM-S938B,XSA,S938BXXSCCZH1,2026-08-01
SM-S942B,EUX,S942BXXS4AZHA,2026-08-01
SM-S942B,INS,S942BXXS4AZHA,2026-08-01
SM-S942B,XSG,S942BXXS4AZHA,2026-08-01
SM-S942B,XFA,S942BXXS4AZHA,2026-08-01
SM-S942B,EGY,S942BXXS4AZHA,2026-08-01
SM-S942B,ILO,S942BXXS4AZHA,2026-08-01
SM-S942B,MID,S942BXXS4AZHA,2026-08-01
SM-S942B,THL,S942BXXS4AZHA,2026-08-01
SM-S942B,XME,S942BXXS4AZHA,2026-08-01
SM-S942B,XSA,S942BXXS4AZHA,2026-08-01
SM-S947B,EUX,S947BXXS4AZHA,2026-08-01
SM-S947B,INS,S947BXXS4AZHA,2026-08-01
SM-S947B,XSG,S947BXXS4AZHA,2026-08-01
SM-S947B,XFA,S947BXXS4AZHA,2026-08-01
SM-S947B,EGY,S947BXXS4AZHA,2026-08-01
SM-S947B,ILO,S947BXXS4AZHA,2026-08-01
SM-S947B,MID,S947BXXS4AZHA,2026-08-01
SM-S947B,THL,S947BXXS4AZHA,2026-08-01
SM-S947B,XME,S947BXXS4AZHA,2026-08-01
SM-S947B,XSA,S947BXXS4AZHA,2026-08-01
SM-S948B,EUX,S948BXXS4AZHL,2026-08-01
SM-S948B,INS,S948BXXS4AZHL,2026-08-01
SM-S948B,XSG,S948BXXS4AZHL,2026-08-01
SM-S948B,XFA,S948BXXS4AZHL,2026-08-01
SM-S948B,EGY,S948BXXS4AZHL,2026-08-01
SM-S948B,ILO,S948BXXS4AZHL,2026-08-01
SM-S948B,MID,S948BXXS4AZHL,2026-08-01
SM-S948B,THL,S948BXXS4AZHL,2026-08-01
SM-S948B,XME,S948BXXS4AZHL,2026-08-01
SM-S948B,XSA,S948BXXS4AZHL,2026-08-01
