bulletin_month,cve,tier,section,type,severity,component,references,updated_aosp_versions
2017-05,CVE-2017-0623,05,Elevation of privilege vulnerability in HTC bootloader,,High,,A-32512358*,
2017-05,CVE-2017-0624,05,Qualcomm,,High,,A-34327795* QC-CR#2005832,
2017-05,CVE-2017-0625,05,MediaTek,,High,,A-35142799* M-ALPS03161531,
2017-05,CVE-2017-0626,05,Qualcomm,,High,,A-35393124 QC-CR#1088050,
2017-05,CVE-2016-10292,05,Qualcomm,,High,,A-34514463* QC-CR#1065466,
2017-05,CVE-2017-0627,05,Information disclosure vulnerability in kernel UVC driver,,Moderate,,A-33300353*,
2017-05,CVE-2016-10293,05,Qualcomm,,Moderate,,A-33352393 QC-CR#1101943,
2017-05,CVE-2016-10294,05,Qualcomm,,Moderate,,A-33621829 QC-CR#1105481,
2017-05,CVE-2016-10295,05,Qualcomm,,Moderate,,A-33781694 QC-CR#1109326,
2017-05,CVE-2016-10296,05,Qualcomm,,Moderate,,A-33845464 QC-CR#1109782,
2017-05,CVE-2017-0628,05,Qualcomm,,Moderate,,A-34230377 QC-CR#1086833,
2017-05,CVE-2017-0629,05,Qualcomm,,Moderate,,A-35214296 QC-CR#1086833,
2017-05,CVE-2017-0630,05,Information disclosure vulnerability in kernel trace subsystem,,Moderate,,A-34277115*,
2017-05,CVE-2016-5858,05,Qualcomm,,Moderate,,A-35400153 QC-CR#1096799 [2],
2017-05,CVE-2017-0631,05,Qualcomm,,Moderate,,A-35399756 QC-CR#1093232,
2017-05,CVE-2016-5347,05,Qualcomm,,Moderate,,A-35394329 QC-CR#1100878,
2017-05,CVE-2016-5854,05,Qualcomm,,Moderate,,A-35392792 QC-CR#1092683,
2017-05,CVE-2016-5855,05,Qualcomm,,Moderate,,A-35393081 QC-CR#1094143,
2017-05,CVE-2017-0632,05,Qualcomm,,Moderate,,A-35392586 QC-CR#832915,
2017-05,CVE-2017-0633,05,Broadcom,,Moderate,,A-36000515* B-RB#117131,
2017-05,CVE-2017-0634,05,Information disclosure vulnerability in Synaptics touchscreen driver,,Moderate,,A-32511682*,
2017-05,CVE-2014-9923,05,Qualcomm,,,,A-35434045**,
2017-05,CVE-2014-9924,05,Qualcomm,,,,A-35434631**,
2017-05,CVE-2014-9925,05,Qualcomm,,,,A-35444657**,
2017-05,CVE-2014-9926,05,Qualcomm,,,,A-35433784**,
2017-05,CVE-2014-9927,05,Qualcomm,,,,A-35433785**,
2017-05,CVE-2014-9928,05,Qualcomm,,,,A-35438623**,
2017-05,CVE-2014-9929,05,Qualcomm,,,,A-35443954** QC-CR#644783,
2017-05,CVE-2014-9930,05,Qualcomm,,,,A-35432946**,
2017-05,CVE-2015-9005,05,Qualcomm,,,,A-36393500**,
2017-05,CVE-2015-9006,05,Qualcomm,,,,A-36393450**,
2017-05,CVE-2015-9007,05,Qualcomm,,,,A-36393700**,
2017-05,CVE-2016-10297,05,Qualcomm,,,,A-36393451**,
2017-05,CVE-2014-9941,05,Qualcomm,,,,A-36385125**,
2017-05,CVE-2014-9942,05,Qualcomm,,,,A-36385319**,
2017-05,CVE-2014-9943,05,Qualcomm,,,,A-36385219**,
2017-05,CVE-2014-9944,05,Qualcomm,,,,A-36384534**,
2017-05,CVE-2014-9945,05,Qualcomm,,,,A-36386912**,
2017-05,CVE-2014-9946,05,Qualcomm,,,,A-36385281**,
2017-05,CVE-2014-9947,05,Qualcomm,,,,A-36392400**,
2017-05,CVE-2014-9948,05,Qualcomm,,,,A-36385126**,
2017-05,CVE-2014-9949,05,Qualcomm,,,,A-36390608**,
2017-05,CVE-2014-9950,05,Qualcomm,,,,A-36385321**,
2017-05,CVE-2014-9951,05,Qualcomm,,,,A-36389161**,
2017-05,CVE-2014-9952,05,Qualcomm,,,,A-36387019**,
2017-06,CVE-2017-0645,01,Bluetooth,EoP,Moderate,,A-35385327,"6.0.1, 7.0, 7.1.1, 7.1.2"
2017-06,CVE-2017-0646,01,Bluetooth,ID,Moderate,,A-33899337,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2"
2017-06,CVE-2015-8871,01,Libraries,RCE,High,,A-35443562 *,"5.0.2, 5.1.1, 6.0, 6.0.1"
2017-06,CVE-2016-8332,01,Libraries,RCE,High,,A-37761553 *,"5.0.2, 5.1.1, 6.0, 6.0.1"
2017-06,CVE-2016-5131,01,Libraries,RCE,High,,A-36554209,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2"
2017-06,CVE-2016-4658,01,Libraries,RCE,High,,A-36554207,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2"
2017-06,CVE-2017-0663,01,Libraries,RCE,High,,A-37104170,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2"
2017-06,CVE-2017-7376,01,Libraries,RCE,High,,A-36555370,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2"
2017-06,CVE-2017-5056,01,Libraries,RCE,Moderate,,A-36809819,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2"
2017-06,CVE-2017-7375,01,Libraries,RCE,Moderate,,A-36556310,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2"
2017-06,CVE-2017-0647,01,Libraries,ID,Moderate,,A-36392138,"5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2"
2017-06,CVE-2016-1839,01,Libraries,DoS,Moderate,,A-36553781,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2"
2017-06,CVE-2017-0637,01,Media Framework,RCE,Critical,,A-34064500,"5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2"
2017-06,CVE-2017-0391,01,Media Framework,DoS,High,,A-32322258,"5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2"
2017-06,CVE-2017-0640,01,Media Framework,DoS,High,,A-33129467 *,"6.0, 6.0.1, 7.0, 7.1.1"
2017-06,CVE-2017-0641,01,Media Framework,DoS,High,,A-34360591,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2"
2017-06,CVE-2017-0642,01,Media Framework,DoS,High,,A-34819017,"5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2"
2017-06,CVE-2017-0643,01,Media Framework,DoS,High,,A-35645051 *,"5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1"
2017-06,CVE-2017-0644,01,Media Framework,DoS,High,,A-35472997 *,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1"
2017-06,CVE-2017-0638,01,System UI,RCE,High,,A-36368305,"7.1.1, 7.1.2"
2017-06,CVE-2017-0648,05,Kernel,EoP,High,FIQ debugger,A-36101220 *,
2017-06,CVE-2017-0651,05,Kernel,ID,Low,ION subsystem,A-35644815 *,
2017-06,CVE-2015-7995,05,Libraries,ID,Moderate,,A-36810065 *,4.4.4
2017-06,CVE-2017-0636,05,MediaTek,EoP,High,Command queue driver,A-35310230 * M-ALPS03162263,
2017-06,CVE-2017-0649,05,MediaTek,EoP,Moderate,Sound driver,A-34468195 * M-ALPS03162283,
2017-06,CVE-2017-6247,05,NVIDIA,EoP,High,Sound driver,A-34386301 * N-CVE-2017-6247,
2017-06,CVE-2017-6248,05,NVIDIA,EoP,Moderate,Sound driver,A-34372667 * N-CVE-2017-6248,
2017-06,CVE-2017-6249,05,NVIDIA,EoP,Moderate,Sound driver,A-34373711 * N-CVE-2017-6249,
2017-06,CVE-2017-7371,05,Qualcomm,RCE,Critical,Bluetooth driver,A-36250786 QC-CR#1101054,
2017-06,CVE-2017-7365,05,Qualcomm,EoP,High,Bootloader,A-32449913 QC-CR#1017009,
2017-06,CVE-2017-7366,05,Qualcomm,EoP,High,GPU driver,A-36252171 QC-CR#1036161 [ 2 ],
2017-06,CVE-2017-7367,05,Qualcomm,DoS,High,Bootloader,A-34514708 QC-CR#1008421,
2017-06,CVE-2016-5861,05,Qualcomm,EoP,Moderate,Video driver,A-36251375 QC-CR#1103510,
2017-06,CVE-2016-5864,05,Qualcomm,EoP,Moderate,Sound driver,A-36251231 QC-CR#1105441,
2017-06,CVE-2017-6421,05,Qualcomm,EoP,Moderate,MStar touchscreen driver,A-36251986 QC-CR#1110563,
2017-06,CVE-2017-7364,05,Qualcomm,EoP,Moderate,Video driver,A-36252179 QC-CR#1113926,
2017-06,CVE-2017-7368,05,Qualcomm,EoP,Moderate,Sound driver,A-33452365 QC-CR#1103085,
2017-06,CVE-2017-7369,05,Qualcomm,EoP,Moderate,Sound driver,A-33751424 QC-CR#2009216 [ 2 ],
2017-06,CVE-2017-7370,05,Qualcomm,EoP,Moderate,Video driver,A-34328139 QC-CR#2006159,
2017-06,CVE-2017-7372,05,Qualcomm,EoP,Moderate,Video driver,A-36251497 QC-CR#1110068,
2017-06,CVE-2017-7373,05,Qualcomm,EoP,Moderate,Video driver,A-36251984 QC-CR#1090244,
2017-06,CVE-2017-8233,05,Qualcomm,EoP,Moderate,Camera driver,A-34621613 QC-CR#2004036,
2017-06,CVE-2017-8234,05,Qualcomm,EoP,Moderate,Camera driver,A-36252121 QC-CR#832920,
2017-06,CVE-2017-8235,05,Qualcomm,EoP,Moderate,Camera driver,A-36252376 QC-CR#1083323,
2017-06,CVE-2017-8236,05,Qualcomm,EoP,Moderate,IPA driver,A-35047217 QC-CR#2009606,
2017-06,CVE-2017-8237,05,Qualcomm,EoP,Moderate,Networking driver,A-36252377 QC-CR#1110522,
2017-06,CVE-2017-8242,05,Qualcomm,EoP,Moderate,Secure Execution Environment Communicator driver,A-34327981 QC-CR#2009231,
2017-06,CVE-2017-8239,05,Qualcomm,ID,Moderate,Camera driver,A-36251230 QC-CR#1091603,
2017-06,CVE-2017-8240,05,Qualcomm,ID,Moderate,Pin controller driver,A-36251985 QC-CR#856379,
2017-06,CVE-2017-8241,05,Qualcomm,ID,Low,Wi-Fi driver,A-34203184 QC-CR#1069175,
2017-06,CVE-2017-0650,05,Synaptics components,EoP,Low,Touchscreen driver,A-35472278 *,
2017-06,CVE-2014-9960,05,Qualcomm closed-source,N/A,Critical,Closed-source component,A-37280308 *,
2017-06,CVE-2014-9961,05,Qualcomm closed-source,N/A,Critical,Closed-source component,A-37279724 *,
2017-06,CVE-2014-9953,05,Qualcomm closed-source,N/A,Critical,Closed-source component,A-36714770 *,
2017-06,CVE-2014-9967,05,Qualcomm closed-source,N/A,Critical,Closed-source component,A-37281466 *,
2017-06,CVE-2015-9026,05,Qualcomm closed-source,N/A,Critical,Closed-source component,A-37277231 *,
2017-06,CVE-2015-9027,05,Qualcomm closed-source,N/A,Critical,Closed-source component,A-37279124 *,
2017-06,CVE-2015-9008,05,Qualcomm closed-source,N/A,Critical,Closed-source component,A-36384689 *,
2017-06,CVE-2015-9009,05,Qualcomm closed-source,N/A,Critical,Closed-source component,A-36393600 *,
2017-06,CVE-2015-9010,05,Qualcomm closed-source,N/A,Critical,Closed-source component,A-36393101 *,
2017-06,CVE-2015-9011,05,Qualcomm closed-source,N/A,Critical,Closed-source component,A-36714882 *,
2017-06,CVE-2015-9024,05,Qualcomm closed-source,N/A,Critical,Closed-source component,A-37265657 *,
2017-06,CVE-2015-9012,05,Qualcomm closed-source,N/A,Critical,Closed-source component,A-36384691 *,
2017-06,CVE-2015-9013,05,Qualcomm closed-source,N/A,Critical,Closed-source component,A-36393251 *,
2017-06,CVE-2015-9014,05,Qualcomm closed-source,N/A,Critical,Closed-source component,A-36393750 *,
2017-06,CVE-2015-9015,05,Qualcomm closed-source,N/A,Critical,Closed-source component,A-36714120 *,
2017-06,CVE-2015-9029,05,Qualcomm closed-source,N/A,Critical,Closed-source component,A-37276981 *,
2017-06,CVE-2016-10338,05,Qualcomm closed-source,N/A,Critical,Closed-source component,A-37277738 *,
2017-06,CVE-2016-10336,05,Qualcomm closed-source,N/A,Critical,Closed-source component,A-37278436 *,
2017-06,CVE-2016-10333,05,Qualcomm closed-source,N/A,Critical,Closed-source component,A-37280574 *,
2017-06,CVE-2016-10341,05,Qualcomm closed-source,N/A,Critical,Closed-source component,A-37281667 *,
2017-06,CVE-2016-10335,05,Qualcomm closed-source,N/A,Critical,Closed-source component,A-37282802 *,
2017-06,CVE-2016-10340,05,Qualcomm closed-source,N/A,Critical,Closed-source component,A-37280614 *,
2017-06,CVE-2016-10334,05,Qualcomm closed-source,N/A,Critical,Closed-source component,A-37280664 *,
2017-06,CVE-2016-10339,05,Qualcomm closed-source,N/A,Critical,Closed-source component,A-37280575 *,
2017-06,CVE-2016-10298,05,Qualcomm closed-source,N/A,Critical,Closed-source component,A-36393252 *,
2017-06,CVE-2016-10299,05,Qualcomm closed-source,N/A,Critical,Closed-source component,A-32577244 *,
2017-06,CVE-2014-9954,05,Qualcomm closed-source,N/A,High,Closed-source component,A-36388559 *,
2017-06,CVE-2014-9955,05,Qualcomm closed-source,N/A,High,Closed-source component,A-36384686 *,
2017-06,CVE-2014-9956,05,Qualcomm closed-source,N/A,High,Closed-source component,A-36389611 *,
2017-06,CVE-2014-9957,05,Qualcomm closed-source,N/A,High,Closed-source component,A-36387564 *,
2017-06,CVE-2014-9958,05,Qualcomm closed-source,N/A,High,Closed-source component,A-36384774 *,
2017-06,CVE-2014-9962,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37275888 *,
2017-06,CVE-2014-9963,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37276741 *,
2017-06,CVE-2014-9959,05,Qualcomm closed-source,N/A,High,Closed-source component,A-36383694 *,
2017-06,CVE-2014-9964,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37280321 *,
2017-06,CVE-2014-9965,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37278233 *,
2017-06,CVE-2014-9966,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37282854 *,
2017-06,CVE-2015-9023,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37276138 *,
2017-06,CVE-2015-9020,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37276742 *,
2017-06,CVE-2015-9021,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37276743 *,
2017-06,CVE-2015-9025,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37276744 *,
2017-06,CVE-2015-9022,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37280226 *,
2017-06,CVE-2015-9028,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37277982 *,
2017-06,CVE-2015-9031,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37275889 *,
2017-06,CVE-2015-9032,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37279125 *,
2017-06,CVE-2015-9033,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37276139 *,
2017-06,CVE-2015-9030,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37282907 *,
2017-06,CVE-2016-10332,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37282801 *,
2017-06,CVE-2016-10337,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37280665 *,
2017-06,CVE-2016-10342,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37281763 *,
2017-06,CVE-2017-0639,05,Google device updates,ID,High,,A-35310991,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2"
2017-07,CVE-2017-3544,01,Runtime,RCE,Moderate,,A-35784677,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2"
2017-07,CVE-2017-0664,01,Framework,EoP,High,,A-36491278,"5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2"
2017-07,CVE-2017-0665,01,Framework,EoP,High,,A-36991414,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2"
2017-07,CVE-2017-0666,01,Framework,EoP,High,,A-37285689,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2"
2017-07,CVE-2017-0667,01,Framework,EoP,High,,A-37478824,"5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2"
2017-07,CVE-2017-0668,01,Framework,ID,Moderate,,A-22011579,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2"
2017-07,CVE-2017-0669,01,Framework,ID,High,,A-34114752,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2"
2017-07,CVE-2017-0670,01,Framework,DoS,High,,A-36104177,"5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2"
2017-07,CVE-2017-0671,01,Libraries,RCE,High,,A-34514762 *,4.4.4
2017-07,CVE-2016-2109,01,Libraries,DoS,High,,A-35443725,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2"
2017-07,CVE-2017-0672,01,Libraries,DoS,High,,A-34778578,"7.0, 7.1.1, 7.1.2"
2017-07,CVE-2017-0540,01,Media Framework,RCE,Critical,,A-33966031,"5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2"
2017-07,CVE-2017-0673,01,Media Framework,RCE,Critical,,A-33974623,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2"
2017-07,CVE-2017-0674,01,Media Framework,RCE,Critical,,A-34231163,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2"
2017-07,CVE-2017-0675,01,Media Framework,RCE,Critical,,A-34779227 [ 2 ],"6.0.1, 7.0, 7.1.1, 7.1.2"
2017-07,CVE-2017-0676,01,Media Framework,RCE,Critical,,A-34896431,"5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2"
2017-07,CVE-2017-0677,01,Media Framework,RCE,Critical,,A-36035074,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2"
2017-07,CVE-2017-0678,01,Media Framework,RCE,Critical,,A-36576151,"7.0, 7.1.1, 7.1.2"
2017-07,CVE-2017-0679,01,Media Framework,RCE,Critical,,A-36996978,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2"
2017-07,CVE-2017-0680,01,Media Framework,RCE,Critical,,A-37008096,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2"
2017-07,CVE-2017-0681,01,Media Framework,RCE,Critical,,A-37208566,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2"
2017-07,CVE-2017-0682,01,Media Framework,RCE,High,,A-36588422 *,"7.0, 7.1.1, 7.1.2"
2017-07,CVE-2017-0683,01,Media Framework,RCE,High,,A-36591008 *,"7.0, 7.1.1, 7.1.2"
2017-07,CVE-2017-0684,01,Media Framework,EoP,High,,A-35421151,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2"
2017-07,CVE-2017-0685,01,Media Framework,DoS,High,,A-34203195,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2"
2017-07,CVE-2017-0686,01,Media Framework,DoS,High,,A-34231231,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2"
2017-07,CVE-2017-0688,01,Media Framework,DoS,High,,A-35584425,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2"
2017-07,CVE-2017-0689,01,Media Framework,DoS,High,,A-36215950,"5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2"
2017-07,CVE-2017-0690,01,Media Framework,DoS,High,,A-36592202,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2"
2017-07,CVE-2017-0691,01,Media Framework,DoS,High,,A-36724453,"7.0, 7.1.1, 7.1.2"
2017-07,CVE-2017-0692,01,Media Framework,DoS,High,,A-36725407,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2"
2017-07,CVE-2017-0693,01,Media Framework,DoS,High,,A-36993291,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2"
2017-07,CVE-2017-0694,01,Media Framework,DoS,High,,A-37093318,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2"
2017-07,CVE-2017-0695,01,Media Framework,DoS,High,,A-37094889,"5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2"
2017-07,CVE-2017-0696,01,Media Framework,DoS,High,,A-37207120,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2"
2017-07,CVE-2017-0697,01,Media Framework,DoS,High,,A-37239013,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2"
2017-07,CVE-2017-0698,01,Media Framework,ID,Moderate,,A-35467458,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2"
2017-07,CVE-2017-0699,01,Media Framework,ID,Moderate,,A-36490809,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2"
2017-07,CVE-2017-0700,01,System UI,RCE,High,,A-35639138,"7.1.1, 7.1.2"
2017-07,CVE-2017-0701,01,System UI,RCE,High,,A-36385715 [ 2 ],"7.1.1, 7.1.2"
2017-07,CVE-2017-0702,01,System UI,RCE,High,,A-36621442,"7.1.1, 7.1.2"
2017-07,CVE-2017-0703,01,System UI,EoP,High,,A-33123882,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2"
2017-07,CVE-2017-0704,01,System UI,EoP,Moderate,,A-33059280,"7.1.1, 7.1.2"
2017-07,CVE-2017-9417,05,Broadcom,RCE,Critical,Wi-Fi driver,A-38041027 * B-RB#123023,
2017-07,CVE-2017-0705,05,Broadcom,EoP,Moderate,Wi-Fi driver,A-34973477 * B-RB#119898,
2017-07,CVE-2017-0706,05,Broadcom,EoP,Moderate,Wi-Fi driver,A-35195787 * B-RB#120532,
2017-07,CVE-2017-0707,05,HTC components,EoP,Moderate,LED driver,A-36088467 *,
2017-07,CVE-2017-0708,05,HTC components,ID,Moderate,Sound driver,A-35384879 *,
2017-07,CVE-2017-0709,05,HTC components,ID,Low,Sensor hub driver,A-35468048 *,
2017-07,CVE-2017-6074,05,Kernel,EoP,High,Networking subsystem,A-35784697 Upstream kernel,
2017-07,CVE-2017-5970,05,Kernel,DoS,High,Networking subsystem,A-35805460 Upstream kernel,
2017-07,CVE-2015-5707,05,Kernel,EoP,Moderate,SCSI driver,A-35841297 Upstream kernel [ 2 ],
2017-07,CVE-2017-7308,05,Kernel,EoP,Moderate,Networking driver,A-36725304 Upstream kernel [ 2 ] [ 3 ],
2017-07,CVE-2014-9731,05,Kernel,ID,Moderate,File system,A-35841292 Upstream kernel,
2017-07,CVE-2017-0711,05,MediaTek,EoP,High,Networking driver,A-36099953 * M-ALPS03206781,
2017-07,CVE-2017-0340,05,NVIDIA,EoP,High,Libnvparser,A-33968204 * N-CVE-2017-0340,
2017-07,CVE-2017-0326,05,NVIDIA,ID,Moderate,Video driver,A-33718700 * N-CVE-2017-0326,
2017-07,CVE-2017-8255,05,Qualcomm,EoP,High,Bootloader,A-36251983 QC-CR#985205,
2017-07,CVE-2016-10389,05,Qualcomm,EoP,High,Bootloader,A-34500449 QC-CR#1009145,
2017-07,CVE-2017-8253,05,Qualcomm,EoP,High,Camera driver,A-35400552 QC-CR#1086764,
2017-07,CVE-2017-8262,05,Qualcomm,EoP,High,GPU driver,A-32938443 QC-CR#2029113,
2017-07,CVE-2017-8263,05,Qualcomm,EoP,High,Anonymous shared memory subsystem,A-34126808 * QC-CR#1107034,
2017-07,CVE-2017-8267,05,Qualcomm,EoP,High,Anonymous shared memory subsystem,A-34173755 * QC-CR#2001129,
2017-07,CVE-2017-8273,05,Qualcomm,EoP,High,Bootloader,A-35400056 QC-CR#1094372 [ 2 ],
2017-07,CVE-2016-5863,05,Qualcomm,EoP,Moderate,USB HID driver,A-36251182 QC-CR#1102936,
2017-07,CVE-2017-8243,05,Qualcomm,EoP,Moderate,SoC driver,A-34112490 * QC-CR#2001803,
2017-07,CVE-2017-8246,05,Qualcomm,EoP,Moderate,Sound driver,A-37275839 QC-CR#2008031,
2017-07,CVE-2017-8256,05,Qualcomm,EoP,Moderate,Wi-Fi driver,A-37286701 QC-CR#1104565,
2017-07,CVE-2017-8257,05,Qualcomm,EoP,Moderate,Video driver,A-37282763 QC-CR#2003129,
2017-07,CVE-2017-8259,05,Qualcomm,EoP,Moderate,SoC driver,A-34359487 QC-CR#2009016,
2017-07,CVE-2017-8260,05,Qualcomm,EoP,Moderate,Camera driver,A-34624155 QC-CR#2008469,
2017-07,CVE-2017-8261,05,Qualcomm,EoP,Moderate,Camera driver,A-35139833 * QC-CR#2013631,
2017-07,CVE-2017-8264,05,Qualcomm,EoP,Moderate,Camera driver,A-33299365 * QC-CR#1107702,
2017-07,CVE-2017-8265,05,Qualcomm,EoP,Moderate,Video driver,A-32341313 QC-CR#1109755,
2017-07,CVE-2017-8266,05,Qualcomm,EoP,Moderate,Video driver,A-33863407 QC-CR#1110924,
2017-07,CVE-2017-8268,05,Qualcomm,EoP,Moderate,Camera driver,A-34620535 * QC-CR#2002207,
2017-07,CVE-2017-8270,05,Qualcomm,EoP,Moderate,Wi-Fi driver,A-35468665 * QC-CR#2021363,
2017-07,CVE-2017-8271,05,Qualcomm,EoP,Moderate,Video driver,A-35950388 * QC-CR#2028681,
2017-07,CVE-2017-8272,05,Qualcomm,EoP,Moderate,Video driver,A-35950805 * QC-CR#2028702,
2017-07,CVE-2017-8254,05,Qualcomm,ID,Moderate,Sound driver,A-36252027 QC-CR#832914,
2017-07,CVE-2017-8258,05,Qualcomm,ID,Moderate,Camera driver,A-37279737 QC-CR#2005647,
2017-07,CVE-2017-8269,05,Qualcomm,ID,Moderate,IPA Driver,A-33967002 * QC-CR#2013145,
2017-07,CVE-2014-9411,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37473054 *,
2017-07,CVE-2014-9968,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37304413 *,
2017-07,CVE-2014-9973,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37470982 *,
2017-07,CVE-2014-9974,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37471979 *,
2017-07,CVE-2014-9975,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37471230 *,
2017-07,CVE-2014-9977,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37471087 *,
2017-07,CVE-2014-9978,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37468982 *,
2017-07,CVE-2014-9979,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37471088 *,
2017-07,CVE-2014-9980,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37471029 *,
2017-07,CVE-2015-0575,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37296999 *,
2017-07,CVE-2015-8592,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37470090 *,
2017-07,CVE-2015-8595,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37472411 *,
2017-07,CVE-2015-8596,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37472806 *,
2017-07,CVE-2015-9034,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37305706 *,
2017-07,CVE-2015-9035,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37303626 *,
2017-07,CVE-2015-9036,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37303519 *,
2017-07,CVE-2015-9037,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37304366 *,
