csc,model,device,build,android,released
ILO,SM-S731B,SM-S731B,S731BXXS8BZG1,16,2026-07-07
ILO,SM-S731B,SM-S731B,S731BXXS7BZF3,16,2026-06-10
ILO,SM-S731B,SM-S731B,S731BXXS6BZE2,16,2026-05-09
ILO,SM-S731B,SM-S731B,S731BXXU6BZDP,16,2026-04-25
ILO,SM-S731B,SM-S731B,S731BXXS6AZCH,16,2026-03-27
ILO,SM-S731B,SM-S731B,S731BXXS5AZBB,16,2026-03-07
ILO,SM-S731B,SM-S731B,S731BXXS5AZB6,16,2026-02-14
ILO,SM-S731B,SM-S731B,S731BXXS4AZA2,16,2026-01-07
ILO,SM-S731B,SM-S731B,S731BXXS3AYK1,16,2025-11-28
ILO,SM-S731B,SM-S731B,S731BXXU3AYJ9,16,2025-11-10
ILO,SM-S731B,SM-S731B,S731BXXS2AYID,16,2025-09-30
ILO,SM-S731B,SM-S731B,S731BXXU1AYIB,16,2025-09-16
ILO,SM-S731B,SM-S731B,S731BXXU1AYH9,16,2025-08-14
ILO,SM-A266B,Samsung Galaxy A26 5G,A266BXXSBCZG2,16,2026-07-13
ILO,SM-A266B,Samsung Galaxy A26 5G,A266BXXSACZF1,16,2026-06-10
ILO,SM-A266B,Samsung Galaxy A26 5G,A266BXXU9CZEA,16,2026-05-14
ILO,SM-A266B,Samsung Galaxy A26 5G,A266BXXS9BZD4,16,2026-04-10
ILO,SM-A266B,Samsung Galaxy A26 5G,A266BXXS8BZB6,16,2026-02-23
ILO,SM-A266B,Samsung Galaxy A26 5G,A266BXXS7BZA3,16,2026-01-14
ILO,SM-A266B,Samsung Galaxy A26 5G,A266BXXS6BYL1,16,2025-12-08
ILO,SM-A266B,Samsung Galaxy A26 5G,A266BXXS5BYK2,16,2025-11-11
ILO,SM-A266B,Samsung Galaxy A26 5G,A266BXXU4BYI2,16,2025-09-13
ILO,SM-A266B,Samsung Galaxy A26 5G,A266BXXS4AYGC,15,2025-08-06
ILO,SM-A266B,Samsung Galaxy A26 5G,A266BXXU3AYF2,15,2025-06-30
ILO,SM-A266B,Samsung Galaxy A26 5G,A266BXXU2AYD9,15,2025-05-08
ILO,SM-A266B,Samsung Galaxy A26 5G,A266BXXS2AYC1,15,2025-03-31
ILO,SM-A266B,Samsung Galaxy A26 5G,A266BXXU1AYB5,15,2025-02-14
ILO,SM-A276B,Samsung Galaxy A27 5G,A276BXXS2AZG1,16,2026-07-13
ILO,SM-A276B,Samsung Galaxy A27 5G,A276BXXU1AZEA,16,2026-05-26
ILO,SM-A366B,Samsung Galaxy A36 5G,A366BXXSBCZG1,16,2026-07-13
ILO,SM-A366B,Samsung Galaxy A36 5G,A366BXXSACZF1,16,2026-06-22
ILO,SM-A366B,Samsung Galaxy A36 5G,A366BXXSACZE3,16,2026-05-22
ILO,SM-A366B,Samsung Galaxy A36 5G,A366BXXU9CZDD,16,2026-04-28
ILO,SM-A366B,Samsung Galaxy A36 5G,A366BXXS9BZDA,16,2026-04-24
ILO,SM-A366B,Samsung Galaxy A36 5G,A366BXXS8BZC2,16,2026-03-17
ILO,SM-A366B,Samsung Galaxy A36 5G,A366BXXS8BZB6,16,2026-02-23
ILO,SM-A366B,Samsung Galaxy A36 5G,A366BXXS7BZA1,16,2026-01-15
ILO,SM-A366B,Samsung Galaxy A36 5G,A366BXXS6BYL1,16,2025-12-09
ILO,SM-A366B,Samsung Galaxy A36 5G,A366BXXU5BYK5,16,2025-11-19
ILO,SM-A366B,Samsung Galaxy A36 5G,A366BXXS5BYK3,16,2025-11-12
ILO,SM-A366B,Samsung Galaxy A36 5G,A366BXXU4BYI7,16,2025-09-09
ILO,SM-A366B,Samsung Galaxy A36 5G,A366BXXS4AYHB,15,2025-08-27
ILO,SM-A366B,Samsung Galaxy A36 5G,A366BXXU4AYFD,15,2025-07-02
ILO,SM-A366B,Samsung Galaxy A36 5G,A366BXXU2AYD8,15,2025-04-29
ILO,SM-A366B,Samsung Galaxy A36 5G,A366BXXS2AYC4,15,2025-04-02
ILO,SM-A366B,Samsung Galaxy A36 5G,A366BXXU1AYB9,15,2025-02-17
ILO,SM-A376B,Samsung Galaxy A37 5G,A376BXXS4AZG4,16,2026-07-16
ILO,SM-A376B,Samsung Galaxy A37 5G,A376BXXS3AZF5,16,2026-06-15
ILO,SM-A376B,Samsung Galaxy A37 5G,A376BXXS2AZE2,16,2026-05-11
ILO,SM-A376B,Samsung Galaxy A37 5G,A376BXXU2AZD5,16,2026-04-28
ILO,SM-A376B,Samsung Galaxy A37 5G,A376BXXS2AZC2,16,2026-04-02
ILO,SM-A376B,Samsung Galaxy A37 5G,A376BXXU1AZB7,16,2026-02-13
ILO,SM-A566B,Samsung Galaxy A56 5G,A566BXXSCCZG7,16,2026-07-10
ILO,SM-A566B,Samsung Galaxy A56 5G,A566BXXSBCZF5,16,2026-06-10
ILO,SM-A566B,Samsung Galaxy A56 5G,A566BXXSACZE2,16,2026-05-12
ILO,SM-A566B,Samsung Galaxy A56 5G,A566BXXUACZDR,16,2026-04-28
ILO,SM-A566B,Samsung Galaxy A56 5G,A566BXXSABZD2,16,2026-04-02
ILO,SM-A566B,Samsung Galaxy A56 5G,A566BXXS9BZC5,16,2026-03-10
ILO,SM-A566B,Samsung Galaxy A56 5G,A566BXXS9BZB7,16,2026-02-14
ILO,SM-A566B,Samsung Galaxy A56 5G,A566BXXS8BZA1,16,2026-01-07
ILO,SM-A566B,Samsung Galaxy A56 5G,A566BXXS7BYL4,16,2025-12-04
ILO,SM-A566B,Samsung Galaxy A56 5G,A566BXXS7BYK4,16,2025-11-12
ILO,SM-A566B,Samsung Galaxy A56 5G,A566BXXS6BYJ4,16,2025-10-17
ILO,SM-A566B,Samsung Galaxy A56 5G,A566BXXU6BYI8,16,2025-09-25
ILO,SM-A566B,Samsung Galaxy A56 5G,A566BXXS6AYGG,15,2025-07-30
ILO,SM-A566B,Samsung Galaxy A56 5G,A566BXXS5AYFD,15,2025-07-02
ILO,SM-A566B,Samsung Galaxy A56 5G,A566BXXU4AYF2,15,2025-06-25
ILO,SM-A566B,Samsung Galaxy A56 5G,A566BXXS4AYE5,15,2025-05-29
ILO,SM-A566B,Samsung Galaxy A56 5G,A566BXXU3AYDK,15,2025-05-03
ILO,SM-A566B,Samsung Galaxy A56 5G,A566BXXS2AYD3,15,2025-04-23
ILO,SM-A566B,Samsung Galaxy A56 5G,A566BXXU1AYB7,15,2025-02-17
ILO,SM-A576B,Samsung Galaxy A57 5G,A576BXXS4AZG5,16,2026-07-15
ILO,SM-A576B,Samsung Galaxy A57 5G,A576BXXS3AZF4,16,2026-06-10
ILO,SM-A576B,Samsung Galaxy A57 5G,A576BXXS2AZE2,16,2026-05-12
ILO,SM-A576B,Samsung Galaxy A57 5G,A576BXXU2AZD9,16,2026-04-28
ILO,SM-A576B,Samsung Galaxy A57 5G,A576BXXS2AZD3,16,2026-04-09
ILO,SM-A576B,Samsung Galaxy A57 5G,A576BXXU1AZC2,16,2026-03-20
ILO,SM-A576B,Samsung Galaxy A57 5G,A576BXXU1AZB7,16,2026-02-27
ILO,SM-M556B,Samsung Galaxy M55 5G,M556BXXS5DZH1,16,2026-08-18
ILO,SM-M556B,Samsung Galaxy M55 5G,M556BXXS5DZF2,16,2026-06-11
ILO,SM-M556B,Samsung Galaxy M55 5G,M556BXXU5DZE3,16,2026-05-13
ILO,SM-M556B,Samsung Galaxy M55 5G,M556BXXS5CZB4,16,2026-02-15
ILO,SM-M556B,Samsung Galaxy M55 5G,M556BXXS4CYL1,16,2025-12-15
ILO,SM-M556B,Samsung Galaxy M55 5G,M556BXXU4CYJ4,16,2025-10-18
ILO,SM-M556B,Samsung Galaxy M55 5G,M556BXXS4BYH2,15,2025-08-07
ILO,SM-M556B,Samsung Galaxy M55 5G,M556BXXU4BYE7,15,2025-05-21
ILO,SM-M556B,Samsung Galaxy M55 5G,M556BXXU4AYB3,14,2025-02-18
ILO,SM-M556B,Samsung Galaxy M55 5G,M556BXXS4AXL1,14,2025-01-03
ILO,SM-M556B,Samsung Galaxy M55 5G,M556BXXS4AXK5,14,2024-11-21
ILO,SM-M556B,Samsung Galaxy M55 5G,M556BXXU3AXJA,14,2024-10-31
ILO,SM-M556B,Samsung Galaxy M55 5G,M556BXXS3AXJ6,14,2024-10-14
ILO,SM-M556B,Samsung Galaxy M55 5G,M556BXXS3AXH1,14,2024-08-09
ILO,SM-M556B,Samsung Galaxy M55 5G,M556BXXU2AXE8,14,2024-06-03
ILO,SM-M556B,Samsung Galaxy M55 5G,M556BXXU2AXE5,14,2024-05-21
ILO,SM-M556B,Samsung Galaxy M55 5G,M556BXXU1AXD7,14,2024-04-23
ILO,SM-M556B,Samsung Galaxy M55 5G,M556BXXU1AXC1,14,2024-03-04
ILO,SM-S721B,Samsung Galaxy S24 FE,S721BXXSDDZG1,16,2026-07-06
ILO,SM-S721B,Samsung Galaxy S24 FE,S721BXXSCDZF3,16,2026-06-10
ILO,SM-S721B,Samsung Galaxy S24 FE,S721BXXSBDZE1,16,2026-05-08
ILO,SM-S721B,Samsung Galaxy S24 FE,S721BXXUBDZDP,16,2026-04-25
ILO,SM-S721B,Samsung Galaxy S24 FE,S721BXXSBCZC5,16,2026-04-01
ILO,SM-S721B,Samsung Galaxy S24 FE,S721BXXSACZC1,16,2026-03-09
ILO,SM-S721B,Samsung Galaxy S24 FE,S721BXXSACZB2,16,2026-02-14
ILO,SM-S721B,Samsung Galaxy S24 FE,S721BXXS9CZA2,16,2026-01-07
ILO,SM-S721B,Samsung Galaxy S24 FE,S721BXXS8CYL1,16,2025-12-02
ILO,SM-S721B,Samsung Galaxy S24 FE,S721BXXS8CYK2,16,2025-11-11
ILO,SM-S721B,Samsung Galaxy S24 FE,S721BXXS7CYJ5,16,2025-10-23
ILO,SM-S721B,Samsung Galaxy S24 FE,S721BXXU7CYI5,16,2025-09-10
ILO,SM-S721B,Samsung Galaxy S24 FE,S721BXXS7BYH2,15,2025-08-04
ILO,SM-S721B,Samsung Galaxy S24 FE,S721BXXS6BYF6,15,2025-07-01
ILO,SM-S721B,Samsung Galaxy S24 FE,S721BXXS5BYF2,15,2025-06-03
ILO,SM-S721B,Samsung Galaxy S24 FE,S721BXXS4BYE1,15,2025-05-13
ILO,SM-S721B,Samsung Galaxy S24 FE,S721BXXU3BYD9,15,2025-04-16
ILO,SM-S721B,Samsung Galaxy S24 FE,S721BXXS3AYB5,14,2025-02-28
ILO,SM-S721B,Samsung Galaxy S24 FE,S721BXXS3AYB1,14,2025-02-05
ILO,SM-S721B,Samsung Galaxy S24 FE,S721BXXS3AYA1,14,2025-01-06
ILO,SM-S721B,Samsung Galaxy S24 FE,S721BXXS3AXK7,14,2024-12-03
ILO,SM-S721B,Samsung Galaxy S24 FE,S721BXXU3AXK5,14,2024-11-14
ILO,SM-S721B,Samsung Galaxy S24 FE,S721BXXS2AXI5,14,2024-09-27
ILO,SM-S721B,Samsung Galaxy S24 FE,S721BXXU1AXI3,14,2024-09-06
ILO,SM-S931B,Samsung Galaxy S25 5G,S931BXXSCCZH1,16,2026-08-11
ILO,SM-S931B,Samsung Galaxy S25 5G,S931BXXSBCZG3,16,2026-07-02
ILO,SM-S931B,Samsung Galaxy S25 5G,S931BXXUACZF1,16,2026-06-02
ILO,SM-S931B,Samsung Galaxy S25 5G,S931BXXS9CZE1,16,2026-05-09
ILO,SM-S931B,Samsung Galaxy S25 5G,S931BXXU9CZDP,16,2026-04-24
ILO,SM-S931B,Samsung Galaxy S25 5G,S931BXXS9BZCH,16,2026-03-28
ILO,SM-S931B,Samsung Galaxy S25 5G,S931BXXS8BZC1,16,2026-03-09
ILO,SM-S931B,Samsung Galaxy S25 5G,S931BXXS8BZB5,16,2026-02-15
ILO,SM-S931B,Samsung Galaxy S25 5G,S931BXXS7BYLR,16,2026-01-06
ILO,SM-S931B,Samsung Galaxy S25 5G,S931BXXS7BYKS,16,2025-12-01
ILO,SM-S931B,Samsung Galaxy S25 5G,S931BXXS7BYK3,16,2025-11-11
ILO,SM-S931B,Samsung Galaxy S25 5G,S931BXXS6BYIF,16,2025-10-01
ILO,SM-S931B,Samsung Galaxy S25 5G,S931BXXU5BYI3,16,2025-09-04
ILO,SM-S931B,Samsung Galaxy S25 5G,S931BXXS5AYG4,15,2025-07-27
ILO,SM-S931B,Samsung Galaxy S25 5G,S931BXXS5AYF6,15,2025-07-01
ILO,SM-S931B,Samsung Galaxy S25 5G,S931BXXS4AYF2,15,2025-06-04
